Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_G,SEXE
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2091,633,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2091,629,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2091,118,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2091,179,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2091,251,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2091,459,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,570,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,555,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,134,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,144,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,176,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,180,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,626,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,564,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,80,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,115,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,145,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,145,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,..,4,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,578,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,492,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,62,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,97,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,133,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,140,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,..,4,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,552,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,541,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,83,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,84,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,131,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,121,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2096,523,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2096,467,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2096,73,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2096,95,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2096,139,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2096,111,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2097,426,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2097,367,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2097,55,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2097,56,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2097,113,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2097,102,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,565,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,467,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,88,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,86,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,126,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,113,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,..,4,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,619,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,548,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,86,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,92,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,138,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,132,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2100,562,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2100,503,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2100,60,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2100,46,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2100,89,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2100,82,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,870,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,736,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,98,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,105,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,210,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,162,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,645,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,523,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,49,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,36,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,81,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,51,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,646,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,528,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,93,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,88,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,147,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,146,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,..,4,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,..,4,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,521,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,429,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,27,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,33,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,87,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,73,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,830,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,695,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,106,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,108,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,199,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,145,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,608,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,509,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,64,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,64,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,109,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,88,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,739,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,607,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,68,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,56,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,90,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,69,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,..,4,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,720,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,588,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,53,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,43,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,95,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,97,3,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,956,1,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,787,1,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,74,2,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,65,2,2
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,123,3,1
2022-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,96,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,776,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,656,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,80,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,67,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,141,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,131,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,..,4,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,758,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,668,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,73,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,68,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,160,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,121,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,591,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,491,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,36,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,40,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,61,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,53,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,966,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,857,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,59,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,58,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,121,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,127,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,730,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,607,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,58,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,52,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,116,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,108,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,565,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,477,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,57,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,33,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,104,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,101,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,476,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,412,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,13,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,10,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,43,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,35,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,..,4,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,537,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,426,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,36,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,40,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,103,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,75,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,631,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,538,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,43,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,56,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,97,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,79,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,554,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,514,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,27,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,40,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,70,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,62,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,500,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,456,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,43,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,42,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,71,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,51,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,535,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,468,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,28,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,44,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,105,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,82,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,470,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,388,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,29,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,28,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,54,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,57,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,448,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,413,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,51,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,41,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,85,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,55,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,529,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,426,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,16,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,25,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,52,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,35,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,773,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,615,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,45,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,38,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,103,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,96,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,678,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,562,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,37,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,42,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,82,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,63,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,455,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,401,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,48,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,54,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,106,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,92,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,516,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,439,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,47,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,59,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,137,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,102,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,673,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,549,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,36,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,37,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,122,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,106,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,522,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,475,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,22,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,20,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,39,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,26,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,448,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,402,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,47,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,32,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,108,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,84,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,427,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,400,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,19,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,30,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,62,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,73,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,..,4,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,397,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,324,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,18,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,9,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,35,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,38,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,605,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,546,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,46,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,52,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,105,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,99,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,..,4,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,844,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,741,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,88,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,98,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,185,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,139,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,401,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,329,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,26,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,25,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,48,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,52,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,548,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,468,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,62,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,77,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,147,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,136,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,821,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,723,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,48,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,73,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,137,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,118,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,..,4,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,637,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,547,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,93,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,123,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,172,3,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,138,3,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,..,4,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,802,1,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,680,1,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,80,2,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,67,2,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,133,3,1
