P017001L;P017001LG2;P040001LG1;KP107001L;KP109001L;KP060001L;KP069001L;KP069001LG2;KP081001L;KP081001LG2;KP011001L;KP016001L;KP010001LR1;KP010001LR3;KP010001LR4;KL007001LG7R1;KL007001LG10R1;KP110001LG1;KL018001LR1;KL018001LR2;KL018001LR4;KT002001LR2G1;KL065001L;KL001001LR1;KP033001L;KP040001L;KP074001L;KP073001L;KP075001L;KP065001L;KP080001LG1;KP070001L;KP071001L;KP137001L;KH074001L;KH064001L;KH066001LH1;KH068001LM1H1;KH068001LM2H1;KH068001LM3H1;KH068001LM4H1;KH068001LM5H1;KH002001LH1;KH079001LH1;KH003001LR1H1;KH004001L;KH008001L;KH011001L;KH012001L;KH013002L;KH101001L;KH096001L;KH005002L;KH134001L;KH076002L;KH017001L;KH098001LM1;KH098001LM2;KH098001LM3;KH098001LM4;KH098001LM10;KH098001LM5;KH098001LM11;KH098001LM7;KH098001LM8;KH098001LM9;KH132001L;KE026001L;KE038001LM3;KE038001LM4;KE038001LM5;KE038001LM6;KE038001LM7;KE038001LM8;KE038001LM9;KE038001LM10;KE016001L;KS025001L;KD084001LM1;KD084001LM2;KD084001LM3;KD084001LM4;KD084001LM5;KD087001L;KD091001L;KD086001LM1;KD086001LM2;KD086001LM4;KD086001LM3;KD086001LM6;KD086001LM5;KD090001L;KD093001L;KD085001LM1;KD085001LM2;KD085001LM3;KD085001LM4;KD085001LM5;KD085001LM6;KD088001L;KD092001L;KI284001L;KI285001L;KI289001L;KI290001L;KI100001L;KI275001L;KI276001L;KI278001L;KI097001L;KI148002L;KI280001L;KI283001L;KI159001LM3;KI159001LM5;KI159001LM8;KI159001LM2;KI159001LM4;KI138002L;KI138002LG2;KI138002LG2I;KI139001L;KI139001LG2;KI040001L;KI041003L;KI063001L;KI064002L;KI160001L;KI042001L;KI044001L;KI045001L;KI247001L;KI200001L;KI291001L;KI292001LM3;KI292001LM4;KI292001LM5;KI292001LM6;KI292001LM7;KI292001LM8;KI292001LM9;KI292001LM10;KI292001LM11;KI292001LM12;KI293001L;KW009001L;KW009002L;KW011001L
GA0447;1711044700;2008;2012;2;1;AA044702;111104470002;AA044702;111104470002;1;1;3;8;1;5;88;4;4;4;1;2;1;3;0;0;1;2;0;1;-8;13/04/2011;09/08/2012;1;-8;-9;3;2;2;2;2;1;95;9;4;-8;-8;-8;-8;-8;2008;300;450;-8;-8;1;2;2;2;2;2;1;1;2;2;2;1;1;2;2;1;2;2;2;2;2;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;15;0;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;4920;4920;0;-8;2;1;800;98;0;3;2;2;1;1;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,11232649213476;1439,90384615385;1,70178128094857
GA0626;1711062600;2008;2012;2;1;AA062602;111106260002;AA062602;111106260002;1;1;3;3;4;1;1;4;5;7;2;1;1;2;0;0;1;1;0;1;-8;20/05/2011;04/05/2012;1;-8;2;3;2;2;1;2;2;59;5;2;-8;-8;2006;2036;35;-8;-8;-8;-8;-8;1;1;1;1;2;1;1;1;2;2;2;5;5;-8;-8;-8;-8;-8;-8;-8;-8;1;5;2;2;2;1;2;3;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;18900;18900;0;-8;7;3;1500;3;0;1;98;1;1;1;185;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,730785506525449;946;1,11083305591588
GA0744;1711074400;2008;2012;2;1;AA074404;111107440004;AA074404;111107440004;1;2;2;1;1;1;1;4;3;3;3;1;1;2;0;0;0;2;0;1;-8;04/05/2011;12/05/2012;1;-8;2;2;2;2;1;2;2;-9;6;2;-8;-8;2004;2034;1400;-8;-8;-8;-8;-8;1;1;1;1;1;1;1;1;1;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;2;1;2;2;2;1;10;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;1;8400;2;-8;-8;-8;-8;-8;-8;-9;13931,4342740604;1;5;5;4;5600;1;2;1;98;2;2;2;0;1;2;2;2;2;2;2;2;2;1;2;21;1,38811193435682;1796,90740740741;1,02083500740418
GA0755;1711075500;2008;2012;2;1;AA075502;111107550002;AA075502;111107550002;1;1;3;1;1;1;1;4;6;7;2;1;1;2;0;0;1;1;0;1;-8;11/04/2011;13/05/2012;1;-8;2;2;2;2;1;2;2;90;7;2;-8;-8;2004;2030;790;-8;-8;-8;-8;-8;1;1;1;1;2;1;1;1;1;1;2;6;4;2;2;2;2;1;2;2;2;2;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;1;8000;2;2;2;1;2;38000;38000;0;-8;12;1;2000;98;0;1;98;2;2;2;250;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,55740936072882;2016,0625;1,04192588497109
GA0813;1711081300;2008;2012;2;1;AA081303;111108130003;AA081303;111108130003;1;1;3;2;2;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;15/04/2011;03/05/2012;1;-8;2;3;1;2;2;2;2;65;5;2;-8;-8;2007;2042;616;-8;-8;-8;-8;-8;2;1;1;1;2;2;2;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;2;1;2;2;2;1;10;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;27000;27000;0;-8;9;3;1600;3;1;1;2;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,746042392100372;965,75;,780437887735306
GA0823;1711082300;2009;2012;2;2;AA082305;111108230005;AA082305;111108230005;1;-8;1;2;2;1;1;3;3;5;3;1;-8;3;-8;-8;0;1;0;2;-8;17/06/2010;12/06/2012;1;1;-8;3;2;2;2;2;1;-9;7;1;2;-9;-8;-8;-8;-8;-8;-8;-8;-8;5;1;1;1;1;1;1;1;1;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;2;1;2;2;2;4;40;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;1;400;2;-8;-8;-8;-8;-8;-8;-9;32996,1408434301;1;11;11;2;700;2;12;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252768294011817;327,207920792079;,887947458935994
GA1006;1711100600;2008;2012;2;1;AA100605;111110060005;GA100602;171110060002;2;1;3;2;2;1;1;4;3;3;3;1;1;2;0;0;0;2;0;1;-8;13/06/2011;28/05/2012;1;-8;3;1;2;2;2;1;2;200;8;4;-8;-8;-8;-8;-8;2010;60;600;-8;-8;2;1;1;1;2;1;1;2;1;1;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;1500;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;36500;36500;0;-8;12;4;1000;1;24;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252768294011817;327,207920792079;,887947458935994
GA1297;1711129700;2009;2012;2;1;AA129703;111112970003;AA129703;111112970003;1;2;2;5;3;1;1;2;4;4;1;1;2;3;0;1;1;2;0;1;-8;20/04/2011;22/05/2012;1;-8;2;1;2;2;1;1;2;200;10;2;-8;-8;2006;2036;850;-8;-8;-8;-8;-8;1;1;1;1;2;2;1;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;2;1;2;2;2;3,3;25;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;15;0;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;1;2;2;2;2;28000;28000;0;-8;10;3;2000;3;4,5;1;2;2;2;2;470;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,285898769592056;370,095238095238;,392947747670923
GA1354;1711135400;2008;2012;2;1;AA135404;111113540004;AA135404;111113540004;1;1;1;6;1;1;1;2;4;4;1;1;1;3;0;0;1;1;1;1;-8;06/05/2011;03/05/2012;1;-8;-9;2;2;2;1;1;2;150;9;2;-8;-8;2004;2029;419;-8;-8;-8;-8;-8;2;1;1;1;2;2;1;1;2;1;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;4;5;2;1;2;2;2;5;55;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;25;0;1;800;-8;-8;2;-8;1;500;2;-8;2;-8;1;2;2;2;2;61000;61000;0;-8;16;4;1500;2;12;2;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,11232649213476;1439,90384615385;1,04192588497109
GA1367;1711136700;2008;2012;2;1;AA136703;111113670003;AA136703;111113670003;1;1;6;1;1;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;07/06/2011;14/06/2012;1;-8;2;3;2;2;2;2;1;85;8;4;-8;-8;-8;-8;-8;1999;5;980;-8;-8;2;1;1;1;2;1;1;2;2;1;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;-9;2;-8;2;-8;-8;-8;-8;-8;-8;30240;30240;0;-8;11;4;2500;1;40;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,55740936072882;2016,0625;1,02083500740418
GA1443;1711144300;2008;2012;1;1;AA144303;111114430003;-8;-8;-8;-8;1;5;3;1;1;2;3;3;3;-9;1;2;0;0;0;0;0;1;-8;13/05/2011;03/03/2012;1;-8;-8;3;2;2;2;2;1;90;8;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-3;-3;-8;-3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252844575252808;327,306666666667;,357332153204102
GA1522;1711152200;2008;2012;2;1;AA152204;111115220004;AA152204;111115220004;1;1;1;7;3;1;1;2;3;3;3;4;1;2;0;0;0;2;0;1;-8;12/04/2011;09/08/2012;1;-8;-9;3;2;2;1;2;2;90;6;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;0;-9;1;1;2;2;1;1;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;7200;7200;0;-8;3;4;900;98;0;3;98;98;-9;2;0;1;2;2;2;2;2;2;1;1;2;2;1;,230223774031604;298,024096385542;,499189175744914
GA1754;1711175400;2008;2012;2;1;AA175403;111117540003;AA175403;111117540003;1;1;5;3;4;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;01/06/2011;05/05/2012;1;-8;2;3;1;1;1;2;2;110;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;1;1;2;1;1;1;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;32000;32000;0;-8;11;4;2000;2;-9;3;98;98;2;2;0;1;2;2;2;2;2;2;2;2;1;2;2;1,68199116582954;2177,33333333333;,850890640474285
GA1890;1711189000;2009;2012;2;1;AA189003;111118900003;AA189003;111118900003;1;1;3;3;4;1;1;4;3;3;3;5;1;2;0;0;0;2;0;1;-8;15/04/2011;02/05/2012;1;-8;2;3;1;2;1;2;2;90;7;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;0;4;1;1;1;2;2;1;1;2;1;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;3;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;1;5000;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;20000;20000;0;-8;7;2;2000;2;0;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,654648762576724;847,441176470588;,870546472898615
GA1966;1711196600;2008;2012;2;1;AA196602;111119660002;AA196602;111119660002;1;1;2;3;4;1;-8;2;1;1;3;2;1;1;0;0;0;1;0;1;-8;04/04/2011;19/04/2012;1;-8;2;3;1;2;2;2;2;80;6;4;-8;-8;-8;-8;-8;2006;999;500;-8;-8;2;1;1;1;1;2;1;1;1;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;20291,5418177137;2;-9;7;3;1800;3;4;3;2;98;2;2;1700;1;2;2;2;1;2;2;2;2;2;2;9;,730785506525449;946;,996757607412734
GA1994;1711199400;2008;2012;2;1;AA199403;111119940003;AA199403;111119940003;1;1;2;4;4;1;-8;2;1;1;3;1;1;1;0;0;0;1;0;1;-8;01/06/2011;14/05/2012;1;-8;2;2;2;2;1;2;2;180;9;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;0;4;1;1;1;1;1;1;2;2;2;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;2;1;2;2;2;10;80;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;1;3000;1;100;2;-8;2;-8;-8;-8;-8;-8;-8;25000;25000;0;-8;9;1;3500;3;3;1;98;98;2;2;2000;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,730785506525449;946;,850890640474285
GA1994a;1711199410;2008;2012;2;1;AA199404;111119940004;AA199404;111119940004;1;1;2;4;4;5;88;2;4;4;1;1;2;3;0;2;1;1;1;2;-8;01/06/2011;21/05/2012;1;-9;-8;-9;-9;-9;-9;-9;-9;-9;-9;5;-8;-8;-8;-8;-8;-8;-8;-8;-9;0;1;2;2;1;1;1;1;1;1;2;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2;2;2;2;2;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;20000;20000;0;-8;7;1;5000;3;0;1;98;98;1;2;2300;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,400743849194012;518,761904761905;,850890640474285
GF2046;1716204600;2009;2012;2;1;FF204602;161620460002;FF204602;161620460002;1;1;1;2;2;3;-8;2;1;1;3;1;1;1;0;0;0;1;0;2;-8;09/04/2011;28/04/2012;1;1;-8;3;2;2;1;2;2;-9;5;4;2;-8;-8;-8;-8;2011;12;400;-8;-8;1;2;2;1;1;2;2;1;2;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;16800;16800;0;-8;6;2;1800;2;0;3;2;2;2;2;0;1;2;1;2;2;2;2;2;2;2;2;4;,746042392100372;965,75;,780437887735306
GF2064;1716206400;2008;2012;2;1;FF206402;161620640002;FF206402;161620640002;1;1;3;2;2;5;88;4;4;4;1;6;1;3;0;0;1;1;1;1;-8;22/09/2011;23/04/2012;1;-8;2;3;2;2;2;2;1;40;3;4;-8;-8;-8;-8;-8;2006;60;400;-8;-8;1;2;2;2;2;2;1;2;2;2;2;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2;2;2;2;2;-8;-8;2;-8;-8;-8;1;6000;2;-8;2;-8;2;-8;2;2;2;1;2;12000;12000;0;-8;4;1;800;98;0;1;1;98;1;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,404243092690852;523,291666666667;4,33224891807193
GF2077;1716207700;2008;2012;2;1;FF207707;161620770007;FF207707;161620770007;1;1;3;2;2;1;1;4;3;3;3;1;1;2;0;0;0;2;0;2;-8;06/04/2011;12/05/2012;1;1;-8;3;2;2;1;2;2;130;8;4;2;-8;-8;-8;-8;2012;999;550;-8;-8;2;1;1;1;2;2;2;1;2;1;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;2;1;2;2;2;4;36;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;42000;42000;0;-8;12;3;4000;1;6;3;98;2;2;2;450;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252768294011817;327,207920792079;,780437887735306
GF2498;1716249800;2008;2012;2;1;FF249802;161624980002;FF249802;161624980002;1;1;4;2;2;3;-8;4;1;1;3;1;1;1;0;0;0;1;0;2;-8;28/06/2011;31/08/2012;1;8;-8;3;2;2;1;2;2;250;11;4;2;-8;-8;-8;-8;2011;60;580;-8;-8;1;1;1;2;2;1;1;1;1;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;4000;4000;0;-8;2;1;700;98;0;1;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,746042392100372;965,75;,780437887735306
GF2498a;1716249810;2008;2012;2;1;FF249803;161624980003;FF249803;161624980003;1;1;2;2;2;1;1;3;4;4;1;2;1;3;0;0;0;1;2;1;-8;23/06/2011;18/07/2012;1;-8;2;3;1;2;2;2;2;90;6;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;1;2;1;1;2;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;-1;-8;2;-8;2;-8;-8;-8;-8;-8;-8;33000;33000;0;-8;11;2;1350;-1;-9;2;98;98;2;2;350;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,496728724576614;643,014084507042;1,09643336815401
GF2737;1716273700;2008;2012;2;1;FF273702;161627370002;FF273702;161627370002;1;1;2;4;4;1;1;2;4;4;1;1;1;4;0;0;1;1;0;1;-8;22/06/2011;20/06/2012;1;-8;2;3;2;2;2;2;1;-9;7;4;-8;-8;-8;-8;-8;2004;-9;-9;-8;-8;2;1;1;1;2;2;1;1;2;2;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;3;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2;2;2;2;2;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;-9;21478,9877203561;2;-1;8;2;1800;2;12;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,416734327310373;539,461538461538;1,11083305591588
GF3249;1716324900;2008;2012;2;1;FF324902;161632490002;FF324902;161632490002;1;1;6;1;1;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;2;-8;05/04/2011;02/04/2012;1;7;-8;3;2;2;2;2;1;84;5;5;-8;-8;-8;-8;-8;-8;-8;-8;2010;0;4;1;1;1;1;1;1;1;1;2;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;12000;12000;0;-8;4;2;1000;3;3;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,55740936072882;2016,0625;1,02083500740418
GF3461;1716346100;2008;2012;2;2;FF346102;161634610002;FF346102;161634610002;1;-8;6;1;1;88;88;4;3;3;3;1;-8;2;-8;-8;0;1;1;2;-8;29/04/2008;17/05/2012;1;-9;-8;3;2;2;1;2;2;70;5;4;2;-8;-8;-8;-8;2010;60;850;-8;-8;3;1;1;2;2;1;1;1;1;1;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;40000;40000;0;-8;12;4;3300;3;6;3;2;2;2;2;-9;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,02083500740418
GF3676;1716367600;2008;2012;2;1;FF367602;161636760002;FF367602;161636760002;1;1;1;6;3;3;-8;1;1;1;3;1;1;1;0;0;0;1;0;2;-8;06/05/2011;02/08/2012;1;4;-8;1;2;2;2;2;1;60;4;5;-8;-8;-8;-8;-8;-8;-8;-8;2012;0;5;1;1;1;1;1;1;2;2;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;640;640;0;-8;1;1;850;3;0;3;2;98;2;2;0;3;2;1;2;2;2;2;2;1;2;2;1;,279985094064571;362,44;,377880004931126
GF3748;1716374800;2009;2012;2;1;FF374802;161637480002;FF374802;161637480002;1;2;3;1;1;1;1;4;6;7;2;1;1;2;0;0;0;2;0;1;-8;14/07/2011;08/08/2012;1;-8;-9;3;2;2;2;2;1;100;5;4;-8;-8;-8;-8;-8;2008;60;750;-8;-8;4;1;1;1;1;1;1;2;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;2;1;2;2;2;3;30;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;45000;45000;0;-8;13;2;3000;3;2;2;2;98;2;2;1000;2;2;2;2;2;2;2;2;1;1;2;4;1,38811193435682;1796,90740740741;1,02083500740418
GF3748a;1716374810;2008;2012;2;1;FF374803;161637480003;FF374803;161637480003;1;1;4;1;1;1;1;4;3;3;3;1;1;2;0;0;0;2;0;1;-8;11/04/2011;30/07/2012;1;-8;-9;3;2;2;1;2;2;85;9;4;-8;-8;-8;-8;-8;2010;60;675;-8;-8;2;1;1;1;1;1;1;1;2;2;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;3;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;1;6240;2;-8;-8;-8;-8;-8;-8;53640;53640;0;-8;14;4;1300;1;5;1;2;98;2;2;300;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,05021855888775
GF3793a;1716379310;2008;2012;2;1;FF379304;161637930004;FF379304;161637930004;1;1;5;1;1;1;1;4;3;3;3;1;1;2;0;0;0;1;1;1;-8;05/05/2011;11/05/2012;1;-8;2;3;2;2;2;2;1;70;8;2;-8;-8;2008;2028;580;-8;-8;-8;-8;-8;2;1;1;2;2;2;1;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;2;-8;2;-8;1;350;2;-8;2;-8;-8;-8;-8;-8;-8;50200;50200;0;-8;14;3;2000;1;12;3;2;2;2;2;120;2;2;2;2;2;2;2;2;1;2;2;6;2,30449147353747;2983,15841584158;1,02083500740418
GF3902;1716390200;2008;2012;2;1;FF390204;161639020004;FF390204;161639020004;1;1;6;1;1;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;25/05/2011;20/06/2012;1;-8;2;3;2;2;2;2;1;75;6;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;300;4;1;1;1;2;1;1;1;2;2;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;2;1;2;2;2;3;30;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;1;500;1;250;2;-8;2;-8;-8;-8;-8;-8;-8;-9;15750,3639829169;1;6;6;4;1500;3;6;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,88011180315184;2433,8;1,02083500740418
GG5019;1717501900;2008;2012;2;1;GG501901;171750190001;GG501901;171750190001;1;1;5;1;1;4;3;4;4;4;1;1;1;4;1;1;2;1;0;1;-8;11/11/2011;30/05/2012;1;-8;2;3;2;2;2;2;1;90;10;4;-8;-8;-8;-8;-8;2009;60;800;-8;-8;1;1;1;1;1;1;1;1;2;1;2;3;3;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;28800;28800;0;-8;10;1;3000;98;0;1;1;98;2;1;1;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,77411407450978;2296,58620689655;1,04192588497109
GG5020;1717502000;2008;2012;2;1;GG502001;171750200001;GG502001;171750200001;1;1;3;1;1;1;1;4;4;4;1;4;1;4;0;1;2;1;1;1;-8;27/05/2011;09/06/2012;1;-8;2;2;2;2;1;2;2;160;12;2;-8;-8;2007;2027;550;-8;-8;-8;-8;-8;3;1;1;1;1;1;1;1;1;1;2;4;5;-8;-8;-8;-8;-8;-8;-8;-8;3;2;2;1;2;2;2;5;50;-8;-8;-8;-8;-8;-8;-8;-8;1;2;2;2;2;2;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;85000;85000;0;-8;16;4;-9;1;12;2;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,77411407450978;2296,58620689655;1,04192588497109
