Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NIV_EDUCA_esta,LLOC_NAIX
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,33,2,4
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,87,2,5
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,501,3,1
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,89,3,2
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,162,3,3
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,44,3,4
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,195,3,5
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,1150,4,1
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,163,4,2
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,237,4,3
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,114,4,4
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,277,4,5
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,..,4,6
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,1775,5,1
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,525,5,2
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,681,5,3
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,542,5,4
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,958,5,5
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,..,5,6
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,152,6,1
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,5,6,2
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,5,6,3
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,..,6,4
2022-01-01,10,Sant Martí,67,la Vila Olímpica del Poblenou,13,6,5
2022-01-01,10,Sant Martí,68,el Poblenou,152,1,1
2022-01-01,10,Sant Martí,68,el Poblenou,27,1,2
2022-01-01,10,Sant Martí,68,el Poblenou,184,1,3
2022-01-01,10,Sant Martí,68,el Poblenou,5,1,4
2022-01-01,10,Sant Martí,68,el Poblenou,7,1,5
2022-01-01,10,Sant Martí,68,el Poblenou,1545,2,1
2022-01-01,10,Sant Martí,68,el Poblenou,230,2,2
2022-01-01,10,Sant Martí,68,el Poblenou,1093,2,3
2022-01-01,10,Sant Martí,68,el Poblenou,97,2,4
2022-01-01,10,Sant Martí,68,el Poblenou,679,2,5
2022-01-01,10,Sant Martí,68,el Poblenou,3510,3,1
2022-01-01,10,Sant Martí,68,el Poblenou,362,3,2
2022-01-01,10,Sant Martí,68,el Poblenou,695,3,3
2022-01-01,10,Sant Martí,68,el Poblenou,204,3,4
2022-01-01,10,Sant Martí,68,el Poblenou,1045,3,5
2022-01-01,10,Sant Martí,68,el Poblenou,4368,4,1
2022-01-01,10,Sant Martí,68,el Poblenou,540,4,2
2022-01-01,10,Sant Martí,68,el Poblenou,640,4,3
2022-01-01,10,Sant Martí,68,el Poblenou,419,4,4
2022-01-01,10,Sant Martí,68,el Poblenou,1381,4,5
2022-01-01,10,Sant Martí,68,el Poblenou,..,4,6
2022-01-01,10,Sant Martí,68,el Poblenou,4144,5,1
2022-01-01,10,Sant Martí,68,el Poblenou,962,5,2
2022-01-01,10,Sant Martí,68,el Poblenou,1265,5,3
2022-01-01,10,Sant Martí,68,el Poblenou,1609,5,4
2022-01-01,10,Sant Martí,68,el Poblenou,3218,5,5
2022-01-01,10,Sant Martí,68,el Poblenou,6,5,6
2022-01-01,10,Sant Martí,68,el Poblenou,447,6,1
2022-01-01,10,Sant Martí,68,el Poblenou,15,6,2
2022-01-01,10,Sant Martí,68,el Poblenou,8,6,3
2022-01-01,10,Sant Martí,68,el Poblenou,19,6,4
2022-01-01,10,Sant Martí,68,el Poblenou,34,6,5
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,31,1,1
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,12,1,2
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,106,1,3
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,..,1,4
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,..,1,5
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,406,2,1
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,79,2,2
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,513,2,3
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,41,2,4
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,215,2,5
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1190,3,1
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,133,3,2
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,302,3,3
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,58,3,4
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,357,3,5
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1473,4,1
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,252,4,2
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,298,4,3
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,144,4,4
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,497,4,5
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1683,5,1
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,464,5,2
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,627,5,3
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,532,5,4
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1378,5,5
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,..,5,6
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,163,6,1
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,14,6,2
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,9,6,3
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,..,6,4
2022-01-01,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,9,6,5
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,87,1,1
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,21,1,2
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,482,1,3
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,16,1,4
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,54,1,5
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,1469,2,1
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,233,2,2
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,1616,2,3
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,185,2,4
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,2922,2,5
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,..,2,6
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,2956,3,1
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,370,3,2
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,859,3,3
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,166,3,4
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,2937,3,5
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,..,3,6
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,1805,4,1
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,227,4,2
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,415,4,3
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,147,4,4
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,2052,4,5
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,..,4,6
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,865,5,1
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,124,5,2
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,237,5,3
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,203,5,4
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,1591,5,5
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,242,6,1
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,25,6,2
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,12,6,3
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,6,6,4
2022-01-01,10,Sant Martí,70,el Besòs i el Maresme,84,6,5
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,63,1,1
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,21,1,2
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,232,1,3
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,..,1,4
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,9,1,5
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,927,2,1
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,197,2,2
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,1257,2,3
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,50,2,4
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,590,2,5
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,2737,3,1
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,292,3,2
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,715,3,3
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,86,3,4
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,881,3,5
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,..,3,6
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,2685,4,1
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,310,4,2
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,501,4,3
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,170,4,4
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,899,4,5
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,..,4,6
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,2084,5,1
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,398,5,2
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,633,5,3
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,474,5,4
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,1567,5,5
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,..,5,6
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,190,6,1
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,16,6,2
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,7,6,3
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,7,6,4
2022-01-01,10,Sant Martí,71,Provençals del Poblenou,23,6,5
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,91,1,1
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,35,1,2
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,384,1,3
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,5,1,5
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,1285,2,1
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,269,2,2
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,2119,2,3
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,55,2,4
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,836,2,5
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,..,2,6
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,3278,3,1
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,454,3,2
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,1215,3,3
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,100,3,4
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,1292,3,5
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,3421,4,1
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,373,4,2
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,720,4,3
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,163,4,4
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,1269,4,5
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,2394,5,1
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,393,5,2
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,697,5,3
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,278,5,4
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,1254,5,5
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,..,5,6
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,248,6,1
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,21,6,2
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,13,6,3
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,..,6,4
2022-01-01,10,Sant Martí,72,Sant Martí de Provençals,40,6,5
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,76,1,1
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,30,1,2
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,643,1,3
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,..,1,4
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,18,1,5
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,1502,2,1
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,306,2,2
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,3098,2,3
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,72,2,4
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,1068,2,5
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,..,2,6
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,3923,3,1
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,500,3,2
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,1639,3,3
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,116,3,4
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,1594,3,5
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,3270,4,1
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,399,4,2
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,843,4,3
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,154,4,4
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,1502,4,5
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,1939,5,1
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,263,5,2
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,517,5,3
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,176,5,4
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,1188,5,5
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,..,5,6
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,289,6,1
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,27,6,2
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,12,6,3
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,6,6,4
2022-01-01,10,Sant Martí,73,la Verneda i la Pau,49,6,5
