"Any","Mes","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Durada_atur","Nombre"
2022,1,1,"Ciutat Vella",1,"el Raval","Fins a 6 mesos",1276
2022,1,1,"Ciutat Vella",2,"el Barri Gòtic","Fins a 6 mesos",373
2022,1,1,"Ciutat Vella",3,"la Barceloneta","Fins a 6 mesos",376
2022,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Fins a 6 mesos",518
2022,1,2,"Eixample",5,"el Fort Pienc","Fins a 6 mesos",466
2022,1,2,"Eixample",6,"la Sagrada Família","Fins a 6 mesos",753
2022,1,2,"Eixample",7,"la Dreta de l'Eixample","Fins a 6 mesos",533
2022,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Fins a 6 mesos",520
2022,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Fins a 6 mesos",767
2022,1,2,"Eixample",10,"Sant Antoni","Fins a 6 mesos",575
2022,1,3,"Sants-Montjuïc",11,"el Poble Sec","Fins a 6 mesos",766
2022,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Fins a 6 mesos",39
2022,1,3,"Sants-Montjuïc",13,"la Marina de Port","Fins a 6 mesos",613
2022,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Fins a 6 mesos",194
2022,1,3,"Sants-Montjuïc",15,"Hostafrancs","Fins a 6 mesos",269
2022,1,3,"Sants-Montjuïc",16,"la Bordeta","Fins a 6 mesos",316
2022,1,3,"Sants-Montjuïc",17,"Sants - Badal","Fins a 6 mesos",310
2022,1,3,"Sants-Montjuïc",18,"Sants","Fins a 6 mesos",619
2022,1,4,"Les Corts",19,"les Corts","Fins a 6 mesos",608
2022,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Fins a 6 mesos",307
2022,1,4,"Les Corts",21,"Pedralbes","Fins a 6 mesos",77
2022,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Fins a 6 mesos",34
2022,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Fins a 6 mesos",171
2022,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Fins a 6 mesos",131
2022,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Fins a 6 mesos",190
2022,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Fins a 6 mesos",381
2022,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Fins a 6 mesos",357
2022,1,6,"Gràcia",28,"Vallcarca i els Penitents","Fins a 6 mesos",228
2022,1,6,"Gràcia",29,"el Coll","Fins a 6 mesos",95
2022,1,6,"Gràcia",30,"la Salut","Fins a 6 mesos",183
2022,1,6,"Gràcia",31,"la Vila de Gràcia","Fins a 6 mesos",794
2022,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Fins a 6 mesos",492
2022,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Fins a 6 mesos",368
2022,1,7,"Horta-Guinardó",34,"Can Baró","Fins a 6 mesos",130
2022,1,7,"Horta-Guinardó",35,"el Guinardó","Fins a 6 mesos",581
2022,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Fins a 6 mesos",168
2022,1,7,"Horta-Guinardó",37,"el Carmel","Fins a 6 mesos",573
2022,1,7,"Horta-Guinardó",38,"la Teixonera","Fins a 6 mesos",194
2022,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Fins a 6 mesos",121
2022,1,7,"Horta-Guinardó",40,"Montbau","Fins a 6 mesos",88
2022,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Fins a 6 mesos",93
2022,1,7,"Horta-Guinardó",42,"la Clota","Fins a 6 mesos",7
2022,1,7,"Horta-Guinardó",43,"Horta","Fins a 6 mesos",507
2022,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Fins a 6 mesos",470
2022,1,8,"Nou Barris",45,"Porta","Fins a 6 mesos",432
2022,1,8,"Nou Barris",46,"el Turó de la Peira","Fins a 6 mesos",303
2022,1,8,"Nou Barris",47,"Can Peguera","Fins a 6 mesos",41
2022,1,8,"Nou Barris",48,"la Guineueta","Fins a 6 mesos",317
2022,1,8,"Nou Barris",49,"Canyelles","Fins a 6 mesos",155
2022,1,8,"Nou Barris",50,"les Roquetes","Fins a 6 mesos",336
2022,1,8,"Nou Barris",51,"Verdun","Fins a 6 mesos",257
2022,1,8,"Nou Barris",52,"la Prosperitat","Fins a 6 mesos",486
2022,1,8,"Nou Barris",53,"la Trinitat Nova","Fins a 6 mesos",244
2022,1,8,"Nou Barris",54,"Torre Baró","Fins a 6 mesos",68
2022,1,8,"Nou Barris",55,"Ciutat Meridiana","Fins a 6 mesos",355
2022,1,8,"Nou Barris",56,"Vallbona","Fins a 6 mesos",41
2022,1,9,"Sant Andreu",57,"la Trinitat Vella","Fins a 6 mesos",329
2022,1,9,"Sant Andreu",58,"Baró de Viver","Fins a 6 mesos",42
2022,1,9,"Sant Andreu",59,"el Bon Pastor","Fins a 6 mesos",238
2022,1,9,"Sant Andreu",60,"Sant Andreu","Fins a 6 mesos",962
2022,1,9,"Sant Andreu",61,"la Sagrera","Fins a 6 mesos",435
2022,1,9,"Sant Andreu",62,"el Congrés i els Indians","Fins a 6 mesos",212
2022,1,9,"Sant Andreu",63,"Navas","Fins a 6 mesos",329
2022,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Fins a 6 mesos",613
2022,1,10,"Sant Martí",65,"el Clot","Fins a 6 mesos",430
2022,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Fins a 6 mesos",214
2022,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Fins a 6 mesos",138
2022,1,10,"Sant Martí",68,"el Poblenou","Fins a 6 mesos",477
2022,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Fins a 6 mesos",250
2022,1,10,"Sant Martí",70,"el Besòs i el Maresme","Fins a 6 mesos",569
2022,1,10,"Sant Martí",71,"Provençals del Poblenou","Fins a 6 mesos",334
2022,1,10,"Sant Martí",72,"Sant Martí de Provençals","Fins a 6 mesos",425
2022,1,10,"Sant Martí",73,"la Verneda i la Pau","Fins a 6 mesos",477
2022,1,99,"No consta",99,"No consta","Fins a 6 mesos",24
2022,1,1,"Ciutat Vella",1,"el Raval","De 6 a 12 mesos",266
2022,1,1,"Ciutat Vella",2,"el Barri Gòtic","De 6 a 12 mesos",75
2022,1,1,"Ciutat Vella",3,"la Barceloneta","De 6 a 12 mesos",66
2022,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","De 6 a 12 mesos",92
2022,1,2,"Eixample",5,"el Fort Pienc","De 6 a 12 mesos",87
2022,1,2,"Eixample",6,"la Sagrada Família","De 6 a 12 mesos",135
2022,1,2,"Eixample",7,"la Dreta de l'Eixample","De 6 a 12 mesos",102
2022,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","De 6 a 12 mesos",90
2022,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","De 6 a 12 mesos",150
2022,1,2,"Eixample",10,"Sant Antoni","De 6 a 12 mesos",106
2022,1,3,"Sants-Montjuïc",11,"el Poble Sec","De 6 a 12 mesos",143
2022,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","De 6 a 12 mesos",9
2022,1,3,"Sants-Montjuïc",13,"la Marina de Port","De 6 a 12 mesos",127
2022,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","De 6 a 12 mesos",36
2022,1,3,"Sants-Montjuïc",15,"Hostafrancs","De 6 a 12 mesos",46
2022,1,3,"Sants-Montjuïc",16,"la Bordeta","De 6 a 12 mesos",54
2022,1,3,"Sants-Montjuïc",17,"Sants - Badal","De 6 a 12 mesos",67
2022,1,3,"Sants-Montjuïc",18,"Sants","De 6 a 12 mesos",117
2022,1,4,"Les Corts",19,"les Corts","De 6 a 12 mesos",123
2022,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","De 6 a 12 mesos",66
2022,1,4,"Les Corts",21,"Pedralbes","De 6 a 12 mesos",18
2022,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","De 6 a 12 mesos",9
2022,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","De 6 a 12 mesos",41
2022,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","De 6 a 12 mesos",33
2022,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","De 6 a 12 mesos",46
2022,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","De 6 a 12 mesos",84
2022,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","De 6 a 12 mesos",71
2022,1,6,"Gràcia",28,"Vallcarca i els Penitents","De 6 a 12 mesos",42
2022,1,6,"Gràcia",29,"el Coll","De 6 a 12 mesos",17
2022,1,6,"Gràcia",30,"la Salut","De 6 a 12 mesos",33
2022,1,6,"Gràcia",31,"la Vila de Gràcia","De 6 a 12 mesos",139
2022,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","De 6 a 12 mesos",87
2022,1,7,"Horta-Guinardó",33,"el Baix Guinardó","De 6 a 12 mesos",65
2022,1,7,"Horta-Guinardó",34,"Can Baró","De 6 a 12 mesos",24
2022,1,7,"Horta-Guinardó",35,"el Guinardó","De 6 a 12 mesos",130
2022,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","De 6 a 12 mesos",35
2022,1,7,"Horta-Guinardó",37,"el Carmel","De 6 a 12 mesos",119
2022,1,7,"Horta-Guinardó",38,"la Teixonera","De 6 a 12 mesos",40
2022,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","De 6 a 12 mesos",25
2022,1,7,"Horta-Guinardó",40,"Montbau","De 6 a 12 mesos",18
2022,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","De 6 a 12 mesos",19
2022,1,7,"Horta-Guinardó",42,"la Clota","De 6 a 12 mesos",1
2022,1,7,"Horta-Guinardó",43,"Horta","De 6 a 12 mesos",102
2022,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","De 6 a 12 mesos",95
2022,1,8,"Nou Barris",45,"Porta","De 6 a 12 mesos",93
2022,1,8,"Nou Barris",46,"el Turó de la Peira","De 6 a 12 mesos",59
2022,1,8,"Nou Barris",47,"Can Peguera","De 6 a 12 mesos",8
2022,1,8,"Nou Barris",48,"la Guineueta","De 6 a 12 mesos",70
2022,1,8,"Nou Barris",49,"Canyelles","De 6 a 12 mesos",34
2022,1,8,"Nou Barris",50,"les Roquetes","De 6 a 12 mesos",74
2022,1,8,"Nou Barris",51,"Verdun","De 6 a 12 mesos",56
2022,1,8,"Nou Barris",52,"la Prosperitat","De 6 a 12 mesos",105
2022,1,8,"Nou Barris",53,"la Trinitat Nova","De 6 a 12 mesos",48
2022,1,8,"Nou Barris",54,"Torre Baró","De 6 a 12 mesos",13
2022,1,8,"Nou Barris",55,"Ciutat Meridiana","De 6 a 12 mesos",69
2022,1,8,"Nou Barris",56,"Vallbona","De 6 a 12 mesos",8
2022,1,9,"Sant Andreu",57,"la Trinitat Vella","De 6 a 12 mesos",64
2022,1,9,"Sant Andreu",58,"Baró de Viver","De 6 a 12 mesos",8
2022,1,9,"Sant Andreu",59,"el Bon Pastor","De 6 a 12 mesos",46
2022,1,9,"Sant Andreu",60,"Sant Andreu","De 6 a 12 mesos",188
2022,1,9,"Sant Andreu",61,"la Sagrera","De 6 a 12 mesos",91
2022,1,9,"Sant Andreu",62,"el Congrés i els Indians","De 6 a 12 mesos",44
2022,1,9,"Sant Andreu",63,"Navas","De 6 a 12 mesos",70
2022,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","De 6 a 12 mesos",123
2022,1,10,"Sant Martí",65,"el Clot","De 6 a 12 mesos",81
2022,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","De 6 a 12 mesos",39
2022,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","De 6 a 12 mesos",29
2022,1,10,"Sant Martí",68,"el Poblenou","De 6 a 12 mesos",98
2022,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","De 6 a 12 mesos",50
2022,1,10,"Sant Martí",70,"el Besòs i el Maresme","De 6 a 12 mesos",115
2022,1,10,"Sant Martí",71,"Provençals del Poblenou","De 6 a 12 mesos",67
2022,1,10,"Sant Martí",72,"Sant Martí de Provençals","De 6 a 12 mesos",91
2022,1,10,"Sant Martí",73,"la Verneda i la Pau","De 6 a 12 mesos",103
2022,1,99,"No consta",99,"No consta","De 6 a 12 mesos",11
2022,1,1,"Ciutat Vella",1,"el Raval","Més de 12 mesos",1497
2022,1,1,"Ciutat Vella",2,"el Barri Gòtic","Més de 12 mesos",391
2022,1,1,"Ciutat Vella",3,"la Barceloneta","Més de 12 mesos",411
2022,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Més de 12 mesos",568
2022,1,2,"Eixample",5,"el Fort Pienc","Més de 12 mesos",510
2022,1,2,"Eixample",6,"la Sagrada Família","Més de 12 mesos",855
2022,1,2,"Eixample",7,"la Dreta de l'Eixample","Més de 12 mesos",531
2022,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Més de 12 mesos",548
2022,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Més de 12 mesos",897
2022,1,2,"Eixample",10,"Sant Antoni","Més de 12 mesos",634
2022,1,3,"Sants-Montjuïc",11,"el Poble Sec","Més de 12 mesos",897
2022,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Més de 12 mesos",52
2022,1,3,"Sants-Montjuïc",13,"la Marina de Port","Més de 12 mesos",880
2022,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Més de 12 mesos",231
2022,1,3,"Sants-Montjuïc",15,"Hostafrancs","Més de 12 mesos",309
2022,1,3,"Sants-Montjuïc",16,"la Bordeta","Més de 12 mesos",363
2022,1,3,"Sants-Montjuïc",17,"Sants - Badal","Més de 12 mesos",388
2022,1,3,"Sants-Montjuïc",18,"Sants","Més de 12 mesos",738
2022,1,4,"Les Corts",19,"les Corts","Més de 12 mesos",743
2022,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Més de 12 mesos",383
2022,1,4,"Les Corts",21,"Pedralbes","Més de 12 mesos",96
2022,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Més de 12 mesos",44
2022,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Més de 12 mesos",215
2022,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Més de 12 mesos",170
2022,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Més de 12 mesos",264
2022,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Més de 12 mesos",419
2022,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Més de 12 mesos",386
2022,1,6,"Gràcia",28,"Vallcarca i els Penitents","Més de 12 mesos",264
2022,1,6,"Gràcia",29,"el Coll","Més de 12 mesos",107
2022,1,6,"Gràcia",30,"la Salut","Més de 12 mesos",233
2022,1,6,"Gràcia",31,"la Vila de Gràcia","Més de 12 mesos",786
2022,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Més de 12 mesos",566
2022,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Més de 12 mesos",443
2022,1,7,"Horta-Guinardó",34,"Can Baró","Més de 12 mesos",168
2022,1,7,"Horta-Guinardó",35,"el Guinardó","Més de 12 mesos",726
2022,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Més de 12 mesos",232
2022,1,7,"Horta-Guinardó",37,"el Carmel","Més de 12 mesos",789
2022,1,7,"Horta-Guinardó",38,"la Teixonera","Més de 12 mesos",249
2022,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Més de 12 mesos",152
2022,1,7,"Horta-Guinardó",40,"Montbau","Més de 12 mesos",110
2022,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Més de 12 mesos",117
2022,1,7,"Horta-Guinardó",42,"la Clota","Més de 12 mesos",8
2022,1,7,"Horta-Guinardó",43,"Horta","Més de 12 mesos",661
2022,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Més de 12 mesos",620
2022,1,8,"Nou Barris",45,"Porta","Més de 12 mesos",625
2022,1,8,"Nou Barris",46,"el Turó de la Peira","Més de 12 mesos",381
2022,1,8,"Nou Barris",47,"Can Peguera","Més de 12 mesos",54
2022,1,8,"Nou Barris",48,"la Guineueta","Més de 12 mesos",454
2022,1,8,"Nou Barris",49,"Canyelles","Més de 12 mesos",221
2022,1,8,"Nou Barris",50,"les Roquetes","Més de 12 mesos",480
2022,1,8,"Nou Barris",51,"Verdun","Més de 12 mesos",368
2022,1,8,"Nou Barris",52,"la Prosperitat","Més de 12 mesos",702
2022,1,8,"Nou Barris",53,"la Trinitat Nova","Més de 12 mesos",319
2022,1,8,"Nou Barris",54,"Torre Baró","Més de 12 mesos",88
2022,1,8,"Nou Barris",55,"Ciutat Meridiana","Més de 12 mesos",460
2022,1,8,"Nou Barris",56,"Vallbona","Més de 12 mesos",53
2022,1,9,"Sant Andreu",57,"la Trinitat Vella","Més de 12 mesos",426
2022,1,9,"Sant Andreu",58,"Baró de Viver","Més de 12 mesos",57
2022,1,9,"Sant Andreu",59,"el Bon Pastor","Més de 12 mesos",324
2022,1,9,"Sant Andreu",60,"Sant Andreu","Més de 12 mesos",1310
2022,1,9,"Sant Andreu",61,"la Sagrera","Més de 12 mesos",562
2022,1,9,"Sant Andreu",62,"el Congrés i els Indians","Més de 12 mesos",274
2022,1,9,"Sant Andreu",63,"Navas","Més de 12 mesos",422
2022,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Més de 12 mesos",816
2022,1,10,"Sant Martí",65,"el Clot","Més de 12 mesos",600
2022,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Més de 12 mesos",301
2022,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Més de 12 mesos",179
2022,1,10,"Sant Martí",68,"el Poblenou","Més de 12 mesos",628
2022,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Més de 12 mesos",321
2022,1,10,"Sant Martí",70,"el Besòs i el Maresme","Més de 12 mesos",738
2022,1,10,"Sant Martí",71,"Provençals del Poblenou","Més de 12 mesos",490
2022,1,10,"Sant Martí",72,"Sant Martí de Provençals","Més de 12 mesos",671
2022,1,10,"Sant Martí",73,"la Verneda i la Pau","Més de 12 mesos",758
2022,1,99,"No consta",99,"No consta","Més de 12 mesos",37
2022,2,1,"Ciutat Vella",1,"el Raval","Fins a 6 mesos",1352
2022,2,1,"Ciutat Vella",2,"el Barri Gòtic","Fins a 6 mesos",390
2022,2,1,"Ciutat Vella",3,"la Barceloneta","Fins a 6 mesos",393
2022,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Fins a 6 mesos",537
2022,2,2,"Eixample",5,"el Fort Pienc","Fins a 6 mesos",500
2022,2,2,"Eixample",6,"la Sagrada Família","Fins a 6 mesos",787
2022,2,2,"Eixample",7,"la Dreta de l'Eixample","Fins a 6 mesos",537
2022,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Fins a 6 mesos",586
2022,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Fins a 6 mesos",828
2022,2,2,"Eixample",10,"Sant Antoni","Fins a 6 mesos",620
2022,2,3,"Sants-Montjuïc",11,"el Poble Sec","Fins a 6 mesos",815
2022,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Fins a 6 mesos",38
2022,2,3,"Sants-Montjuïc",13,"la Marina de Port","Fins a 6 mesos",624
2022,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Fins a 6 mesos",206
2022,2,3,"Sants-Montjuïc",15,"Hostafrancs","Fins a 6 mesos",281
2022,2,3,"Sants-Montjuïc",16,"la Bordeta","Fins a 6 mesos",330
2022,2,3,"Sants-Montjuïc",17,"Sants - Badal","Fins a 6 mesos",330
2022,2,3,"Sants-Montjuïc",18,"Sants","Fins a 6 mesos",653
2022,2,4,"Les Corts",19,"les Corts","Fins a 6 mesos",650
2022,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Fins a 6 mesos",326
2022,2,4,"Les Corts",21,"Pedralbes","Fins a 6 mesos",81
2022,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Fins a 6 mesos",37
2022,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Fins a 6 mesos",181
2022,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Fins a 6 mesos",141
2022,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Fins a 6 mesos",201
2022,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Fins a 6 mesos",390
2022,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Fins a 6 mesos",367
2022,2,6,"Gràcia",28,"Vallcarca i els Penitents","Fins a 6 mesos",237
2022,2,6,"Gràcia",29,"el Coll","Fins a 6 mesos",99
2022,2,6,"Gràcia",30,"la Salut","Fins a 6 mesos",196
2022,2,6,"Gràcia",31,"la Vila de Gràcia","Fins a 6 mesos",840
2022,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Fins a 6 mesos",505
2022,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Fins a 6 mesos",383
2022,2,7,"Horta-Guinardó",34,"Can Baró","Fins a 6 mesos",141
2022,2,7,"Horta-Guinardó",35,"el Guinardó","Fins a 6 mesos",606
2022,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Fins a 6 mesos",178
2022,2,7,"Horta-Guinardó",37,"el Carmel","Fins a 6 mesos",606
2022,2,7,"Horta-Guinardó",38,"la Teixonera","Fins a 6 mesos",201
2022,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Fins a 6 mesos",124
2022,2,7,"Horta-Guinardó",40,"Montbau","Fins a 6 mesos",90
2022,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Fins a 6 mesos",96
2022,2,7,"Horta-Guinardó",42,"la Clota","Fins a 6 mesos",7
2022,2,7,"Horta-Guinardó",43,"Horta","Fins a 6 mesos",542
2022,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Fins a 6 mesos",512
2022,2,8,"Nou Barris",45,"Porta","Fins a 6 mesos",485
2022,2,8,"Nou Barris",46,"el Turó de la Peira","Fins a 6 mesos",327
2022,2,8,"Nou Barris",47,"Can Peguera","Fins a 6 mesos",44
2022,2,8,"Nou Barris",48,"la Guineueta","Fins a 6 mesos",333
2022,2,8,"Nou Barris",49,"Canyelles","Fins a 6 mesos",163
2022,2,8,"Nou Barris",50,"les Roquetes","Fins a 6 mesos",353
2022,2,8,"Nou Barris",51,"Verdun","Fins a 6 mesos",270
2022,2,8,"Nou Barris",52,"la Prosperitat","Fins a 6 mesos",545
2022,2,8,"Nou Barris",53,"la Trinitat Nova","Fins a 6 mesos",261
2022,2,8,"Nou Barris",54,"Torre Baró","Fins a 6 mesos",73
2022,2,8,"Nou Barris",55,"Ciutat Meridiana","Fins a 6 mesos",381
2022,2,8,"Nou Barris",56,"Vallbona","Fins a 6 mesos",44
2022,2,9,"Sant Andreu",57,"la Trinitat Vella","Fins a 6 mesos",353
2022,2,9,"Sant Andreu",58,"Baró de Viver","Fins a 6 mesos",44
2022,2,9,"Sant Andreu",59,"el Bon Pastor","Fins a 6 mesos",252
2022,2,9,"Sant Andreu",60,"Sant Andreu","Fins a 6 mesos",1021
2022,2,9,"Sant Andreu",61,"la Sagrera","Fins a 6 mesos",455
2022,2,9,"Sant Andreu",62,"el Congrés i els Indians","Fins a 6 mesos",221
2022,2,9,"Sant Andreu",63,"Navas","Fins a 6 mesos",344
2022,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Fins a 6 mesos",645
2022,2,10,"Sant Martí",65,"el Clot","Fins a 6 mesos",450
2022,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Fins a 6 mesos",223
2022,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Fins a 6 mesos",146
2022,2,10,"Sant Martí",68,"el Poblenou","Fins a 6 mesos",504
2022,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Fins a 6 mesos",271
2022,2,10,"Sant Martí",70,"el Besòs i el Maresme","Fins a 6 mesos",617
2022,2,10,"Sant Martí",71,"Provençals del Poblenou","Fins a 6 mesos",359
2022,2,10,"Sant Martí",72,"Sant Martí de Provençals","Fins a 6 mesos",466
2022,2,10,"Sant Martí",73,"la Verneda i la Pau","Fins a 6 mesos",525
2022,2,99,"No consta",99,"No consta","Fins a 6 mesos",31
2022,2,1,"Ciutat Vella",1,"el Raval","De 6 a 12 mesos",277
2022,2,1,"Ciutat Vella",2,"el Barri Gòtic","De 6 a 12 mesos",68
2022,2,1,"Ciutat Vella",3,"la Barceloneta","De 6 a 12 mesos",64
2022,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","De 6 a 12 mesos",89
2022,2,2,"Eixample",5,"el Fort Pienc","De 6 a 12 mesos",78
2022,2,2,"Eixample",6,"la Sagrada Família","De 6 a 12 mesos",128
2022,2,2,"Eixample",7,"la Dreta de l'Eixample","De 6 a 12 mesos",107
2022,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","De 6 a 12 mesos",91
2022,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","De 6 a 12 mesos",149
2022,2,2,"Eixample",10,"Sant Antoni","De 6 a 12 mesos",106
2022,2,3,"Sants-Montjuïc",11,"el Poble Sec","De 6 a 12 mesos",126
2022,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","De 6 a 12 mesos",8
2022,2,3,"Sants-Montjuïc",13,"la Marina de Port","De 6 a 12 mesos",124
2022,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","De 6 a 12 mesos",33
2022,2,3,"Sants-Montjuïc",15,"Hostafrancs","De 6 a 12 mesos",49
2022,2,3,"Sants-Montjuïc",16,"la Bordeta","De 6 a 12 mesos",57
2022,2,3,"Sants-Montjuïc",17,"Sants - Badal","De 6 a 12 mesos",60
2022,2,3,"Sants-Montjuïc",18,"Sants","De 6 a 12 mesos",115
2022,2,4,"Les Corts",19,"les Corts","De 6 a 12 mesos",119
2022,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","De 6 a 12 mesos",59
2022,2,4,"Les Corts",21,"Pedralbes","De 6 a 12 mesos",15
2022,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","De 6 a 12 mesos",7
2022,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","De 6 a 12 mesos",33
2022,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","De 6 a 12 mesos",27
2022,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","De 6 a 12 mesos",43
2022,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","De 6 a 12 mesos",81
2022,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","De 6 a 12 mesos",69
2022,2,6,"Gràcia",28,"Vallcarca i els Penitents","De 6 a 12 mesos",41
2022,2,6,"Gràcia",29,"el Coll","De 6 a 12 mesos",17
2022,2,6,"Gràcia",30,"la Salut","De 6 a 12 mesos",30
2022,2,6,"Gràcia",31,"la Vila de Gràcia","De 6 a 12 mesos",133
2022,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","De 6 a 12 mesos",86
