DA,G,N,E,KT002001EH1R3,S,Ch,KR185001E,KR167001E,KR173001E,KR170001E,KR176001E,KR107001E,KR168001E,KR174001E,KR171001E,KR075001E,KR110001E,KR169001E,KR175001E,KR178001E,KR078001E,KR113001E,household_id,HR,Tip
49,2,1,5,3,3,2,5,1,42,1,3,4,2,37,1,1,5,2,54,2,2,3,1616256500,4,7
24,2,1,4,1,2,1,4,1,34,1,1,4,1,30,1,15,7,2,31,2,15,6,1616256500,4,7
46,2,1,14,1,1,0,10,2,41,1,1,6,1,46,1,1,7,2,44,1,15,5,1616256600,2,3
54,1,1,15,1,1,2,7,1,53,1,1,7,1,51,1,1,7,1,52,1,1,7,1616257500,4,4
20,1,1,13,3,2,0,7,1,22,1,1,7,1,19,1,8,5,1,20,1,8,5,1616257500,4,4
39,2,1,15,1,2,1,4,2,39,1,1,7,2,40,1,1,5,2,37,1,1,5,1616261100,3,4
36,2,1,14,1,2,0,10,1,32,1,1,7,2,28,1,2,7,1,35,1,2,7,1616261300,3,4
51,2,1,8,2,3,2,7,2,55,1,1,7,1,56,1,1,7,2,30,1,1,7,1616261500,2,5
16,1,1,4,3,2,0,10,1,15,1,1,3,1,15,1,8,2,2,16,1,8,3,1616261500,2,5
32,2,1,15,1,2,0,4,2,30,1,1,7,2,32,1,1,7,1,32,2,15,7,1816261600,5,2
32,2,1,15,1,2,0,4,2,31,1,1,7,1,31,1,1,6,1,40,1,1,5,1816261610,2,3
38,2,1,14,1,1,1,4,2,38,1,1,7,2,38,1,1,7,2,38,1,1,6,1616271600,3,4
45,1,1,16,1,1,1,4,1,45,1,1,5,1,45,1,1,7,2,45,1,1,7,1616271600,3,4
43,2,1,14,1,1,1,4,2,55,3,1,4,2,45,1,2,5,2,44,1,1,7,1616271700,3,4
26,1,1,12,1,2,0,7,1,26,1,1,6,1,29,1,1,6,1,26,1,15,5,1716273700,4,4
45,1,3,14,1,1,1,6,2,44,1,3,7,1,47,1,1,7,1,30,2,1,7,1616274900,3,4
44,2,3,14,1,1,1,5,2,45,1,3,7,2,45,1,1,7,2,43,3,15,7,1616274900,3,4
43,2,1,7,1,1,2,3,2,33,1,1,5,2,46,1,1,6,2,43,1,1,4,1616278200,4,4
50,2,1,14,1,1,2,5,1,64,5,1,3,2,42,1,1,7,2,40,1,1,7,1616278300,4,4
19,2,1,13,1,2,0,10,2,19,1,1,5,1,18,1,2,5,1,20,1,2,5,1616278300,4,4
34,2,1,14,1,1,2,3,2,34,1,1,7,1,37,5,1,6,2,31,1,1,7,1616278400,4,4
37,1,1,6,1,1,2,10,1,37,1,1,5,1,37,1,1,7,1,37,1,1,5,1616278400,4,4
18,1,1,9,3,2,0,10,1,17,1,1,5,1,17,1,8,5,2,19,1,8,5,1616279000,3,5
41,2,1,15,1,1,2,4,2,41,5,1,5,2,39,1,1,7,2,40,1,1,7,1616279300,4,4
47,1,1,15,1,1,2,5,2,46,1,1,7,1,42,1,1,7,1,42,1,15,6,1616279300,4,4
51,1,1,16,1,1,2,4,1,51,1,1,7,1,51,1,1,5,1,51,1,1,7,1616285200,4,4
51,2,1,15,1,1,2,3,2,40,1,1,5,2,42,5,1,7,2,48,1,1,5,1616285200,4,4
58,2,1,16,1,5,1,20,1,62,1,1,7,2,60,1,1,6,2,55,1,15,6,1616291000,2,5
24,2,1,14,1,2,0,8,2,24,1,1,7,1,24,1,8,7,2,24,1,15,7,1616291000,2,5
52,2,1,16,1,1,2,6,2,41,3,1,7,2,44,1,1,7,2,47,2,1,7,1616291900,5,4
53,1,1,4,1,1,2,6,1,50,5,1,4,2,50,1,1,4,1,49,1,1,7,1616291900,5,4
24,1,1,13,2,2,0,5,1,21,1,2,7,2,21,1,8,5,1,23,1,2,7,1616291900,5,4
18,1,1,9,3,2,0,4,2,18,1,3,4,1,17,1,8,4,1,18,1,8,4,1616291900,5,4
52,2,1,15,1,2,1,20,2,45,1,1,7,1,37,1,1,7,2,50,1,1,7,1616293500,2,5
44,1,1,15,1,1,2,20,1,41,1,1,7,2,38,1,1,7,1,40,1,1,7,1616296900,4,4
42,2,1,14,1,1,2,3,2,42,1,1,7,2,41,1,1,7,2,42,1,1,7,1616296900,4,4
57,2,1,14,1,1,2,4,2,73,1,2,4,2,57,1,1,7,2,53,1,1,5,1616300100,4,4
33,1,1,15,2,2,0,12,1,33,1,1,6,1,34,1,1,7,2,32,2,1,7,1616304700,2,3
34,1,1,14,1,2,0,4,1,33,1,1,7,1,33,1,1,7,2,37,1,1,6,1816304700,2,5
47,2,1,14,2,1,0,8,2,47,1,1,6,2,48,1,1,7,1,49,1,1,5,1616305400,2,3
48,1,1,6,1,1,0,4,1,48,1,1,4,1,50,1,1,5,2,35,1,1,7,1616305400,2,3
47,1,1,6,2,4,4,7,1,35,1,1,7,1,33,1,2,6,1,38,1,9,6,1816305900,1,1
53,2,2,6,1,4,3,3,1,58,1,2,7,2,56,1,1,5,2,53,1,1,7,1616311700,1,1
30,2,1,14,1,2,0,4,1,33,1,1,7,2,36,1,1,5,2,29,1,2,4,1916311700,2,3
27,1,1,12,1,2,0,8,1,26,1,1,5,1,24,1,15,6,2,26,1,15,7,2016311700,2,3
45,2,1,6,1,2,0,7,1,45,1,1,4,2,35,1,1,7,2,41,3,1,7,1616322700,2,5
55,2,1,6,1,1,2,20,2,33,1,1,7,2,55,1,15,5,2,57,1,1,7,1616324100,2,3
33,1,1,15,1,2,0,3,1,33,1,1,7,1,42,1,1,7,1,32,1,1,7,1716324900,1,1
51,2,1,14,1,2,0,6,2,56,1,2,7,2,45,1,1,7,2,53,1,1,5,1616331500,2,3
26,2,1,11,1,2,0,5,2,26,1,1,6,2,26,1,1,6,2,29,1,1,4,2016333600,1,1
26,1,1,11,1,2,0,3,1,23,1,1,7,2,22,1,1,6,1,23,1,15,5,1616333800,3,4
40,1,1,6,1,1,1,3,2,37,5,1,5,1,41,1,1,4,2,30,1,1,7,1616333900,3,4
21,2,3,11,3,2,0,10,2,20,1,3,6,1,19,1,8,6,2,20,3,1,5,1616335600,5,4
18,1,3,11,3,2,0,4,1,19,1,3,6,1,18,1,8,6,1,18,3,8,5,1616335600,5,4
55,2,1,15,2,1,2,4,2,53,1,1,7,2,54,1,1,7,1,54,1,1,7,1616335900,4,4
28,1,1,14,1,2,0,6,1,25,1,1,5,1,27,1,2,7,1,25,1,2,7,1616335900,4,4
23,1,1,13,3,2,0,3,1,22,1,1,6,1,35,1,1,6,2,23,1,8,7,1616335900,4,4
49,2,1,16,1,1,2,3,2,60,1,1,7,2,44,1,2,7,1,50,2,1,7,1616336100,4,4
48,1,1,14,1,1,2,3,1,46,1,1,6,1,58,1,1,7,1,44,1,1,5,1616336100,4,4
39,2,2,15,1,1,1,4,2,39,1,2,7,2,40,1,1,6,2,29,1,1,7,1816343400,3,4
44,1,1,14,1,1,1,5,1,33,1,1,7,1,36,1,1,5,1,35,1,1,4,1816343400,3,4
53,2,1,15,1,1,2,3,2,52,1,1,7,2,51,1,1,7,2,52,1,1,7,1616345700,4,4
55,1,1,15,1,1,2,4,2,59,1,2,7,1,55,1,1,7,1,53,2,1,7,1616345700,4,4
25,2,1,13,1,2,0,5,2,26,1,1,7,2,24,1,8,5,1,25,1,1,7,1616345700,4,4
38,2,2,16,1,4,0,7,1,40,1,3,3,2,36,1,1,7,1,37,2,1,7,1716346100,2,3
16,1,1,4,3,2,0,10,2,16,1,1,4,1,16,1,8,4,2,15,1,8,4,1616366200,4,4
57,2,1,6,1,2,0,5,2,50,1,1,7,2,58,1,1,5,1,55,1,15,5,1616367400,1,1
35,2,1,15,1,1,2,4,2,33,1,1,7,1,42,3,15,6,2,35,1,1,6,1616368200,4,4
57,1,1,15,1,4,1,5,2,42,1,3,5,1,60,1,7,7,1,62,1,15,5,1616371600,1,1
34,1,1,6,1,2,0,4,1,35,1,1,6,2,34,1,1,6,2,37,3,1,6,1616372000,1,1
18,1,1,9,3,2,0,4,1,22,5,1,5,1,18,1,8,4,1,17,1,8,5,1616372300,4,4
43,1,2,15,1,1,2,8,1,45,1,2,7,1,42,1,1,7,1,48,1,1,7,1616372500,4,4
42,2,1,14,1,1,2,10,2,42,1,1,7,2,42,1,1,6,2,42,1,1,7,1616372500,4,4
54,2,1,7,1,1,2,3,2,55,1,1,7,2,53,1,1,4,1,60,1,1,4,1616373900,4,4
21,2,1,12,3,2,0,12,2,21,1,1,6,2,21,1,8,6,1,32,1,2,5,1616373900,4,4
25,2,1,11,2,2,0,3,2,27,1,1,5,2,29,1,8,5,2,32,1,1,6,1616374300,4,4
40,1,1,8,1,1,2,5,1,38,1,1,4,2,38,5,15,5,1,40,1,1,4,1616374500,4,4
54,2,1,4,2,3,2,25,2,26,4,1,7,1,23,4,15,4,2,40,1,1,4,1616374800,1,1
27,2,1,16,1,2,0,3,2,34,1,1,7,2,27,1,1,7,2,26,1,2,7,1716374810,2,3
27,1,1,14,1,2,0,4,1,26,1,1,6,1,28,1,1,7,2,27,1,1,7,1716374810,2,3
35,2,1,6,1,1,1,3,2,37,1,1,5,2,35,1,1,7,2,37,1,2,5,1616376400,3,4
37,1,1,7,1,2,0,8,1,36,1,1,7,1,45,1,2,6,1,32,3,1,6,1816377020,2,3
33,2,1,15,1,2,0,4,2,32,1,2,6,2,30,1,9,4,2,39,1,1,4,1716379310,2,3
56,2,1,4,3,1,2,6,2,67,1,2,3,2,58,1,1,4,2,67,2,7,4,1616387800,3,4
49,2,1,7,1,1,2,14,2,59,1,2,5,2,57,1,7,7,2,48,1,6,5,1616388700,3,4
24,2,1,12,2,2,0,7,2,24,1,1,6,2,23,1,2,6,2,27,1,1,6,1616388700,3,4
38,2,2,14,1,2,0,4,2,44,1,1,6,2,27,1,1,7,2,37,1,1,6,1616389800,1,1
30,1,1,15,1,2,0,6,1,25,1,1,7,2,23,1,1,7,2,30,1,1,7,1716390200,1,1
54,2,2,15,1,1,2,3,2,53,1,1,5,2,55,1,1,7,2,53,1,1,7,1616391000,4,4
42,1,1,6,1,2,0,5,1,49,1,1,7,1,40,1,1,7,2,45,1,1,7,1616393500,2,3
50,1,1,15,1,2,1,5,1,41,1,1,7,2,16,4,8,4,2,86,1,7,7,1616393500,2,3
27,1,1,15,1,2,0,15,1,25,1,1,7,2,26,1,2,7,2,25,1,1,7,2116394810,2,2
57,1,2,16,1,5,2,5,2,48,1,1,7,1,61,1,1,7,2,48,1,1,7,1616399800,1,1
31,2,1,16,1,2,0,7,2,30,1,1,7,2,30,1,1,7,2,31,1,1,7,1816399800,4,2
59,2,1,5,1,2,0,6,2,59,1,1,6,2,56,1,1,6,2,60,1,1,4,1616403100,2,3
30,1,1,16,1,2,0,3,1,29,1,1,7,1,32,1,2,7,2,33,1,2,7,1711036500,2,3
35,2,1,15,1,1,1,4,2,30,1,1,7,2,34,1,2,7,2,29,1,1,7,1711129700,3,4
41,2,1,14,1,4,2,5,2,40,1,1,5,2,41,1,15,5,1,46,2,1,6,1717501900,4,4
46,2,1,15,1,1,2,5,2,41,1,1,7,2,43,5,1,6,1,45,2,1,7,1717502000,4,4
35,2,1,16,1,1,1,5,2,34,1,1,7,2,34,1,1,6,2,37,1,15,6,1717502400,3,4
34,1,1,16,1,1,1,4,1,33,1,1,7,1,33,1,1,7,2,33,1,1,7,1717502400,3,4
48,2,1,8,1,1,2,5,1,46,1,1,6,2,42,1,1,7,2,50,1,1,7,1717502600,4,4
18,1,1,9,3,2,0,5,1,17,1,1,5,2,17,1,8,5,1,17,1,8,6,1717502600,4,4
47,1,1,14,1,1,2,3,1,40,1,1,6,2,48,1,1,7,1,40,1,1,7,1717502700,4,4
49,2,1,15,1,1,2,6,2,49,1,1,7,2,48,1,1,7,2,48,1,1,7,1717502700,4,4
17,2,1,9,3,2,0,4,2,17,1,1,5,2,17,1,8,5,2,17,1,8,5,1717502700,4,4
30,2,1,16,1,1,2,11,2,29,1,1,7,1,34,1,1,5,2,32,1,1,7,1717504100,3,5
32,1,1,14,1,1,2,4,1,34,1,1,4,2,33,1,1,7,1,30,1,1,7,2117504100,1,1
58,1,1,15,1,1,3,4,1,57,1,1,7,1,54,1,1,7,2,53,1,1,7,1717504300,4,4
56,2,1,16,1,1,3,4,2,54,1,1,7,2,55,1,1,7,2,61,1,1,7,1717504300,4,4
24,2,1,13,3,2,0,5,2,23,1,1,7,2,24,1,15,7,2,26,1,1,7,1717504300,4,4
19,2,1,13,3,2,0,5,2,18,1,1,5,2,18,1,8,5,2,19,2,8,5,1717504300,4,4
44,1,1,15,1,2,2,3,1,43,1,1,7,1,43,1,1,7,1,43,1,1,5,1717504500,4,4
48,1,1,5,1,1,0,5,2,48,1,1,7,1,46,1,1,5,1,45,1,1,7,1717504700,2,3
46,2,1,3,2,1,0,5,2,41,5,1,7,2,47,1,1,6,2,21,1,8,5,1717504700,2,3
39,1,1,6,1,2,1,3,1,40,1,1,6,1,41,1,15,6,1,40,1,1,6,1717506400,3,4
38,1,1,4,1,1,1,4,1,38,1,1,4,1,37,1,1,6,1,33,2,1,4,1717506500,3,4
35,1,1,16,1,1,1,5,1,35,1,1,7,1,35,1,1,7,1,35,1,1,7,1717508900,3,4
34,2,1,15,1,1,1,6,2,34,1,1,7,2,33,1,1,7,2,33,1,1,7,1717508900,3,4
49,2,3,15,1,2,2,3,2,50,1,3,6,1,46,1,1,5,2,47,1,1,5,1717509100,3,5
26,2,1,11,1,2,0,10,2,25,1,1,4,2,22,1,1,7,2,26,1,1,4,1717509500,3,4
40,1,1,14,2,2,0,5,1,39,1,1,6,1,39,1,1,7,1,35,1,1,7,1717509600,1,1
33,1,1,4,1,2,0,7,1,34,1,1,7,2,36,1,1,7,2,35,1,6,2,1717509700,1,1
20,2,1,13,3,2,0,4,2,20,1,1,7,2,20,1,8,7,2,21,1,8,7,1717510500,3,4
39,2,1,6,1,4,1,4,2,29,1,1,7,1,43,1,1,7,1,32,1,1,7,1717510900,2,5
38,1,1,5,1,1,1,4,1,37,1,1,6,1,33,1,1,7,2,33,1,1,7,1717511100,3,4
45,1,1,15,1,2,1,3,1,45,1,1,7,1,47,1,1,6,1,47,1,1,7,1717511300,3,4
35,2,1,6,1,2,1,3,2,35,1,1,6,1,40,1,1,7,2,36,1,1,4,1717511500,3,4
40,2,1,14,3,1,2,5,2,40,1,1,7,2,40,1,1,4,1,40,1,1,5,1717511700,4,4
39,1,1,14,1,1,2,3,1,39,1,1,7,1,41,1,1,6,1,39,1,1,6,1717511700,4,4
42,2,1,15,1,2,1,5,1,50,1,1,7,2,42,1,1,7,2,44,1,1,7,1717512100,3,4
40,2,1,6,1,2,0,3,2,40,1,1,5,2,40,1,1,6,2,40,1,1,6,1717512800,2,3
51,1,1,7,1,1,2,8,1,48,1,1,7,2,49,1,1,6,2,54,1,1,6,1717514500,4,4
49,2,3,14,1,1,2,5,2,51,1,1,7,1,49,1,1,7,2,54,1,1,5,1717514500,4,4
21,2,1,13,1,2,0,6,2,21,1,1,5,2,20,1,2,5,1,20,3,2,5,1717514500,4,4
18,2,1,9,3,2,0,5,2,18,1,1,4,2,17,1,8,4,1,17,1,8,4,1717514500,4,4
17,2,1,4,3,2,0,4,2,16,1,1,4,1,20,1,2,6,1,16,1,8,4,1717516100,4,4
44,1,1,15,1,1,1,3,2,38,5,1,5,1,44,1,1,5,1,41,3,1,5,1717516200,3,4
39,2,1,7,1,1,0,3,1,43,5,1,7,2,42,1,1,7,2,58,1,1,7,1717516200,3,4
27,2,1,15,1,2,0,3,2,26,1,3,3,2,48,1,1,7,1,22,3,1,7,1917516500,1,1
41,1,1,6,2,2,0,5,1,43,1,1,4,1,45,1,1,7,2,37,1,15,7,1717519200,1,1
44,2,1,7,1,2,0,3,1,45,1,1,4,2,43,1,1,7,2,45,1,1,7,1717519800,1,1
45,2,1,14,1,4,2,5,2,45,1,3,7,1,43,5,1,7,1,45,2,1,5,1717520100,3,5
51,1,1,14,1,1,2,5,1,53,1,1,7,1,50,1,1,7,1,48,1,1,7,1717520200,4,4
51,2,1,14,1,1,2,8,1,50,1,1,7,2,54,5,1,7,2,46,1,2,4,1717520200,4,4
47,2,2,4,1,1,2,4,2,37,1,1,5,2,36,1,1,5,2,43,2,1,4,1717520600,4,4
47,1,1,5,1,1,2,3,1,48,1,1,4,1,57,1,1,3,1,47,1,1,5,1717520600,4,4
17,2,1,9,3,2,0,5,2,17,1,1,4,1,17,1,8,4,1,19,1,8,5,1717520600,4,4
48,1,1,5,1,1,3,4,1,47,1,1,7,1,47,1,1,6,1,47,1,1,7,1717521100,5,4
22,2,1,13,1,2,0,4,1,21,1,1,5,2,22,1,2,7,2,35,1,1,7,1717521100,5,4
20,2,1,11,3,2,0,5,2,20,1,1,5,2,20,1,8,5,2,20,3,8,4,1717521100,5,4
29,2,1,14,1,2,0,4,2,30,1,1,6,2,28,1,1,6,2,29,1,1,7,1817521200,3,4
53,2,2,4,1,1,2,3,2,55,1,1,6,2,54,1,1,5,2,30,1,15,5,1817521200,3,4
30,1,1,15,1,1,0,3,1,30,5,1,7,1,31,1,1,7,1,30,1,15,7,1817521210,2,3
29,2,1,15,1,1,0,5,2,28,1,1,7,2,28,5,1,7,2,28,3,1,7,1817521210,2,3
52,1,1,6,1,1,0,5,1,50,1,1,4,2,47,1,1,6,2,34,2,2,4,1717525100,3,3
47,2,1,8,1,1,2,15,2,48,1,1,4,2,50,1,9,4,2,57,1,6,6,1717529000,4,4
48,1,1,5,1,1,2,4,1,48,1,1,4,1,56,5,1,4,1,50,1,1,7,1717529000,4,4
18,2,1,4,3,2,0,7,1,20,1,1,6,2,18,1,8,5,2,18,1,8,5,1717529000,4,4
28,1,3,2,2,2,0,4,1,28,1,3,2,2,25,1,1,3,1,23,3,15,3,1717529600,3,2
34,1,3,2,2,1,2,5,2,25,1,3,2,1,37,1,2,1,1,37,3,2,1,1717529600,3,2
31,1,3,4,2,2,1,20,1,29,1,3,2,2,18,1,1,3,1,28,3,2,2,1717529600,3,2
31,1,1,14,1,2,0,4,1,31,1,1,5,1,29,1,1,5,1,25,3,1,7,1717529700,3,4
19,1,1,11,2,2,0,4,1,21,1,1,3,1,22,1,1,4,2,15,1,8,3,1717532600,3,5
16,2,1,4,3,2,0,5,2,16,1,1,4,2,16,1,8,4,2,17,1,8,4,1717534100,4,4
47,2,1,6,1,2,0,8,1,44,1,2,6,2,53,1,1,4,2,45,1,1,5,1717536200,1,1
34,2,1,6,1,2,0,3,2,34,1,1,7,2,34,1,1,4,2,26,3,1,7,1717537000,2,3
38,1,1,5,1,1,2,3,1,38,1,1,4,2,40,5,2,5,1,42,1,1,5,1717537200,4,4
49,2,1,5,1,1,2,7,2,50,1,1,6,2,59,1,1,4,1,53,1,1,4,1717537700,4,4
40,2,1,4,1,1,1,5,2,47,1,1,6,2,36,1,1,6,2,66,1,6,2,1717538200,3,4
39,2,1,8,1,1,2,6,2,44,1,1,7,2,40,1,15,4,1,45,1,1,5,1717538400,4,4
37,2,3,5,1,3,1,12,2,29,1,1,6,2,25,1,1,3,1,30,1,1,3,1717538600,2,5
40,2,1,14,2,1,2,8,2,39,1,1,7,2,37,3,1,7,2,39,1,1,6,1717539800,4,4
51,1,2,15,1,1,3,6,1,46,1,1,6,1,45,1,1,6,1,43,1,1,6,1717539900,5,4
46,2,1,15,1,1,3,10,2,45,1,1,3,2,41,1,15,6,2,44,1,1,7,1717539900,5,4
58,1,1,15,1,1,2,10,1,56,1,1,3,1,54,1,1,6,1,59,1,1,6,1717540000,4,4
53,2,1,14,1,1,2,7,2,55,1,1,6,2,55,1,1,7,2,54,1,1,6,1717540000,4,4
27,1,2,12,3,2,0,3,1,27,1,1,6,1,27,1,1,7,1,50,1,1,7,1717540000,4,4
22,2,1,13,1,2,0,10,1,23,1,1,7,2,23,1,1,6,2,23,1,1,5,1717540000,4,4
40,2,1,13,1,1,2,5,2,52,1,1,4,2,50,1,15,7,2,50,1,6,4,1717541600,4,4
17,2,1,9,3,2,0,3,1,19,1,1,4,1,19,1,8,6,1,18,1,2,5,1717541600,4,4
51,2,2,16,1,1,2,4,2,53,1,1,6,2,58,1,1,7,2,54,1,1,7,1717546300,4,4
20,1,1,13,3,2,0,5,2,19,1,2,7,1,21,1,8,7,2,20,1,8,7,1717546300,4,4
25,2,1,13,3,2,0,6,2,25,1,1,6,1,20,3,8,7,1,36,1,1,7,1717546300,4,4
50,2,1,14,1,4,3,15,1,56,1,1,7,2,40,1,1,3,2,54,1,1,7,1717546400,3,5
23,2,1,13,1,2,0,5,2,23,1,1,7,2,23,1,2,7,2,23,1,2,7,1717546400,3,5
20,2,1,11,1,2,0,10,2,20,1,1,7,2,20,1,8,7,2,20,1,8,7,2117546400,1,1
52,2,1,14,1,1,2,4,2,53,1,1,7,2,53,1,1,7,2,50,1,1,7,1717546500,3,5
25,1,1,14,1,2,0,4,1,25,1,1,7,2,25,1,8,7,1,23,1,8,6,1717546500,3,5
19,2,1,9,3,2,0,10,2,18,1,1,5,2,18,1,8,5,2,18,1,8,5,1717546500,3,5
45,1,1,6,2,2,0,6,2,40,5,1,6,2,40,5,9,3,1,40,1,15,6,1717548500,3,3
57,1,1,14,1,1,0,6,1,53,1,1,7,2,58,1,1,7,2,61,1,1,7,1717550600,2,3
57,2,1,15,1,1,0,5,2,53,1,1,7,2,61,1,1,7,1,61,1,1,7,1717550600,2,3
23,2,3,13,1,2,0,6,2,24,1,1,6,2,22,1,1,6,2,23,1,8,5,1717550700,4,4
20,2,3,9,3,2,0,10,2,23,1,1,6,1,22,1,8,6,2,23,1,8,6,1717550700,4,4
45,1,1,8,1,1,2,6,1,46,1,1,6,1,45,1,1,7,1,43,1,1,6,1717550800,4,4
47,1,1,8,1,1,0,5,1,46,1,1,7,1,48,1,1,7,1,47,1,1,7,1717551500,2,3
45,1,1,6,1,2,1,5,1,43,1,1,7,1,45,1,1,6,2,43,1,1,7,1717551900,3,4
53,2,2,14,1,4,2,5,1,57,1,1,6,2,50,1,1,5,2,53,1,1,7,1717552000,3,5
45,2,2,5,1,2,1,9,1,44,1,1,6,2,48,1,6,3,2,43,1,1,4,1717553900,3,4
44,1,1,4,1,2,1,4,1,44,1,1,6,1,42,1,1,3,1,27,1,1,5,1717553900,3,4
55,2,1,5,1,1,2,4,2,55,1,1,6,1,56,1,1,6,2,56,1,1,5,1717554000,3,4
38,2,1,6,3,1,1,5,2,84,5,1,2,1,61,2,7,6,1,37,1,1,6,1717554200,3,4
41,1,3,7,1,1,4,3,1,41,1,3,5,1,45,1,1,5,1,48,3,1,5,1717557400,5,4
32,2,1,15,1,2,0,10,2,31,1,1,7,2,31,1,1,7,2,31,1,1,7,1817561800,1,1
32,2,1,15,1,2,0,3,1,40,1,2,7,2,41,1,1,7,2,39,2,1,7,1717564300,1,1
49,2,2,15,3,1,4,4,2,48,1,1,6,2,46,1,11,5,2,45,1,11,7,1717566500,6,4
45,1,1,6,2,1,4,6,1,44,1,1,6,1,44,1,1,6,1,44,1,1,7,1717566500,6,4
45,1,1,5,1,4,2,5,1,47,1,1,6,1,46,1,1,7,1,39,1,1,7,1717567200,4,4
39,2,1,14,1,2,2,6,2,39,1,1,5,2,50,1,1,5,2,39,1,2,7,1717567200,4,4
26,2,1,13,2,2,0,15,2,26,1,1,7,1,26,1,2,7,1,28,1,2,7,1817567300,2,3
57,1,1,15,3,1,1,10,1,69,1,1,4,1,49,1,1,6,2,48,1,1,6,1717567300,2,3
43,1,3,7,2,2,1,3,2,25,1,3,7,2,33,5,1,5,1,23,3,1,5,1717567400,3,4
50,2,1,14,3,1,4,11,2,48,1,1,6,1,50,1,1,4,2,48,1,15,4,1717567600,6,4
52,1,1,15,1,1,4,5,1,50,1,1,4,1,50,1,1,5,1,44,1,1,4,1717567600,6,4
22,2,1,13,3,2,0,6,2,22,1,1,7,1,21,1,8,5,1,21,1,1,6,1717567600,6,4
17,1,1,9,3,2,0,7,1,17,1,1,4,1,16,1,8,4,1,16,1,8,4,1717567600,6,4
46,2,1,15,1,1,4,6,2,50,1,1,7,2,40,1,1,6,2,45,1,6,7,1717570300,6,4
50,1,1,15,1,1,3,3,1,67,1,1,4,1,50,1,1,5,1,53,1,1,7,1717570700,5,4
19,2,1,13,3,2,0,4,2,19,1,1,5,2,20,1,8,5,1,19,1,8,5,1717570700,5,4
16,1,1,9,3,2,0,6,1,16,1,1,4,1,17,1,8,4,1,17,1,8,5,1717570700,5,4
55,1,2,4,1,1,3,6,1,49,1,2,4,1,50,1,1,4,2,46,1,1,5,1717570800,5,4
19,1,1,13,3,2,0,5,1,18,1,1,5,1,20,1,8,5,1,19,1,8,5,1717570800,5,4
41,2,1,15,1,1,3,10,2,43,1,1,7,1,45,1,1,5,2,40,1,1,7,1717571500,5,4
48,1,1,16,1,1,3,5,1,49,1,1,7,1,48,1,1,7,2,45,1,1,7,1717571500,5,4
48,1,3,14,1,1,1,4,1,40,1,1,7,1,43,1,1,7,2,38,1,1,5,1717572500,3,4
47,2,3,16,1,1,1,3,2,35,1,3,7,2,65,1,2,7,2,50,3,1,7,1717572500,3,4
41,1,1,5,1,2,0,4,2,32,1,1,4,1,45,1,1,6,1,35,1,1,4,1717576700,1,1
20,2,3,11,3,2,0,7,2,19,1,2,4,1,20,1,1,4,1,20,3,1,4,1717577200,4,4
51,2,2,5,1,1,2,3,2,50,1,1,4,2,54,1,2,6,1,56,2,7,5,1717578200,5,4
51,2,2,14,1,1,1,5,2,50,1,1,7,2,50,1,1,7,2,47,1,15,4,1717578300,3,4
30,1,1,15,1,2,0,6,1,29,1,1,7,1,30,1,1,7,1,25,1,1,5,1717578400,2,3
57,2,2,7,3,1,1,3,2,54,1,2,4,2,55,1,2,4,2,60,2,7,4,1717578500,3,3
50,1,1,16,1,1,2,10,1,50,1,1,4,1,52,1,1,4,1,50,1,1,4,1717581300,5,4
19,1,1,13,3,2,0,15,1,18,1,1,5,2,19,1,2,7,1,19,1,8,7,1717581300,5,4
55,2,1,14,1,2,0,3,2,55,1,1,7,2,56,1,1,7,2,55,1,1,5,1717581600,1,1
51,2,1,14,1,1,4,12,2,46,1,1,5,2,53,1,2,5,2,46,1,1,7,1717582400,4,4
16,1,1,4,3,2,0,5,1,18,1,1,5,2,16,1,8,4,1,17,1,8,4,1717582400,4,4
21,1,1,13,1,2,0,5,1,20,1,1,4,1,18,1,8,4,2,19,1,8,5,1717582400,4,4
30,2,1,16,1,2,0,5,1,31,1,1,7,2,30,1,2,7,2,31,1,1,7,2117582400,5,4
53,2,1,8,1,1,0,3,2,56,1,2,5,2,53,1,1,7,2,56,1,15,7,1717582500,2,3
58,1,3,15,1,3,2,3,1,60,1,3,7,1,48,1,1,6,2,53,1,1,7,1917582600,2,3
49,2,1,4,1,2,0,4,2,45,1,1,3,2,50,1,2,6,1,52,1,1,7,1917582600,2,3
56,2,1,5,1,1,2,4,2,54,1,1,4,2,52,1,1,2,2,57,1,1,6,1717585100,2,3
28,2,1,14,1,1,0,6,1,31,1,1,6,2,30,1,1,7,2,27,1,1,7,2017585100,2,3
48,2,1,5,1,1,2,6,2,46,1,1,7,2,55,1,2,7,1,53,2,7,6,1717586100,4,4
44,2,1,15,1,1,2,10,2,44,1,1,7,2,44,1,1,6,2,42,1,1,6,1717586300,4,4
16,1,1,4,3,2,0,10,1,16,1,1,4,1,16,1,8,4,1,15,1,8,4,1717586300,4,4
29,2,1,15,1,2,0,5,1,29,1,1,6,2,29,1,1,7,2,30,1,15,7,1917586500,2,3
33,1,1,14,1,2,0,5,1,32,1,1,6,1,31,1,1,7,1,33,1,1,7,1917586500,2,3
31,1,1,14,1,1,0,12,1,32,1,1,7,1,36,1,1,7,2,30,1,1,7,1717590300,2,3
49,2,1,7,1,1,1,4,2,42,1,1,5,2,58,1,1,7,1,58,1,1,7,1717593400,3,4
