Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,DOM_HOMES
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,209,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,93,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,34,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,6,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,137,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,236,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,86,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,28,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,6,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,110,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,212,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,100,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,25,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,4,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,108,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,191,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,56,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,15,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,5,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,155,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,323,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,118,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,28,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,12,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,270,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,424,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,187,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,45,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,10,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,114,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,181,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,66,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,19,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,8,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,169,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,287,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,102,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,38,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,15,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,202,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,358,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,150,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,60,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,18,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,235,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,366,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,128,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,35,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,18,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,233,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,368,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,161,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,40,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,15,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,139,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,228,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,92,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,39,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,4,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,211,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,360,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,193,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,40,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,22,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,138,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,311,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,112,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,44,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,15,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,175,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,276,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,120,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,43,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,14,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,126,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,203,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,95,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,38,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,17,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,132,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,216,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,83,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,28,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,17,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,237,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,420,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,172,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,52,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,16,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,199,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,370,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,114,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,28,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,7,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,191,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,348,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,142,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,58,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,20,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2150,139,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2150,256,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2150,146,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2150,41,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2150,15,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2151,177,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2151,284,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2151,109,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2151,37,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2151,15,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2152,135,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2152,258,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2152,91,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2152,31,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2152,12,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2153,149,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2153,281,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2153,109,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2153,26,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2153,8,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2154,109,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2154,185,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2154,82,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2154,22,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2154,16,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2155,194,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2155,384,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2155,119,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2155,37,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2155,25,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2156,153,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2156,263,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2156,95,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2156,34,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2156,11,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2157,149,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2157,218,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2157,97,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2157,27,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2157,11,5
2022-01-01,2,Eixample,10,Sant Antoni,52,2158,168,1
2022-01-01,2,Eixample,10,Sant Antoni,52,2158,314,2
2022-01-01,2,Eixample,10,Sant Antoni,52,2158,127,3
2022-01-01,2,Eixample,10,Sant Antoni,52,2158,41,4
2022-01-01,2,Eixample,10,Sant Antoni,52,2158,17,5
2022-01-01,2,Eixample,10,Sant Antoni,52,2159,197,1
2022-01-01,2,Eixample,10,Sant Antoni,52,2159,341,2
2022-01-01,2,Eixample,10,Sant Antoni,52,2159,146,3
2022-01-01,2,Eixample,10,Sant Antoni,52,2159,67,4
2022-01-01,2,Eixample,10,Sant Antoni,52,2159,25,5
2022-01-01,2,Eixample,10,Sant Antoni,52,2160,223,1
2022-01-01,2,Eixample,10,Sant Antoni,52,2160,410,2
2022-01-01,2,Eixample,10,Sant Antoni,52,2160,158,3
2022-01-01,2,Eixample,10,Sant Antoni,52,2160,50,4
2022-01-01,2,Eixample,10,Sant Antoni,52,2160,15,5
2022-01-01,2,Eixample,10,Sant Antoni,52,2161,115,1
2022-01-01,2,Eixample,10,Sant Antoni,52,2161,229,2
2022-01-01,2,Eixample,10,Sant Antoni,52,2161,95,3
2022-01-01,2,Eixample,10,Sant Antoni,52,2161,30,4
2022-01-01,2,Eixample,10,Sant Antoni,52,2161,11,5
2022-01-01,2,Eixample,10,Sant Antoni,52,2162,161,1
2022-01-01,2,Eixample,10,Sant Antoni,52,2162,282,2
2022-01-01,2,Eixample,10,Sant Antoni,52,2162,108,3
2022-01-01,2,Eixample,10,Sant Antoni,52,2162,37,4
2022-01-01,2,Eixample,10,Sant Antoni,52,2162,13,5
2022-01-01,2,Eixample,10,Sant Antoni,53,2163,208,1
2022-01-01,2,Eixample,10,Sant Antoni,53,2163,385,2
2022-01-01,2,Eixample,10,Sant Antoni,53,2163,142,3
2022-01-01,2,Eixample,10,Sant Antoni,53,2163,43,4
2022-01-01,2,Eixample,10,Sant Antoni,53,2163,15,5
2022-01-01,2,Eixample,10,Sant Antoni,53,2164,182,1
2022-01-01,2,Eixample,10,Sant Antoni,53,2164,305,2
2022-01-01,2,Eixample,10,Sant Antoni,53,2164,121,3
2022-01-01,2,Eixample,10,Sant Antoni,53,2164,27,4
2022-01-01,2,Eixample,10,Sant Antoni,53,2164,18,5
2022-01-01,2,Eixample,10,Sant Antoni,53,2165,182,1
2022-01-01,2,Eixample,10,Sant Antoni,53,2165,345,2
2022-01-01,2,Eixample,10,Sant Antoni,53,2165,139,3
2022-01-01,2,Eixample,10,Sant Antoni,53,2165,34,4
2022-01-01,2,Eixample,10,Sant Antoni,53,2165,17,5
2022-01-01,2,Eixample,10,Sant Antoni,54,2166,257,1
2022-01-01,2,Eixample,10,Sant Antoni,54,2166,412,2
2022-01-01,2,Eixample,10,Sant Antoni,54,2166,171,3
2022-01-01,2,Eixample,10,Sant Antoni,54,2166,57,4
2022-01-01,2,Eixample,10,Sant Antoni,54,2166,20,5
2022-01-01,2,Eixample,10,Sant Antoni,54,2167,228,1
2022-01-01,2,Eixample,10,Sant Antoni,54,2167,386,2
2022-01-01,2,Eixample,10,Sant Antoni,54,2167,175,3
2022-01-01,2,Eixample,10,Sant Antoni,54,2167,54,4
2022-01-01,2,Eixample,10,Sant Antoni,54,2167,29,5
2022-01-01,2,Eixample,10,Sant Antoni,54,2168,264,1
2022-01-01,2,Eixample,10,Sant Antoni,54,2168,467,2
2022-01-01,2,Eixample,10,Sant Antoni,54,2168,162,3
2022-01-01,2,Eixample,10,Sant Antoni,54,2168,49,4
2022-01-01,2,Eixample,10,Sant Antoni,54,2168,26,5
2022-01-01,2,Eixample,10,Sant Antoni,55,2169,198,1
2022-01-01,2,Eixample,10,Sant Antoni,55,2169,324,2
2022-01-01,2,Eixample,10,Sant Antoni,55,2169,110,3
2022-01-01,2,Eixample,10,Sant Antoni,55,2169,30,4
2022-01-01,2,Eixample,10,Sant Antoni,55,2169,22,5
2022-01-01,2,Eixample,10,Sant Antoni,55,2170,183,1
2022-01-01,2,Eixample,10,Sant Antoni,55,2170,293,2
2022-01-01,2,Eixample,10,Sant Antoni,55,2170,125,3
2022-01-01,2,Eixample,10,Sant Antoni,55,2170,27,4
2022-01-01,2,Eixample,10,Sant Antoni,55,2170,18,5
2022-01-01,2,Eixample,10,Sant Antoni,55,2171,197,1
2022-01-01,2,Eixample,10,Sant Antoni,55,2171,321,2
2022-01-01,2,Eixample,10,Sant Antoni,55,2171,112,3
2022-01-01,2,Eixample,10,Sant Antoni,55,2171,34,4
2022-01-01,2,Eixample,10,Sant Antoni,55,2171,27,5
2022-01-01,2,Eixample,10,Sant Antoni,55,2172,204,1
2022-01-01,2,Eixample,10,Sant Antoni,55,2172,318,2
2022-01-01,2,Eixample,10,Sant Antoni,55,2172,124,3
2022-01-01,2,Eixample,10,Sant Antoni,55,2172,32,4
2022-01-01,2,Eixample,10,Sant Antoni,55,2172,10,5
2022-01-01,2,Eixample,10,Sant Antoni,55,2173,187,1
2022-01-01,2,Eixample,10,Sant Antoni,55,2173,325,2
2022-01-01,2,Eixample,10,Sant Antoni,55,2173,131,3
2022-01-01,2,Eixample,10,Sant Antoni,55,2173,37,4
2022-01-01,2,Eixample,10,Sant Antoni,55,2173,8,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3001,174,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3001,330,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3001,131,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3001,38,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3001,14,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3002,221,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3002,391,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3002,167,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3002,39,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3002,23,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3003,181,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3003,289,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3003,125,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3003,55,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3003,22,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3004,179,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3004,338,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3004,111,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3004,34,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3004,15,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3005,158,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3005,235,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3005,94,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3005,21,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3005,17,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3006,139,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3006,258,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3006,106,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3006,28,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3006,31,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3007,165,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3007,337,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3007,107,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3007,42,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3007,26,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3008,147,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3008,234,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3008,95,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3008,31,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3008,13,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3009,126,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3009,216,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3009,111,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3009,30,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3009,11,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3010,154,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3010,290,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3010,124,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3010,39,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3010,30,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3011,191,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3011,311,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3011,134,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3011,56,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3011,29,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3012,239,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3012,382,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3012,159,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3012,48,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3012,27,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3013,193,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3013,334,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3013,148,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3013,36,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3013,26,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3014,177,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3014,324,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3014,146,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3014,45,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3014,22,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3015,317,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3015,528,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3015,220,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3015,81,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3015,47,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3016,112,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3016,211,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3016,84,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3016,41,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3016,23,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3017,164,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3017,301,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3017,124,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3017,47,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3017,29,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3018,118,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3018,325,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3018,120,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3018,57,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3018,21,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3019,137,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3019,279,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3019,111,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3019,54,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3019,13,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3020,110,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3020,214,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3020,103,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3020,31,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3020,15,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3021,106,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3021,212,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3021,82,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3021,24,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3021,12,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3022,157,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3022,284,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3022,103,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3022,38,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3022,21,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3023,169,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3023,352,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3023,159,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3023,46,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3023,25,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3024,211,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3024,337,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3024,177,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3024,59,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3024,23,5
2022-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,144,1
2022-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,285,2
2022-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,118,3
2022-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,50,4
2022-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,14,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3026,105,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3026,209,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3026,81,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3026,26,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3026,7,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3027,190,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3027,346,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3027,157,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3027,36,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3027,11,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3028,213,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3028,486,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3028,229,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3028,71,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3028,28,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3029,104,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3029,238,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3029,119,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3029,34,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3029,8,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3030,171,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3030,308,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3030,116,3
