Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,DOM_DONES
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,54,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,19,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,161,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,421,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,143,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,40,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,17,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,120,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,470,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,168,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,41,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,18,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,78,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,277,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,110,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,27,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,10,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,157,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,424,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,169,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,53,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,23,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,115,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,344,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,112,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,36,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,13,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,127,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,305,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,130,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,50,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,16,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,88,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,241,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,105,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,33,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,12,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,83,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,240,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,105,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,25,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,23,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,173,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,461,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,190,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,53,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,20,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,131,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,404,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,129,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,42,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,12,5
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,138,1
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,389,2
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,157,3
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,56,4
2022-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,19,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2150,122,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2150,290,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2150,125,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2150,39,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2150,21,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2151,99,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2151,327,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2151,138,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2151,36,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2151,22,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2152,83,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2152,279,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2152,119,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2152,27,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2152,19,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2153,73,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2153,328,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2153,124,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2153,38,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2153,10,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2154,71,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2154,227,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2154,72,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2154,31,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2154,13,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2155,139,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2155,399,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2155,139,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2155,63,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2155,19,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2156,85,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2156,320,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2156,114,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2156,23,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2156,14,5
2022-01-01,2,Eixample,10,Sant Antoni,51,2157,71,1
2022-01-01,2,Eixample,10,Sant Antoni,51,2157,271,2
2022-01-01,2,Eixample,10,Sant Antoni,51,2157,112,3
2022-01-01,2,Eixample,10,Sant Antoni,51,2157,39,4
2022-01-01,2,Eixample,10,Sant Antoni,51,2157,9,5
2022-01-01,2,Eixample,10,Sant Antoni,52,2158,100,1
2022-01-01,2,Eixample,10,Sant Antoni,52,2158,386,2
2022-01-01,2,Eixample,10,Sant Antoni,52,2158,132,3
2022-01-01,2,Eixample,10,Sant Antoni,52,2158,38,4
2022-01-01,2,Eixample,10,Sant Antoni,52,2158,11,5
2022-01-01,2,Eixample,10,Sant Antoni,52,2159,133,1
2022-01-01,2,Eixample,10,Sant Antoni,52,2159,397,2
2022-01-01,2,Eixample,10,Sant Antoni,52,2159,156,3
2022-01-01,2,Eixample,10,Sant Antoni,52,2159,64,4
2022-01-01,2,Eixample,10,Sant Antoni,52,2159,26,5
2022-01-01,2,Eixample,10,Sant Antoni,52,2160,158,1
2022-01-01,2,Eixample,10,Sant Antoni,52,2160,462,2
2022-01-01,2,Eixample,10,Sant Antoni,52,2160,173,3
2022-01-01,2,Eixample,10,Sant Antoni,52,2160,48,4
2022-01-01,2,Eixample,10,Sant Antoni,52,2160,15,5
2022-01-01,2,Eixample,10,Sant Antoni,52,2161,92,1
2022-01-01,2,Eixample,10,Sant Antoni,52,2161,247,2
2022-01-01,2,Eixample,10,Sant Antoni,52,2161,93,3
2022-01-01,2,Eixample,10,Sant Antoni,52,2161,35,4
2022-01-01,2,Eixample,10,Sant Antoni,52,2161,13,5
2022-01-01,2,Eixample,10,Sant Antoni,52,2162,119,1
2022-01-01,2,Eixample,10,Sant Antoni,52,2162,322,2
2022-01-01,2,Eixample,10,Sant Antoni,52,2162,102,3
2022-01-01,2,Eixample,10,Sant Antoni,52,2162,36,4
2022-01-01,2,Eixample,10,Sant Antoni,52,2162,22,5
2022-01-01,2,Eixample,10,Sant Antoni,53,2163,161,1
2022-01-01,2,Eixample,10,Sant Antoni,53,2163,415,2
2022-01-01,2,Eixample,10,Sant Antoni,53,2163,158,3
2022-01-01,2,Eixample,10,Sant Antoni,53,2163,41,4
2022-01-01,2,Eixample,10,Sant Antoni,53,2163,18,5
2022-01-01,2,Eixample,10,Sant Antoni,53,2164,150,1
2022-01-01,2,Eixample,10,Sant Antoni,53,2164,346,2
2022-01-01,2,Eixample,10,Sant Antoni,53,2164,109,3
2022-01-01,2,Eixample,10,Sant Antoni,53,2164,35,4
2022-01-01,2,Eixample,10,Sant Antoni,53,2164,13,5
2022-01-01,2,Eixample,10,Sant Antoni,53,2165,147,1
2022-01-01,2,Eixample,10,Sant Antoni,53,2165,362,2
2022-01-01,2,Eixample,10,Sant Antoni,53,2165,144,3
2022-01-01,2,Eixample,10,Sant Antoni,53,2165,42,4
2022-01-01,2,Eixample,10,Sant Antoni,53,2165,22,5
2022-01-01,2,Eixample,10,Sant Antoni,54,2166,188,1
2022-01-01,2,Eixample,10,Sant Antoni,54,2166,475,2
2022-01-01,2,Eixample,10,Sant Antoni,54,2166,162,3
2022-01-01,2,Eixample,10,Sant Antoni,54,2166,61,4
2022-01-01,2,Eixample,10,Sant Antoni,54,2166,31,5
2022-01-01,2,Eixample,10,Sant Antoni,54,2167,142,1
2022-01-01,2,Eixample,10,Sant Antoni,54,2167,493,2
2022-01-01,2,Eixample,10,Sant Antoni,54,2167,163,3
2022-01-01,2,Eixample,10,Sant Antoni,54,2167,50,4
2022-01-01,2,Eixample,10,Sant Antoni,54,2167,24,5
2022-01-01,2,Eixample,10,Sant Antoni,54,2168,163,1
2022-01-01,2,Eixample,10,Sant Antoni,54,2168,516,2
2022-01-01,2,Eixample,10,Sant Antoni,54,2168,204,3
2022-01-01,2,Eixample,10,Sant Antoni,54,2168,69,4
2022-01-01,2,Eixample,10,Sant Antoni,54,2168,16,5
2022-01-01,2,Eixample,10,Sant Antoni,55,2169,150,1
2022-01-01,2,Eixample,10,Sant Antoni,55,2169,354,2
2022-01-01,2,Eixample,10,Sant Antoni,55,2169,120,3
2022-01-01,2,Eixample,10,Sant Antoni,55,2169,46,4
2022-01-01,2,Eixample,10,Sant Antoni,55,2169,14,5
2022-01-01,2,Eixample,10,Sant Antoni,55,2170,104,1
2022-01-01,2,Eixample,10,Sant Antoni,55,2170,348,2
2022-01-01,2,Eixample,10,Sant Antoni,55,2170,137,3
2022-01-01,2,Eixample,10,Sant Antoni,55,2170,43,4
2022-01-01,2,Eixample,10,Sant Antoni,55,2170,14,5
2022-01-01,2,Eixample,10,Sant Antoni,55,2171,122,1
2022-01-01,2,Eixample,10,Sant Antoni,55,2171,373,2
2022-01-01,2,Eixample,10,Sant Antoni,55,2171,139,3
2022-01-01,2,Eixample,10,Sant Antoni,55,2171,43,4
2022-01-01,2,Eixample,10,Sant Antoni,55,2171,14,5
2022-01-01,2,Eixample,10,Sant Antoni,55,2172,133,1
2022-01-01,2,Eixample,10,Sant Antoni,55,2172,372,2
2022-01-01,2,Eixample,10,Sant Antoni,55,2172,135,3
2022-01-01,2,Eixample,10,Sant Antoni,55,2172,35,4
2022-01-01,2,Eixample,10,Sant Antoni,55,2172,13,5
2022-01-01,2,Eixample,10,Sant Antoni,55,2173,145,1
2022-01-01,2,Eixample,10,Sant Antoni,55,2173,364,2
2022-01-01,2,Eixample,10,Sant Antoni,55,2173,118,3
2022-01-01,2,Eixample,10,Sant Antoni,55,2173,44,4
2022-01-01,2,Eixample,10,Sant Antoni,55,2173,17,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3001,111,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3001,376,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3001,124,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3001,53,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3001,23,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3002,160,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3002,455,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3002,166,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3002,37,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3002,23,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3003,126,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3003,356,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3003,118,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3003,42,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3003,30,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3004,135,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3004,344,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3004,134,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3004,50,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3004,14,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3005,97,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3005,304,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3005,91,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3005,24,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3005,9,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3006,104,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3006,299,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3006,111,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3006,24,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3006,24,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3007,130,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3007,363,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3007,125,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3007,34,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3007,25,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3008,106,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3008,267,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3008,104,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3008,29,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3008,14,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3009,78,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3009,277,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3009,95,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3009,31,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3009,13,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3010,108,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3010,311,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3010,125,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3010,66,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3010,27,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3011,162,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3011,372,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3011,117,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3011,47,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3011,23,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3012,164,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3012,438,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3012,177,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3012,54,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3012,22,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3013,172,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3013,375,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3013,128,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3013,46,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3013,16,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3014,158,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3014,339,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3014,131,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3014,55,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3014,31,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3015,238,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3015,603,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3015,243,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3015,69,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3015,40,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3016,85,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3016,230,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3016,89,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3016,45,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3016,22,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3017,162,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3017,309,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3017,131,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3017,35,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3017,28,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3018,109,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3018,348,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3018,122,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3018,48,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3018,14,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3019,107,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3019,292,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3019,121,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3019,50,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3019,24,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3020,80,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3020,257,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3020,100,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3020,17,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3020,19,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3021,60,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3021,252,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3021,85,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3021,29,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3021,10,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3022,121,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3022,329,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3022,108,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3022,29,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3022,16,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3023,149,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3023,373,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3023,147,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3023,61,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3023,21,5
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3024,177,1
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3024,400,2
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3024,157,3
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3024,53,4
2022-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3024,20,5
2022-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,132,1
2022-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,302,2
2022-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,118,3
2022-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,46,4
2022-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,13,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3026,58,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3026,257,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3026,87,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3026,19,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3026,7,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3027,142,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3027,395,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3027,141,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3027,52,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3027,10,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3028,179,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3028,489,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3028,259,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3028,82,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3028,18,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3029,76,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3029,265,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3029,112,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3029,41,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3029,9,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3030,85,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3030,353,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3030,154,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3030,44,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3030,10,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3031,122,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3031,512,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3031,214,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3031,63,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3031,20,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3032,131,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3032,367,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3032,144,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3032,46,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3032,16,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3033,95,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3033,278,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3033,126,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3033,37,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3033,19,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3034,59,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3034,326,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3034,134,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3034,47,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3034,13,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3211,52,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3211,250,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3211,150,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3211,49,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3211,20,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3035,93,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3035,497,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3035,184,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3035,67,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3035,21,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3036,128,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3036,546,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3036,200,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3036,70,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3036,19,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3037,46,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3037,211,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3037,102,3
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3037,29,4
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3037,2,5
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3212,130,1
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3212,527,2
2022-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3212,195,3
