﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids;PSC Vots;ERC Vots;JxCat Vots;VOX Vots;ECP-PEC Vots;CUP-G Vots;Cs Vots;PP Vots;PDeCAT Vots;RECORTES CERO-GV-M Vots;MPIC Vots;FNC Vots;PNC Vots;PCTC Vots;IZQP Vots;SOM TERRES DE L'EBRE Vots;PUM+J Vots;UEP Vots;EB Vots;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA Vots;ALIANZA C V Vots;SCAT Vots;M.C.R. Vots
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25903;Guingueta d'Àneu, la;1;;226;53;106;159;67;0;2;157;159;9;42;52;0;2;29;2;1;18;0;0;2;0;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;32;Segarra;25110;Guissona;1;;2742;624;1307;1542;1200;33;16;1493;1509;232;403;488;24;45;134;43;24;82;3;1;1;1;1;0;;5;;4;;;2;
25;Lleida;2;Catalunya Central;35;Solsonès;25111;Guixers;1;;110;35;62;73;37;3;1;69;70;4;11;24;2;1;6;1;1;16;0;0;1;2;0;0;;0;;0;;;0;
8;Barcelona;2;Catalunya Central;24;Osona;08100;Gurb;1;;2111;660;1345;1547;564;8;21;1518;1539;99;298;742;31;18;148;21;31;102;3;7;7;10;0;1;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43071;Horta de Sant Joan;1;;877;214;401;487;390;14;5;468;473;63;120;142;15;16;62;8;27;11;0;0;1;1;0;;2;0;;;0;;;0
8;Barcelona;1;Barcelona;13;Barcelonès;08101;Hospitalet de Llobregat, l';1;;38634;8436;17455;20565;18069;319;148;20098;20246;7217;3676;1885;1610;1988;897;1524;877;164;145;19;18;15;30;33;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08101;Hospitalet de Llobregat, l';2;;29810;5639;11033;12560;17250;176;96;12288;12384;4328;2249;1258;1065;1035;593;837;619;111;108;12;23;9;22;19;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08101;Hospitalet de Llobregat, l';3;;31859;7042;14512;16728;15131;210;117;16401;16518;5457;3193;1604;1454;1546;708;1233;816;168;126;18;19;16;23;20;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08101;Hospitalet de Llobregat, l';4;;25418;4771;8918;10037;15381;161;62;9814;9876;4599;1058;363;1189;762;198;858;614;46;69;5;4;8;26;15;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08101;Hospitalet de Llobregat, l';5;;24346;5297;9133;10431;13915;139;77;10215;10292;4845;1117;355;1144;845;205;914;605;35;78;10;7;10;27;18;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08101;Hospitalet de Llobregat, l';6;;23562;5210;9716;11381;12181;145;97;11139;11236;4914;1367;352;1267;1039;238;1009;750;47;94;5;3;4;26;24;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08162;Hostalets de Pierola, els;1;;2163;511;1000;1148;1015;15;8;1125;1133;184;338;227;87;59;112;48;38;18;5;4;1;0;3;1;;;;;;;;
17;Girona;3;Girona;34;Selva;17083;Hostalric;1;;2998;713;1421;1545;1453;22;12;1511;1523;280;377;410;78;87;134;51;35;32;3;5;6;3;3;1;;0;5;;;1;;
8;Barcelona;8;Penedès;6;Anoia;08102;Igualada;1;;1290;288;497;577;713;10;5;562;567;71;130;190;20;26;57;8;11;38;3;1;3;2;2;0;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08102;Igualada;2;;2867;718;1396;1655;1212;19;20;1616;1636;195;361;525;65;55;145;35;36;184;4;4;4;2;1;0;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08102;Igualada;3;;12514;3050;6251;7295;5219;85;67;7143;7210;1199;1594;1903;387;289;537;292;205;670;18;17;12;6;13;1;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08102;Igualada;4;;4468;1329;2273;2622;1846;36;26;2560;2586;351;596;767;89;104;200;67;70;286;5;11;4;2;4;4;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08102;Igualada;5;;7845;1843;3673;4168;3677;60;38;4070;4108;804;912;962;234;179;284;175;138;336;15;8;12;5;3;3;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25115;Isona i Conca Dellà;1;;817;224;435;528;289;12;3;513;516;67;137;231;8;5;21;5;7;28;0;1;1;0;0;0;;0;;2;;;0;
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;;248;70;118;157;91;3;1;153;154;19;31;54;6;8;12;3;1;17;0;0;0;2;0;0;;0;0;;;0;;
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;;1116;399;638;718;398;17;16;685;701;92;251;194;12;15;47;8;14;44;1;1;0;3;1;0;;0;;2;;;0;
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;;265;111;162;176;89;4;3;169;172;13;35;34;10;1;26;3;4;36;0;0;2;2;0;1;;1;;0;;;1;
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;;105;48;75;83;22;1;1;81;82;0;14;51;1;3;2;1;0;8;0;0;1;0;0;0;;0;;0;;;0;
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;;289;115;197;223;66;2;5;216;221;11;58;79;2;9;37;5;3;8;0;3;1;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;;1740;405;718;818;922;19;6;793;799;184;176;127;104;19;53;53;35;19;2;1;6;5;0;0;;4;3;;;2;;
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;;650;133;331;381;269;6;4;371;375;40;102;111;19;13;39;16;5;21;2;0;0;3;0;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;;93;20;40;61;32;1;0;60;60;3;19;23;0;6;4;0;0;2;0;0;2;0;0;0;;0;;0;;;1;
17;Girona;3;Girona;20;Gironès;17087;Juià;1;;224;83;139;165;59;5;1;159;160;10;40;57;6;1;39;1;3;1;0;1;0;0;0;0;;0;0;;;0;;
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;;316;99;144;166;150;5;6;155;161;18;42;68;3;3;13;2;3;1;1;0;0;0;0;1;;0;;0;;;0;
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;;2267;669;1125;1377;890;32;17;1328;1345;136;447;415;19;21;117;23;26;115;0;3;0;0;1;0;;0;;3;;;2;
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;;656;113;237;316;340;22;2;292;294;110;56;29;25;20;11;20;11;7;1;0;1;0;0;0;;0;;1;;;0;
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;;1934;427;894;1057;877;16;19;1022;1041;70;317;399;16;18;80;32;25;37;3;3;3;3;2;1;;3;;8;;;2;
8;Barcelona;8;Penedès;6;Anoia;08104;Llacuna, la;1;;675;232;369;431;244;5;5;421;426;19;108;155;6;13;60;5;12;38;1;0;2;0;2;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17088;Lladó;1;;608;165;373;406;202;10;7;389;396;24;112;135;13;26;50;3;2;16;1;0;4;0;1;0;;0;1;;;1;;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25123;Lladorre;1;;195;21;61;139;56;4;2;133;135;10;41;54;3;3;13;4;0;3;2;0;0;0;0;0;;0;;0;;;0;
25;Lleida;2;Catalunya Central;35;Solsonès;25124;Lladurs;1;;157;47;84;98;59;3;0;95;95;4;20;28;2;1;12;2;4;18;0;0;0;4;0;0;;0;;0;;;0;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08105;Llagosta, la;1;;9660;2147;3989;4634;5026;78;47;4509;4556;2035;633;232;499;338;102;382;215;25;24;2;0;2;12;8;;;;;;;;
17;Girona;3;Girona;20;Gironès;17089;Llagostera;1;;5865;1211;2544;2979;2886;39;24;2916;2940;378;695;1026;131;98;262;72;48;163;8;4;9;8;3;0;;5;6;;;0;;
17;Girona;3;Girona;20;Gironès;17090;Llambilles;1;;560;180;353;411;149;1;4;406;410;28;86;215;7;7;31;9;6;11;0;0;1;4;0;0;;0;1;;;0;;
17;Girona;3;Girona;31;Ripollès;17091;Llanars;1;;405;127;216;256;149;10;2;244;246;12;63;121;2;2;30;6;3;5;0;0;0;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17092;Llançà;1;;3523;867;1522;1813;1710;40;21;1752;1773;297;517;510;85;56;131;48;31;29;5;2;13;7;4;0;;4;10;;;3;;
25;Lleida;4;Lleida;33;Segrià;25125;Llardecans;1;;373;116;217;241;132;4;3;234;237;13;78;82;7;8;23;5;10;8;0;0;0;0;0;0;;0;;0;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25126;Llavorsí;1;;282;69;137;190;92;2;2;186;188;20;72;46;0;2;34;2;2;6;0;1;0;0;1;0;;0;;0;;;0;
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;1;;17255;3595;7317;8511;8744;158;90;8263;8353;1958;1760;1488;839;435;560;504;407;142;39;13;14;6;14;5;;22;;45;;;12;
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;2;;10830;2081;4829;5732;5098;79;43;5610;5653;1146;1370;1250;436;225;398;283;249;149;20;19;11;6;7;2;;7;;27;;;5;
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;3;;5451;1468;2590;2979;2472;43;17;2919;2936;606;569;642;255;117;195;142;230;109;9;8;7;2;5;1;;8;;9;;;5;
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;4;;13654;2934;4959;5884;7770;102;56;5726;5782;1279;1259;1072;574;278;327;319;379;138;18;10;10;8;13;2;;13;;21;;;6;
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;5;;9465;2203;4616;5645;3820;43;66;5536;5602;1047;1138;1376;421;187;359;317;404;204;19;13;4;7;4;2;;14;;20;;;0;
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;6;;17054;3879;7393;8490;8564;147;83;8260;8343;1659;1857;1837;779;342;465;426;470;244;25;17;24;6;10;4;;38;;42;;;15;
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;7;;11690;2309;4515;5114;6576;96;67;4951;5018;1172;1181;920;534;272;270;227;178;108;20;11;10;2;8;2;;14;;21;;;1;
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;8;;4315;1070;2259;2641;1674;35;23;2583;2606;408;583;718;172;86;162;126;169;128;6;4;2;3;3;0;;4;;9;;;0;
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;9;;2674;726;1287;1437;1237;21;8;1408;1416;234;295;355;124;52;67;85;86;75;5;1;6;1;3;0;;7;;9;;;3;
17;Girona;3;Girona;2;Alt Empordà;17093;Llers;1;;935;262;501;564;371;8;7;549;556;69;145;190;19;24;45;12;8;28;1;1;2;1;1;0;;2;1;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25127;Lles de Cerdanya;1;;229;62;112;144;85;5;2;137;139;8;36;51;0;7;23;0;1;8;0;2;0;0;1;0;;0;;0;;;0;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08107;Lliçà d'Amunt;1;;12188;2319;4975;5596;6592;83;47;5466;5513;1416;1299;762;559;427;288;402;181;59;40;7;4;3;14;5;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08108;Lliçà de Vall;1;;5243;1581;2704;2822;2421;36;40;2746;2786;665;615;485;237;186;112;232;126;51;24;1;3;4;2;3;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25128;Llimiana;1;;131;37;68;80;51;1;0;79;79;7;19;26;2;5;10;1;0;9;0;0;0;0;0;0;;0;;0;;;0;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08106;Llinars del Vallès;1;;2663;625;1131;1300;1363;18;9;1273;1282;263;363;243;79;62;100;73;34;27;10;5;5;2;3;4;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08106;Llinars del Vallès;2;;4937;1301;2394;2758;2179;46;19;2693;2712;513;737;621;178;132;184;149;69;65;16;9;6;1;7;6;;;;;;;;
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17094;Llívia;1;;1100;263;477;616;484;22;4;590;594;68;108;230;34;20;49;27;15;31;0;0;1;3;2;0;;0;2;;;0;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43072;Lloar, el;1;;91;34;59;69;22;2;2;65;67;10;26;12;5;0;7;1;3;1;0;0;0;0;0;;0;0;;;0;;;0
25;Lleida;2;Catalunya Central;35;Solsonès;25129;Llobera;1;;157;44;84;96;61;2;2;92;94;4;33;31;1;3;13;2;0;2;0;0;0;0;0;0;;3;;0;;;0;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43073;Llorac;1;;80;23;43;56;24;1;1;54;55;2;14;22;1;2;3;0;1;8;0;0;0;0;0;;0;0;;;1;;;0
43;Tarragona;8;Penedès;12;Baix Penedès;43074;Llorenç del Penedès;1;;1870;480;945;1075;795;14;7;1054;1061;129;320;281;51;29;120;26;13;63;3;4;0;0;2;;5;2;;;2;;;4
17;Girona;3;Girona;34;Selva;17095;Lloret de Mar;1;;4686;798;1654;2069;2617;39;19;2011;2030;533;339;363;256;92;67;143;74;111;12;1;4;4;2;2;;5;3;;;0;;
17;Girona;3;Girona;34;Selva;17095;Lloret de Mar;2;;4081;861;1708;2080;2001;35;8;2037;2045;450;416;512;181;94;77;86;72;117;10;4;3;2;2;0;;3;5;;;3;;
17;Girona;3;Girona;34;Selva;17095;Lloret de Mar;3;;6572;1435;2804;2992;3580;64;33;2895;2928;842;454;436;390;171;89;238;88;130;9;5;1;3;7;2;;9;14;;;7;;
17;Girona;3;Girona;34;Selva;17095;Lloret de Mar;4;;4784;867;1808;2206;2578;54;21;2131;2152;730;350;230;287;136;37;171;82;70;8;6;4;1;6;1;;3;8;;;1;;
17;Girona;3;Girona;31;Ripollès;17096;Llosses, les;1;;161;49;81;95;66;1;3;91;94;5;23;32;2;3;15;0;2;7;0;1;1;0;0;0;;0;0;;;0;;
8;Barcelona;2;Catalunya Central;24;Osona;08109;Lluçà;1;;206;82;149;162;44;3;2;157;159;5;48;51;0;4;41;1;2;5;0;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17102;Maçanet de Cabrenys;1;;571;174;340;386;185;13;1;372;373;40;126;141;8;8;28;3;1;10;1;0;4;0;0;0;;0;2;;;0;;
17;Girona;3;Girona;34;Selva;17103;Maçanet de la Selva;1;;5237;1047;1820;2143;3094;28;12;2103;2115;421;472;513;187;123;166;100;54;36;7;1;7;3;4;1;;5;0;;;3;;
17;Girona;3;Girona;20;Gironès;17097;Madremanya;1;;203;86;132;151;52;3;0;148;148;6;31;47;0;6;42;4;3;6;0;1;2;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;19;Garrotxa;17098;Maià de Montcal;1;;308;102;180;191;117;6;0;185;185;21;53;58;7;6;22;3;3;3;3;1;3;1;0;0;;0;1;;;0;;
25;Lleida;4;Lleida;33;Segrià;25133;Maials;1;;669;188;334;398;271;6;3;389;392;36;89;126;12;7;24;8;11;71;0;0;2;0;1;0;;0;;2;;;0;
25;Lleida;4;Lleida;38;Urgell;25130;Maldà;1;;195;65;110;125;70;0;1;124;125;11;26;51;4;1;25;0;1;5;0;0;0;0;0;0;;0;;0;;;0;
8;Barcelona;1;Barcelona;21;Maresme;08110;Malgrat de Mar;1;;9386;2131;4020;4541;4845;80;45;4416;4461;1255;1021;706;383;267;225;250;164;87;26;7;10;10;5;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08110;Malgrat de Mar;2;;4429;954;1934;2243;2186;23;27;2193;2220;430;542;571;115;123;153;78;45;94;14;3;14;7;3;1;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08111;Malla;1;;220;102;171;189;31;2;5;182;187;12;30;96;3;4;15;2;4;14;0;0;1;1;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08112;Manlleu;1;;2092;545;1066;1228;864;21;7;1200;1207;116;257;544;39;23;116;18;22;44;2;5;10;3;1;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08112;Manlleu;2;;4093;1180;1926;2166;1927;21;22;2123;2145;327;492;764;120;52;189;68;25;63;1;9;11;0;2;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08112;Manlleu;3;;4678;979;1920;2200;2478;24;25;2151;2176;455;419;650;175;96;160;97;35;41;5;4;8;2;3;1;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08112;Manlleu;4;;2038;542;1043;1190;848;17;7;1166;1173;99;282;510;46;33;113;19;3;45;0;4;8;4;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;1;;1123;277;520;594;529;8;3;583;586;73;137;158;25;32;102;15;14;16;3;3;2;0;2;1;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;2;;15276;3728;7558;8658;6618;80;50;8528;8578;1110;1915;3008;419;341;738;226;199;464;22;33;21;27;3;2;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;3;;4498;989;2040;2319;2179;27;25;2267;2292;339;570;612;145;118;248;70;56;76;9;6;9;2;7;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;4;;14899;3633;7288;8291;6608;102;55;8134;8189;1141;2020;2683;408;347;647;245;180;353;31;32;22;13;7;5;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;5;;14623;3133;6116;6887;7736;87;67;6733;6800;1466;1634;1507;464;407;520;302;152;178;31;22;24;8;13;5;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;6;;1453;323;586;648;805;7;10;631;641;119;148;158;38;23;67;26;22;25;1;1;0;1;1;1;;;;;;;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43076;Marçà;1;;460;154;264;315;145;3;4;308;312;36;99;99;7;3;52;4;1;6;0;0;0;0;0;;0;1;;;0;;;0
43;Tarragona;6;Camp de Tarragona;29;Priorat;43075;Margalef;1;;85;45;49;55;30;2;1;52;53;5;15;21;2;1;4;0;0;4;0;0;0;0;0;;0;0;;;0;;;0
8;Barcelona;2;Catalunya Central;7;Bages;08242;Marganell;1;;226;68;104;135;91;0;0;135;135;10;40;46;5;5;13;2;3;10;0;0;0;0;0;1;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08114;Martorell;1;;2784;614;1214;1374;1410;12;9;1353;1362;239;404;264;70;92;134;35;26;66;12;3;2;2;4;0;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08114;Martorell;2;;1826;360;702;800;1026;13;5;782;787;247;191;102;53;64;45;41;14;14;4;2;1;0;3;1;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08114;Martorell;3;;8072;1919;3586;4030;4042;53;48;3929;3977;1303;885;480;310;300;143;241;136;83;20;8;1;7;8;4;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08114;Martorell;4;;6279;1624;3113;3524;2755;54;23;3447;3470;1104;692;333;343;336;116;278;147;54;19;3;1;5;15;1;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08115;Martorelles;1;;3836;850;1593;1900;1936;30;12;1858;1870;460;461;328;151;141;96;126;42;37;4;4;3;0;4;1;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17100;Masarac;1;;197;68;119;131;66;2;1;128;129;14;21;71;6;1;8;2;0;3;0;0;2;0;0;0;;0;0;;;0;;
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43077;Mas de Barberans;1;;440;111;188;229;211;7;1;221;222;86;62;14;22;6;8;7;13;1;0;1;0;0;0;;1;0;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43078;Masdenverge;1;;858;254;386;480;378;7;9;464;473;75;124;150;18;11;30;8;20;9;0;0;0;0;0;;16;2;;;1;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08116;Masies de Roda, les;1;;555;224;354;381;174;2;4;375;379;14;87;184;15;9;29;5;9;18;1;1;3;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08117;Masies de Voltregà, les;1;;1871;613;1070;1201;670;15;11;1175;1186;159;271;449;52;38;109;25;16;41;2;9;2;1;1;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08117;Masies de Voltregà, les;2;;646;200;351;383;263;5;5;373;378;45;95;130;16;14;48;4;4;12;0;2;1;2;0;0;;;;;;;;
43;Tarragona;8;Penedès;12;Baix Penedès;43079;Masllorenç;1;;373;142;229;256;117;8;0;248;248;35;73;78;15;9;22;5;1;10;0;0;0;0;0;;0;0;;;0;;;0
8;Barcelona;1;Barcelona;21;Maresme;08118;Masnou, el;1;;12587;3015;6491;7536;5051;119;49;7368;7417;1394;1732;1638;491;538;551;413;282;224;49;15;11;16;11;3;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08118;Masnou, el;2;;5086;1235;2778;3220;1866;49;18;3153;3171;492;845;816;140;228;283;123;94;95;12;8;4;8;4;1;;;;;;;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43080;Masó, la;1;;233;80;152;167;66;4;2;161;163;16;40;57;6;8;18;3;6;3;0;0;2;0;0;;1;0;;;1;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43081;Maspujols;1;;634;172;359;419;215;9;7;403;410;47;142;102;19;10;55;7;4;15;0;0;0;0;0;;2;0;;;0;;;0
8;Barcelona;8;Penedès;6;Anoia;08119;Masquefa;1;;7156;1562;2861;3324;3832;41;35;3248;3283;803;796;461;381;235;167;205;83;73;21;2;3;3;14;1;;;;;;;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43082;Masroig, el;1;;345;102;199;246;99;8;2;236;238;23;62;82;13;3;33;0;8;11;1;0;0;0;0;;0;0;;;0;;;0
25;Lleida;4;Lleida;33;Segrià;25131;Massalcoreig;1;;390;134;208;242;148;18;2;222;224;34;79;51;13;5;20;3;3;13;0;0;1;0;0;0;;0;;0;;;0;
17;Girona;3;Girona;34;Selva;17101;Massanes;1;;588;165;260;298;290;5;3;290;293;36;75;84;24;16;33;11;3;1;2;1;0;0;2;0;;0;1;;;1;;
25;Lleida;4;Lleida;32;Segarra;25132;Massoteres;1;;133;37;72;84;49;2;3;79;82;10;25;30;3;2;4;2;0;0;1;0;1;0;0;0;;0;;1;;;0;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08120;Matadepera;1;;7283;1546;3828;4886;2397;37;51;4798;4849;368;788;2054;304;94;259;176;189;490;13;19;12;22;6;4;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;1;;9783;2518;5483;6274;3509;54;47;6173;6220;624;1497;2161;260;391;555;169;128;307;16;25;22;7;7;4;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;2;;13672;3216;6739;7628;6044;73;58;7497;7555;1216;1899;2007;502;462;649;255;183;235;36;13;25;9;5;1;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;;15920;3459;6778;7586;8334;98;61;7427;7488;2125;1370;1042;975;509;308;548;343;126;32;14;11;8;10;6;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;4;;11569;2207;4627;5283;6286;75;49;5159;5208;1654;902;563;763;345;155;448;189;79;30;10;4;4;6;7;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;;19127;3822;6904;7840;11287;113;65;7662;7727;2865;1105;488;1334;563;189;625;348;69;35;7;5;3;18;8;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;;17554;3863;7504;9069;8485;87;71;8911;8982;2199;1927;1805;758;609;500;505;318;191;34;21;22;4;11;7;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08122;Mediona;1;;1772;410;710;846;926;7;9;830;839;124;262;189;42;61;95;14;8;15;7;7;5;0;0;1;;;;;;;;
25;Lleida;4;Lleida;23;Noguera;25134;Menàrguens;1;;598;186;339;388;210;16;2;370;372;53;125;127;7;9;19;1;7;16;1;0;0;0;1;0;;2;;2;;;0;
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17099;Meranges;1;;78;33;41;58;20;6;1;51;52;6;7;25;3;0;5;0;1;3;0;0;0;0;0;0;;0;0;;;1;;
17;Girona;3;Girona;19;Garrotxa;17105;Mieres;1;;269;82;146;171;98;4;9;158;167;6;44;42;4;11;37;7;3;2;0;0;1;0;1;0;;0;0;;;0;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43083;Milà, el;1;;149;51;75;91;58;1;0;90;90;12;19;20;11;3;5;6;9;1;1;3;0;0;0;;0;0;;;0;;;0
25;Lleida;4;Lleida;27;Pla d'Urgell;25135;Miralcamp;1;;990;216;423;554;436;17;6;531;537;70;156;186;21;7;22;13;9;34;4;1;2;4;0;0;;1;;1;;;0;
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43084;Miravet;1;;512;150;297;341;171;12;7;322;329;37;142;81;5;10;28;6;0;4;1;2;0;0;0;;5;1;;;0;;;0
8;Barcelona;2;Catalunya Central;42;Moianès;08138;Moià;1;;4577;944;2142;2603;1974;37;28;2538;2566;295;777;737;77;106;287;59;43;127;5;8;11;4;1;1;;;;;;;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43085;Molar, el;1;;230;79;145;165;65;8;1;156;157;13;59;46;6;5;13;4;2;6;0;2;0;0;0;;0;0;;;0;;;0
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;1;;3740;995;1964;2301;1439;22;14;2265;2279;416;642;528;112;137;215;77;48;49;11;7;8;5;8;2;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;2;;6464;1631;3355;3845;2619;53;37;3755;3792;1110;886;507;247;299;248;215;105;72;25;12;11;9;6;3;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;3;;8585;2167;4709;5461;3124;64;36;5361;5397;1037;1459;1194;249;374;488;237;108;151;18;13;13;8;11;1;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;4;;820;218;379;433;387;9;4;420;424;147;83;35;38;51;20;29;8;5;1;0;1;1;1;0;;;;;;;;
25;Lleida;4;Lleida;27;Pla d'Urgell;25137;Mollerussa;1;;8648;1743;3643;4284;4364;102;25;4157;4182;607;1021;1282;216;119;257;108;130;341;6;4;10;26;3;1;;8;;16;;;2;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;1;;8602;1918;3723;4321;4281;65;27;4229;4256;1375;917;494;368;369;185;272;146;51;31;1;1;3;9;7;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;2;;11149;2553;5169;5894;5255;107;28;5759;5787;1962;1177;642;502;532;227;416;166;66;27;12;4;5;11;10;;;;;;;;
