﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25001;Abella de la Conca;1;;134;25;48;62;72;0;2;60;62
8;Barcelona;1;Barcelona;11;Baix Llobregat;08001;Abrera;1;;9262;2309;4263;4966;4296;66;42;4858;4900
25;Lleida;4;Lleida;23;Noguera;25002;Àger;1;;457;131;223;301;156;6;4;291;295
25;Lleida;4;Lleida;38;Urgell;25003;Agramunt;1;;3733;926;1743;2053;1680;37;38;1978;2016
8;Barcelona;2;Catalunya Central;7;Bages;08002;Aguilar de Segarra;1;;218;77;145;170;48;1;1;168;169
17;Girona;3;Girona;2;Alt Empordà;17001;Agullana;1;;596;201;351;393;203;14;5;374;379
8;Barcelona;1;Barcelona;41;Vallès Oriental;08014;Aiguafreda;1;;2048;456;975;1230;818;15;15;1200;1215
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43001;Aiguamúrcia;1;;739;193;381;404;335;7;5;392;397
17;Girona;3;Girona;20;Gironès;17002;Aiguaviva;1;;600;188;393;446;154;6;0;440;440
25;Lleida;4;Lleida;33;Segrià;25038;Aitona;1;;1416;426;741;902;514;17;15;870;885
25;Lleida;4;Lleida;33;Segrià;25004;Alamús, els;1;;566;189;319;364;202;11;5;348;353
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25005;Alàs i Cerc;1;;262;72;153;167;95;0;4;163;167
25;Lleida;4;Lleida;18;Garrigues;25006;Albagés, l';1;;315;126;172;201;114;9;3;189;192
17;Girona;3;Girona;2;Alt Empordà;17003;Albanyà;1;;112;33;70;77;35;0;0;77;77
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;1;;1399;214;662;742;657;22;9;711;720
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;1;;1089;274;551;625;464;6;10;609;619
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';1;;594;180;361;413;181;4;8;401;409
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;1;;1933;447;761;849;1084;22;2;825;827
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';1;;357;99;167;190;167;2;5;183;188
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;1;;558;204;325;376;182;5;2;369;371
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;1;;4999;1071;2016;2401;2598;49;21;2331;2352
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;2;;1382;276;465;540;842;9;5;526;531
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;1;;194;59;109;131;63;2;0;129;129
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;1;;5289;1181;2182;2512;2777;51;38;2423;2461
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;1;;2383;585;1047;1192;1191;33;18;1141;1159
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;1;;1889;383;814;987;902;17;8;962;970
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;2;;1792;394;712;838;954;13;12;813;825
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';1;;2851;688;963;1188;1663;42;14;1132;1146
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;1;;686;168;291;358;328;10;2;346;348
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43007;Aleixar, l';1;;665;179;365;412;253;2;3;407;410
8;Barcelona;1;Barcelona;21;Maresme;08003;Alella;1;;7246;1892;3696;4531;2715;43;35;4453;4488
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43008;Alfara de Carles;1;;314;64;100;121;193;3;1;117;118
25;Lleida;4;Lleida;33;Segrià;25013;Alfarràs;1;;2072;518;916;1071;1001;10;15;1046;1061
25;Lleida;4;Lleida;33;Segrià;25014;Alfés;1;;250;88;151;168;82;4;0;164;164
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43009;Alforja;1;;1417;383;688;800;617;12;7;781;788
25;Lleida;4;Lleida;23;Noguera;25015;Algerri;1;;347;119;192;212;135;3;0;209;209
25;Lleida;4;Lleida;33;Segrià;25016;Alguaire;1;;2074;570;960;1125;949;18;13;1094;1107
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25017;Alins;1;;231;42;113;157;74;4;2;151;153
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43010;Alió;1;;349;111;179;202;147;1;2;199;201
25;Lleida;4;Lleida;33;Segrià;25019;Almacelles;1;;2178;409;856;1012;1166;31;8;973;981
25;Lleida;4;Lleida;33;Segrià;25019;Almacelles;2;;2413;506;910;1081;1332;30;9;1042;1051
25;Lleida;4;Lleida;33;Segrià;25020;Almatret;1;;272;99;178;199;73;2;4;193;197
25;Lleida;4;Lleida;33;Segrià;25021;Almenar;1;;589;111;203;257;332;5;3;249;252
25;Lleida;4;Lleida;33;Segrià;25021;Almenar;2;;1938;424;798;1010;928;11;6;993;999
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43011;Almoster;1;;1094;338;638;739;355;10;6;723;729
25;Lleida;4;Lleida;23;Noguera;25022;Alòs de Balaguer;1;;103;30;48;62;41;0;0;62;62
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17006;Alp;1;;1228;274;523;735;493;24;4;707;711
8;Barcelona;2;Catalunya Central;24;Osona;08004;Alpens;1;;212;88;150;178;34;2;3;173;176
25;Lleida;4;Lleida;33;Segrià;25023;Alpicat;1;;4642;952;2036;2699;1943;45;29;2625;2654
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43012;Altafulla;1;;3810;1109;2072;2478;1332;40;30;2408;2438
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25024;Alt Àneu;1;;366;88;166;248;118;1;1;246;247
17;Girona;3;Girona;34;Selva;17007;Amer;1;;1788;598;1016;1128;660;26;5;1097;1102
8;Barcelona;1;Barcelona;41;Vallès Oriental;08005;Ametlla del Vallès, l';1;;6576;1097;3006;3912;2664;71;29;3812;3841
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43013;Ametlla de Mar, l';1;;4532;1195;1912;2406;2126;61;25;2320;2345
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43906;Ampolla, l';1;;2181;656;1015;1236;945;46;4;1186;1190
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43014;Amposta;1;;1490;457;646;721;769;17;5;699;704
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43014;Amposta;2;;1343;350;553;628;715;18;10;600;610
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43014;Amposta;3;;2217;513;835;980;1237;35;6;939;945
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43014;Amposta;4;;9417;2161;3730;4334;5083;138;53;4143;4196
17;Girona;3;Girona;34;Selva;17008;Anglès;1;;3561;996;1744;1997;1564;28;13;1956;1969
25;Lleida;4;Lleida;38;Urgell;25027;Anglesola;1;;971;319;513;569;402;6;6;557;563
25;Lleida;4;Lleida;18;Garrigues;25029;Arbeca;1;;1581;401;785;971;610;17;5;949;954
43;Tarragona;8;Penedès;12;Baix Penedès;43016;Arboç, l';1;;3457;906;1661;1871;1586;52;13;1806;1819
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43015;Arbolí;1;;111;53;77;90;21;3;1;86;87
17;Girona;3;Girona;34;Selva;17009;Arbúcies;1;;3099;784;1499;1818;1281;24;17;1777;1794
17;Girona;3;Girona;34;Selva;17009;Arbúcies;2;;1010;257;516;624;386;7;5;612;617
8;Barcelona;1;Barcelona;21;Maresme;08006;Arenys de Mar;1;;5465;1249;2529;3033;2432;51;22;2960;2982
8;Barcelona;1;Barcelona;21;Maresme;08006;Arenys de Mar;2;;6356;1372;2511;3393;2963;38;26;3329;3355
8;Barcelona;1;Barcelona;21;Maresme;08007;Arenys de Munt;1;;3576;748;1753;2023;1553;24;17;1982;1999
8;Barcelona;1;Barcelona;21;Maresme;08007;Arenys de Munt;2;;3355;695;1601;1902;1453;28;19;1855;1874
17;Girona;3;Girona;19;Garrotxa;17010;Argelaguer;1;;330;99;179;210;120;2;4;204;208
8;Barcelona;8;Penedès;6;Anoia;08008;Argençola;1;;177;64;108;117;60;1;3;113;116
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43017;Argentera, l';1;;116;69;91;98;18;1;0;97;97
8;Barcelona;1;Barcelona;21;Maresme;08009;Argentona;1;;6600;1649;3320;3845;2755;34;25;3786;3811
8;Barcelona;1;Barcelona;21;Maresme;08009;Argentona;2;;3052;737;1392;1629;1423;28;20;1581;1601
17;Girona;3;Girona;2;Alt Empordà;17011;Armentera, l';1;;654;244;432;481;173;1;11;469;480
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43018;Arnes;1;;376;173;254;306;70;15;7;284;291
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25031;Arres;1;;55;8;11;29;26;0;2;27;29
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25032;Arsèguel;1;;65;15;33;44;21;1;1;42;43
8;Barcelona;2;Catalunya Central;7;Bages;08010;Artés;1;;1060;203;495;570;490;3;2;565;567
8;Barcelona;2;Catalunya Central;7;Bages;08010;Artés;2;;3190;723;1615;1908;1282;32;16;1860;1876
25;Lleida;4;Lleida;33;Segrià;25033;Artesa de Lleida;1;;1129;342;629;751;378;8;8;735;743
25;Lleida;4;Lleida;23;Noguera;25034;Artesa de Segre;1;;2272;484;1115;1332;940;22;11;1299;1310
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43019;Ascó;1;;1297;326;558;702;595;14;7;681;688
25;Lleida;4;Lleida;33;Segrià;25036;Aspa;1;;172;68;108;122;50;1;2;119;121
25;Lleida;4;Lleida;23;Noguera;25037;Avellanes i Santa Linya, les;1;;368;93;171;201;167;4;5;192;197
8;Barcelona;2;Catalunya Central;14;Berguedà;08011;Avià;1;;1745;472;978;1118;627;18;9;1091;1100
8;Barcelona;2;Catalunya Central;7;Bages;08012;Avinyó;1;;1728;506;945;1078;650;12;13;1053;1066
8;Barcelona;8;Penedès;3;Alt Penedès;08013;Avinyonet del Penedès;1;;1297;379;714;815;482;12;7;796;803
17;Girona;3;Girona;2;Alt Empordà;17012;Avinyonet de Puigventós;1;;1211;291;622;687;524;13;2;672;674
8;Barcelona;1;Barcelona;13;Barcelonès;08015;Badalona;1;;6220;1834;3702;4081;2139;54;23;4004;4027
8;Barcelona;1;Barcelona;13;Barcelonès;08015;Badalona;2;;13602;2773;5590;6652;6950;81;56;6515;6571
8;Barcelona;1;Barcelona;13;Barcelonès;08015;Badalona;3;;13511;3271;6594;7595;5916;90;55;7450;7505
8;Barcelona;1;Barcelona;13;Barcelonès;08015;Badalona;4;;20624;3947;8648;10116;10508;150;82;9884;9966
8;Barcelona;1;Barcelona;13;Barcelonès;08015;Badalona;5;;9419;2395;4917;5672;3747;66;41;5565;5606
8;Barcelona;1;Barcelona;13;Barcelonès;08015;Badalona;6;;6113;1176;2222;2518;3595;49;7;2462;2469
8;Barcelona;1;Barcelona;13;Barcelonès;08015;Badalona;7;;27640;5143;10552;11869;15771;145;89;11635;11724
8;Barcelona;1;Barcelona;13;Barcelonès;08015;Badalona;8;;14267;2414;5441;6286;7981;109;30;6147;6177
8;Barcelona;1;Barcelona;13;Barcelonès;08015;Badalona;9;;43955;8207;14492;16297;27658;207;139;15951;16090
8;Barcelona;1;Barcelona;40;Vallès Occidental;08904;Badia del Vallès;1;;10396;2116;3684;4253;6143;51;31;4171;4202
8;Barcelona;2;Catalunya Central;14;Berguedà;08016;Bagà;1;;1789;572;900;1125;664;13;11;1101;1112
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25039;Baix Pallars;1;;279;65;129;195;84;2;2;191;193
25;Lleida;4;Lleida;23;Noguera;25040;Balaguer;1;;1629;385;693;786;843;19;5;762;767
25;Lleida;4;Lleida;23;Noguera;25040;Balaguer;2;;871;159;265;299;572;2;15;282;297
25;Lleida;4;Lleida;23;Noguera;25040;Balaguer;3;;2889;572;1123;1324;1565;31;13;1280;1293
25;Lleida;4;Lleida;23;Noguera;25040;Balaguer;4;;5297;1197;2451;2940;2357;65;24;2851;2875
8;Barcelona;2;Catalunya Central;24;Osona;08017;Balenyà;1;;2824;578;1269;1533;1291;13;26;1494;1520
8;Barcelona;2;Catalunya Central;7;Bages;08018;Balsareny;1;;2564;615;1117;1385;1179;17;10;1358;1368
43;Tarragona;8;Penedès;12;Baix Penedès;43020;Banyeres del Penedès;1;;2347;568;1041;1199;1148;19;8;1172;1180
17;Girona;3;Girona;28;Pla de l'Estany;17015;Banyoles;1;;5254;1376;2731;3111;2143;61;19;3031;3050
17;Girona;3;Girona;28;Pla de l'Estany;17015;Banyoles;2;;5149;1414;2958;3433;1716;43;27;3363;3390
17;Girona;3;Girona;28;Pla de l'Estany;17015;Banyoles;3;;2534;599;1288;1440;1094;15;18;1407;1425
25;Lleida;4;Lleida;27;Pla d'Urgell;25041;Barbens;1;;523;154;242;283;240;4;10;269;279
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;;334;114;178;208;126;6;3;199;202
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;;24879;4993;10799;12693;12186;203;91;12399;12490
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;;44821;8120;16619;19836;24985;235;124;19477;19601
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;;161032;35788;74810;91256;69776;997;676;89583;90259
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;;175436;38512;86704;108056;67380;1067;717;106272;106989
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;;122174;25869;54582;65389;56785;701;386;64302;64688
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;;59466;16209;32006;38880;20586;406;233;38241;38474
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;;104221;26053;57113;71322;32899;663;532;70127;70659
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;;83867;20791;43616;53124;30743;518;366;52240;52606
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;;123541;27798;56017;66034;57507;793;419;64822;65241
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;;116657;24327;46864;53707;62950;682;356;52669;53025
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;;108068;24449;51274;60398;47670;742;376;59280;59656
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;;202;81;128;140;62;1;1;138;139
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;;739;200;433;474;265;11;6;457;463
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25044;Bassella;1;;180;65;101;130;50;3;1;126;127
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43022;Batea;1;;1430;395;672;895;535;15;10;870;880
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25045;Bausen;1;;59;6;10;25;34;1;1;23;24
8;Barcelona;1;Barcelona;11;Baix Llobregat;08020;Begues;1;;5374;1108;2614;3400;1974;24;34;3342;3376
17;Girona;3;Girona;10;Baix Empordà;17013;Begur;1;;2832;796;1408;1612;1220;26;17;1569;1586
25;Lleida;4;Lleida;38;Urgell;25046;Belianes;1;;408;134;228;271;137;10;4;257;261
25;Lleida;4;Lleida;18;Garrigues;25170;Bellaguarda;1;;257;76;149;186;71;0;1;185;186
17;Girona;3;Girona;10;Baix Empordà;17018;Bellcaire d'Empordà;1;;501;188;313;345;156;7;2;336;338
25;Lleida;4;Lleida;23;Noguera;25047;Bellcaire d'Urgell;1;;946;357;573;665;281;6;10;649;659
25;Lleida;4;Lleida;27;Pla d'Urgell;25048;Bell-lloc d'Urgell;1;;1639;387;853;1006;633;30;12;964;976
25;Lleida;4;Lleida;23;Noguera;25049;Bellmunt d'Urgell;1;;150;58;94;107;43;8;0;99;99
43;Tarragona;6;Camp de Tarragona;29;Priorat;43023;Bellmunt del Priorat;1;;209;82;123;151;58;4;5;142;147
8;Barcelona;8;Penedès;6;Anoia;08021;Bellprat;1;;64;29;35;41;23;2;0;39;39
25;Lleida;4;Lleida;38;Urgell;25050;Bellpuig;1;;3269;843;1499;1846;1423;21;17;1808;1825
43;Tarragona;8;Penedès;12;Baix Penedès;43024;Bellvei;1;;1616;368;663;754;862;12;9;733;742
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25051;Bellver de Cerdanya;1;;1619;376;689;995;624;29;10;956;966
25;Lleida;4;Lleida;27;Pla d'Urgell;25052;Bellvís;1;;1555;416;876;976;579;20;10;946;956
25;Lleida;4;Lleida;33;Segrià;25053;Benavent de Segrià;1;;1111;258;566;679;432;5;4;670;674
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43025;Benifallet;1;;577;196;320;376;201;6;2;368;370
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43026;Benissanet;1;;764;247;438;502;262;8;7;487;494
8;Barcelona;2;Catalunya Central;14;Berguedà;08022;Berga;1;;6440;1697;3075;3539;2901;48;41;3450;3491
8;Barcelona;2;Catalunya Central;14;Berguedà;08022;Berga;2;;4671;917;2002;2277;2394;38;19;2220;2239
8;Barcelona;2;Catalunya Central;14;Berguedà;08022;Berga;3;;458;170;256;280;178;1;1;278;279
8;Barcelona;2;Catalunya Central;14;Berguedà;08022;Berga;4;;607;191;324;368;239;6;3;359;362
17;Girona;3;Girona;19;Garrotxa;17019;Besalú;1;;1801;553;1059;1174;627;24;18;1132;1150
17;Girona;3;Girona;20;Gironès;17020;Bescanó;1;;3768;885;2060;2375;1393;23;24;2328;2352
17;Girona;3;Girona;19;Garrotxa;17021;Beuda;1;;121;40;72;79;42;3;1;75;76
8;Barcelona;1;Barcelona;41;Vallès Oriental;08023;Bigues i Riells;1;;7257;1571;3039;3656;3601;63;26;3567;3593
25;Lleida;4;Lleida;32;Segarra;25055;Biosca;1;;161;56;78;94;67;2;1;91;92
17;Girona;3;Girona;10;Baix Empordà;17022;Bisbal d'Empordà, la;1;;4066;1034;2072;2302;1764;30;23;2249;2272
17;Girona;3;Girona;10;Baix Empordà;17022;Bisbal d'Empordà, la;2;;3066;638;1463;1646;1420;33;21;1592;1613
43;Tarragona;6;Camp de Tarragona;29;Priorat;43027;Bisbal de Falset, la;1;;169;56;116;128;41;0;0;128;128
43;Tarragona;8;Penedès;12;Baix Penedès;43028;Bisbal del Penedès, la;1;;2906;448;1000;1177;1729;26;5;1146;1151
17;Girona;3;Girona;2;Alt Empordà;17234;Biure;1;;183;74;104;116;67;1;2;113;115
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43029;Blancafort;1;;311;110;183;219;92;6;4;209;213
17;Girona;3;Girona;34;Selva;17023;Blanes;1;;6130;1459;2855;3251;2879;53;23;3175;3198
17;Girona;3;Girona;34;Selva;17023;Blanes;2;;16642;3048;6627;7843;8799;151;76;7616;7692
17;Girona;3;Girona;34;Selva;17023;Blanes;3;;5000;1127;1991;2219;2781;53;30;2136;2166
17;Girona;3;Girona;2;Alt Empordà;17029;Boadella i les Escaules;1;;214;98;127;137;77;0;2;135;137
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17024;Bolvir;1;;335;78;158;237;98;13;2;222;224
43;Tarragona;8;Penedès;12;Baix Penedès;43030;Bonastre;1;;505;155;269;298;207;3;4;291;295
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25057;Bòrdes, es;1;;222;41;70;109;113;6;2;101;103
17;Girona;3;Girona;20;Gironès;17025;Bordils;1;;1197;432;752;841;356;12;4;825;829
25;Lleida;4;Lleida;18;Garrigues;25058;Borges Blanques, les;1;;1778;405;816;1010;768;21;7;982;989
25;Lleida;4;Lleida;18;Garrigues;25058;Borges Blanques, les;2;;2597;572;1168;1422;1175;14;20;1388;1408
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43031;Borges del Camp, les;1;;1464;439;793;904;560;16;1;887;888
17;Girona;3;Girona;2;Alt Empordà;17026;Borrassà;1;;547;174;350;380;167;2;8;370;378
8;Barcelona;2;Catalunya Central;14;Berguedà;08024;Borredà;1;;363;121;203;232;131;2;4;226;230
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25059;Bossòst;1;;822;202;364;464;358;22;5;437;442
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43032;Bot;1;;454;159;270;324;130;4;1;319;320
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43033;Botarell;1;;793;212;408;487;306;5;3;479;482
25;Lleida;4;Lleida;18;Garrigues;25056;Bovera;1;;207;64;107;120;87;4;7;109;116
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43034;Bràfim;1;;477;147;264;303;174;5;4;294;298
17;Girona;3;Girona;34;Selva;17027;Breda;1;;2918;765;1500;1735;1183;35;14;1686;1700
8;Barcelona;8;Penedès;6;Anoia;08025;Bruc, el;1;;1615;300;746;884;731;13;13;858;871
8;Barcelona;2;Catalunya Central;24;Osona;08026;Brull, el;1;;201;72;136;152;49;0;2;150;152
17;Girona;3;Girona;34;Selva;17028;Brunyola i Sant Martí Sapresa;1;;293;97;163;185;108;5;1;179;180
43;Tarragona;6;Camp de Tarragona;29;Priorat;43035;Cabacés;1;;238;66;131;164;74;9;4;151;155
25;Lleida;4;Lleida;23;Noguera;25060;Cabanabona;1;;65;11;29;37;28;1;2;34;36
17;Girona;3;Girona;2;Alt Empordà;17031;Cabanelles;1;;166;38;67;77;89;0;2;75;77
17;Girona;3;Girona;2;Alt Empordà;17030;Cabanes;1;;640;187;338;363;277;4;3;356;359
8;Barcelona;8;Penedès;3;Alt Penedès;08027;Cabanyes, les;1;;745;249;461;497;248;8;2;487;489
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25061;Cabó;1;;79;20;35;47;32;1;1;45;46
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43036;Cabra del Camp;1;;901;186;335;380;521;5;4;371;375
8;Barcelona;8;Penedès;6;Anoia;08028;Cabrera d'Anoia;1;;1153;283;471;522;631;6;6;510;516
8;Barcelona;1;Barcelona;21;Maresme;08029;Cabrera de Mar;1;;3673;922;1959;2447;1226;40;25;2382;2407
8;Barcelona;1;Barcelona;21;Maresme;08030;Cabrils;1;;5295;1057;2668;3360;1935;23;29;3308;3337
17;Girona;3;Girona;2;Alt Empordà;17032;Cadaqués;1;;1793;380;777;931;862;14;15;902;917
8;Barcelona;2;Catalunya Central;6;Anoia;08031;Calaf;1;;2313;547;1186;1360;953;32;16;1312;1328
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;1;;5508;1201;2318;2673;2835;50;23;2600;2623
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;2;;4367;1026;1818;2153;2214;43;18;2092;2110
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;3;;8119;1561;2799;3258;4861;76;30;3152;3182
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;4;;883;123;253;293;590;11;1;281;282
8;Barcelona;2;Catalunya Central;42;Moianès;08034;Calders;1;;837;249;513;557;280;7;4;546;550
8;Barcelona;1;Barcelona;21;Maresme;08032;Caldes d'Estrac;1;;2169;403;982;1276;893;19;9;1248;1257
17;Girona;3;Girona;34;Selva;17033;Caldes de Malavella;1;;5831;1219;2350;2826;3005;31;34;2761;2795
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;1;;3952;893;1847;2151;1801;35;17;2099;2116
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;2;;1697;498;895;1033;664;15;6;1012;1018
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;3;;7723;1607;3607;4249;3474;46;42;4161;4203
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;1;;3758;731;1675;1911;1847;18;27;1866;1893
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;2;;2421;520;1081;1316;1105;24;12;1280;1292
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;3;;6893;1373;3154;3746;3147;57;33;3656;3689
8;Barcelona;2;Catalunya Central;24;Osona;08037;Calldetenes;1;;1948;545;1112;1295;653;15;12;1268;1280
8;Barcelona;2;Catalunya Central;7;Bages;08038;Callús;1;;1535;451;813;927;608;12;13;902;915
17;Girona;3;Girona;10;Baix Empordà;17034;Calonge i Sant Antoni;1;;7395;1769;3186;3797;3598;45;33;3719;3752
8;Barcelona;2;Catalunya Central;6;Anoia;08036;Calonge de Segarra;1;;159;60;106;120;39;3;0;117;117
25;Lleida;4;Lleida;23;Noguera;25062;Camarasa;1;;691;233;385;430;261;6;3;421;424
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43903;Camarles;1;;2327;573;894;1037;1290;48;5;984;989
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;1;;8606;1881;3535;4074;4532;75;27;3972;3999
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;2;;13908;3207;6139;7189;6719;106;55;7028;7083
17;Girona;3;Girona;28;Pla de l'Estany;17035;Camós;1;;547;201;354;403;144;8;2;393;395
17;Girona;3;Girona;31;Ripollès;17036;Campdevànol;1;;2634;620;1210;1487;1147;41;13;1433;1446
17;Girona;3;Girona;31;Ripollès;17037;Campelles;1;;114;39;55;74;40;1;1;72;73
8;Barcelona;1;Barcelona;41;Vallès Oriental;08039;Campins;1;;413;142;256;290;123;5;5;280;285
17;Girona;3;Girona;20;Gironès;17038;Campllong;1;;380;127;245;281;99;12;1;268;269
17;Girona;3;Girona;31;Ripollès;17039;Camprodon;1;;1780;458;897;1113;667;74;13;1026;1039
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25063;Canejan;1;;76;21;22;32;44;0;0;32;32
17;Girona;3;Girona;20;Gironès;17040;Canet d'Adri;1;;567;200;333;371;196;3;3;365;368
8;Barcelona;1;Barcelona;21;Maresme;08040;Canet de Mar;1;;11167;2831;5129;5901;5266;75;40;5786;5826
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43907;Canonja, la;1;;4425;980;1747;2082;2343;45;16;2021;2037
8;Barcelona;1;Barcelona;41;Vallès Oriental;08041;Canovelles;1;;10725;2397;4331;4837;5888;70;34;4733;4767
8;Barcelona;1;Barcelona;41;Vallès Oriental;08042;Cànoves i Samalús;1;;2465;566;1157;1293;1172;10;11;1272;1283
17;Girona;3;Girona;2;Alt Empordà;17041;Cantallops;1;;213;61;115;130;83;9;1;120;121
8;Barcelona;8;Penedès;17;Garraf;08043;Canyelles;1;;3553;818;1474;1706;1847;20;21;1665;1686
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43039;Capafonts;1;;103;44;60;70;33;0;0;70;70
43;Tarragona;6;Camp de Tarragona;29;Priorat;43040;Capçanes;1;;326;138;222;250;76;2;4;244;248
8;Barcelona;8;Penedès;6;Anoia;08044;Capellades;1;;1799;341;671;802;997;14;6;782;788
8;Barcelona;8;Penedès;6;Anoia;08044;Capellades;2;;2318;578;1153;1314;1004;21;13;1280;1293
17;Girona;3;Girona;2;Alt Empordà;17042;Capmany;1;;422;133;238;265;157;1;5;259;264
