﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids
8;Barcelona;2;Catalunya Central;42;Moianès;08239;Sant Quirze Safaja;1;;476;119;267;312;164;3;3;306;309
25;Lleida;4;Lleida;32;Segarra;25194;Sant Ramon;1;;403;119;202;244;159;9;2;233;235
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;1;;4107;969;2024;2319;1788;41;13;2265;2278
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;2;;5374;1277;2696;3199;2175;34;18;3147;3165
8;Barcelona;2;Catalunya Central;24;Osona;08241;Sant Sadurní d'Osormort;1;;66;20;45;51;15;0;0;51;51
8;Barcelona;2;Catalunya Central;7;Bages;08098;Sant Salvador de Guardiola;1;;2495;645;1242;1407;1088;24;17;1366;1383
8;Barcelona;2;Catalunya Central;7;Bages;08262;Sant Vicenç de Castellet;1;;4113;859;1657;1963;2150;42;35;1886;1921
8;Barcelona;2;Catalunya Central;7;Bages;08262;Sant Vicenç de Castellet;2;;2855;653;1177;1360;1495;17;14;1329;1343
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;;11711;2594;5305;6098;5613;96;36;5966;6002
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;2;;3021;432;1052;1196;1825;18;16;1162;1178
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;3;;2770;587;1070;1179;1591;16;14;1149;1163
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;4;;3739;899;1721;1956;1783;40;11;1905;1916
8;Barcelona;1;Barcelona;21;Maresme;08264;Sant Vicenç de Montalt;1;;4693;1038;2310;2824;1869;35;22;2767;2789
8;Barcelona;2;Catalunya Central;24;Osona;08265;Sant Vicenç de Torelló;1;;1621;555;1017;1132;489;16;15;1101;1116
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43142;Sarral;1;;1077;254;512;599;478;11;5;583;588
17;Girona;3;Girona;20;Gironès;17186;Sarrià de Ter;1;;3868;1027;1931;2212;1656;35;20;2157;2177
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25201;Sarroca de Bellera;1;;106;17;34;63;43;2;0;61;61
25;Lleida;4;Lleida;33;Segrià;25200;Sarroca de Lleida;1;;311;116;179;197;114;2;1;194;195
17;Girona;3;Girona;2;Alt Empordà;17187;Saus, Camallera i Llampaies;1;;649;226;410;464;185;8;3;453;456
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43143;Savallà del Comtat;1;;51;21;31;36;15;0;1;35;36
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43144;Secuita, la;1;;1248;330;657;742;506;12;4;726;730
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43145;Selva del Camp, la;1;;1946;410;912;1125;821;21;8;1096;1104
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43145;Selva del Camp, la;2;;2334;639;1248;1453;881;34;6;1413;1419
17;Girona;3;Girona;2;Alt Empordà;17188;Selva de Mar, la;1;;171;71;112;128;43;3;1;124;125
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43146;Senan;1;;37;11;19;30;7;1;0;29;29
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43044;Sénia, la;1;;1491;337;623;797;694;14;8;775;783
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43044;Sénia, la;2;;2433;541;952;1204;1229;42;15;1147;1162
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25202;Senterada;1;;104;30;46;57;47;0;0;57;57
25;Lleida;4;Lleida;23;Noguera;25035;Sentiu de Sió, la;1;;367;129;203;237;130;4;3;230;233
8;Barcelona;1;Barcelona;40;Vallès Occidental;08267;Sentmenat;1;;6897;1570;3050;3609;3288;55;33;3521;3554
17;Girona;3;Girona;28;Pla de l'Estany;17190;Serinyà;1;;847;259;486;520;327;15;4;501;505
25;Lleida;4;Lleida;33;Segrià;25204;Seròs;1;;1144;281;582;650;494;10;5;635;640
17;Girona;3;Girona;10;Baix Empordà;17191;Serra de Daró;1;;171;88;134;146;25;0;1;145;146
17;Girona;3;Girona;31;Ripollès;17192;Setcases;1;;147;49;84;96;51;4;4;88;92
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25203;Seu d'Urgell, la;1;;8840;1944;3769;4423;4417;86;64;4273;4337
8;Barcelona;2;Catalunya Central;24;Osona;08269;Seva;1;;2780;768;1501;1748;1032;20;28;1700;1728
25;Lleida;4;Lleida;27;Pla d'Urgell;25205;Sidamon;1;;571;208;327;356;215;14;3;339;342
17;Girona;3;Girona;34;Selva;17193;Sils;1;;4405;1150;1947;2161;2244;34;19;2108;2127
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;1;;6908;1408;3176;3870;3038;36;31;3803;3834
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;2;;12330;2878;5981;6890;5440;73;52;6765;6817
17;Girona;3;Girona;2;Alt Empordà;17052;Siurana;1;;136;46;85;97;39;1;0;96;96
8;Barcelona;2;Catalunya Central;24;Osona;08271;Sobremunt;1;;65;16;30;36;29;0;2;34;36
25;Lleida;4;Lleida;18;Garrigues;25206;Soleràs, el;1;;254;83;150;185;69;1;3;181;184
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43147;Solivella;1;;529;201;336;375;154;11;7;357;364
25;Lleida;2;Catalunya Central;35;Solsonès;25207;Solsona;1;;4003;876;1784;2145;1858;40;19;2086;2105
25;Lleida;2;Catalunya Central;35;Solsonès;25207;Solsona;2;;2455;553;1117;1342;1113;27;12;1303;1315
8;Barcelona;2;Catalunya Central;24;Osona;08272;Sora;1;;162;46;99;116;46;1;2;113;115
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25208;Soriguera;1;;342;70;146;217;125;3;1;213;214
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25209;Sort;1;;1614;300;667;962;652;25;15;922;937
25;Lleida;4;Lleida;33;Segrià;25210;Soses;1;;1063;389;605;673;390;18;4;651;655
8;Barcelona;8;Penedès;3;Alt Penedès;08273;Subirats;1;;2423;793;1465;1649;774;22;10;1617;1627
25;Lleida;4;Lleida;33;Segrià;25211;Sudanell;1;;652;158;317;379;273;5;3;371;374
25;Lleida;4;Lleida;33;Segrià;25212;Sunyer;1;;221;65;124;140;81;1;8;131;139
8;Barcelona;2;Catalunya Central;7;Bages;08274;Súria;1;;4598;1182;2182;2601;1997;38;10;2553;2563
17;Girona;3;Girona;34;Selva;17194;Susqueda;1;;73;32;39;49;24;0;3;46;49
8;Barcelona;1;Barcelona;41;Vallès Oriental;08276;Tagamanent;1;;241;93;130;147;94;0;1;146;147
8;Barcelona;2;Catalunya Central;7;Bages;08277;Talamanca;1;;174;71;113;122;52;1;1;120;121
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25215;Talarn;1;;420;120;168;204;216;4;4;196;200
25;Lleida;4;Lleida;32;Segarra;25216;Talavera;1;;241;80;132;165;76;1;1;163;164
17;Girona;3;Girona;10;Baix Empordà;17195;Tallada d'Empordà, la;1;;351;165;252;278;73;4;2;272;274
8;Barcelona;2;Catalunya Central;24;Osona;08278;Taradell;1;;4999;1487;2726;3229;1770;30;22;3177;3199
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;1;;974;218;386;493;481;14;4;475;479
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;2;;789;183;369;395;394;4;3;388;391
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;3;;3752;1097;2178;2515;1237;18;17;2480;2497
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;;12546;2986;6236;7394;5152;95;47;7252;7299
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;5;;7567;1669;3492;4173;3394;70;27;4076;4103
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;;16531;3534;7762;9052;7479;118;56;8878;8934
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;;29802;6394;13441;16101;13701;239;133;15729;15862
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;;13530;2814;4857;5537;7993;94;55;5388;5443
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;9;;5535;1105;1867;2045;3490;22;36;1987;2023
25;Lleida;4;Lleida;38;Urgell;25217;Tàrrega;1;;2639;612;1178;1335;1304;20;25;1290;1315
25;Lleida;4;Lleida;38;Urgell;25217;Tàrrega;2;;3854;1005;1951;2214;1640;47;28;2139;2167
25;Lleida;4;Lleida;38;Urgell;25217;Tàrrega;3;;2912;784;1365;1561;1351;17;18;1526;1544
25;Lleida;4;Lleida;38;Urgell;25217;Tàrrega;4;;1639;424;713;844;795;9;15;820;835
25;Lleida;4;Lleida;18;Garrigues;25218;Tarrés;1;;84;26;51;64;20;0;2;62;64
25;Lleida;4;Lleida;32;Segarra;25219;Tarroja de Segarra;1;;148;26;68;87;61;3;3;81;84
8;Barcelona;2;Catalunya Central;24;Osona;08275;Tavèrnoles;1;;249;89;160;179;70;1;4;174;178
8;Barcelona;2;Catalunya Central;24;Osona;08280;Tavertet;1;;92;36;63;68;24;0;0;68;68
8;Barcelona;1;Barcelona;21;Maresme;08281;Teià;1;;4960;1294;2716;3264;1696;42;21;3201;3222
25;Lleida;4;Lleida;23;Noguera;25220;Térmens;1;;976;410;589;641;335;10;5;626;631
17;Girona;3;Girona;2;Alt Empordà;17196;Terrades;1;;245;83;147;156;89;7;3;146;149
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;1;;26923;6747;14399;16930;9993;171;185;16574;16759
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;2;;12936;2098;4392;4965;7971;70;30;4865;4895
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;3;;17415;3377;7006;8244;9171;118;75;8051;8126
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;4;;29102;6428;13441;15449;13653;190;162;15097;15259
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;5;;34592;7701;16018;18389;16203;244;175;17970;18145
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;6;;28969;5651;10876;12234;16735;158;128;11948;12076
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;7;;6539;1339;2504;2930;3609;28;29;2873;2902
8;Barcelona;1;Barcelona;21;Maresme;08282;Tiana;1;;6858;1754;3899;4603;2255;45;35;4523;4558
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25221;Tírvia;1;;118;39;66;85;33;5;1;79;80
25;Lleida;4;Lleida;23;Noguera;25222;Tiurana;1;;67;24;37;53;14;1;0;52;52
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43149;Tivenys;1;;681;234;385;423;258;10;7;406;413
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43150;Tivissa;1;;1219;382;704;834;385;25;6;803;809
8;Barcelona;2;Catalunya Central;24;Osona;08283;Tona;1;;6216;1223;2728;3424;2792;35;44;3345;3389
25;Lleida;4;Lleida;32;Segarra;25223;Torà;1;;905;237;448;541;364;15;6;520;526
8;Barcelona;1;Barcelona;21;Maresme;08284;Tordera;1;;6292;1161;2431;2803;3489;52;20;2731;2751
8;Barcelona;1;Barcelona;21;Maresme;08284;Tordera;2;;6532;1150;2318;2646;3886;51;16;2579;2595
8;Barcelona;2;Catalunya Central;24;Osona;08285;Torelló;1;;3866;916;1746;2048;1818;27;20;2001;2021
8;Barcelona;2;Catalunya Central;24;Osona;08285;Torelló;2;;2354;609;1222;1446;908;28;9;1409;1418
8;Barcelona;2;Catalunya Central;24;Osona;08285;Torelló;3;;4089;1053;1816;2114;1975;44;20;2050;2070
25;Lleida;4;Lleida;18;Garrigues;25224;Torms, els;1;;121;37;73;88;33;1;2;85;87
25;Lleida;4;Lleida;38;Urgell;25225;Tornabous;1;;521;171;284;316;205;1;5;310;315
25;Lleida;4;Lleida;33;Segrià;25226;Torrebesses;1;;239;87;125;143;96;1;0;142;142
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25227;Torre de Cabdella, la;1;;658;142;251;440;218;6;6;428;434
8;Barcelona;8;Penedès;6;Anoia;08286;Torre de Claramunt, la;1;;3000;685;1285;1463;1537;27;15;1421;1436
43;Tarragona;6;Camp de Tarragona;29;Priorat;43151;Torre de Fontaubella, la;1;;106;54;70;83;23;1;1;81;82
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43152;Torre de l'Espanyol, la;1;;427;149;265;293;134;14;1;278;279
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43153;Torredembarra;1;;11525;2609;4635;5459;6066;98;34;5327;5361
25;Lleida;4;Lleida;33;Segrià;25228;Torrefarrera;1;;3215;695;1477;1766;1449;22;39;1705;1744
25;Lleida;4;Lleida;32;Segarra;25907;Torrefeta i Florejacs;1;;491;144;258;294;197;6;12;276;288
25;Lleida;4;Lleida;27;Pla d'Urgell;25230;Torregrossa;1;;1518;430;784;906;612;19;15;872;887
25;Lleida;4;Lleida;23;Noguera;25231;Torrelameu;1;;483;149;310;358;125;10;2;346;348
8;Barcelona;8;Penedès;3;Alt Penedès;08287;Torrelavit;1;;1075;374;662;730;345;16;7;707;714
8;Barcelona;8;Penedès;3;Alt Penedès;08288;Torrelles de Foix;1;;1746;393;637;764;982;11;5;748;753
8;Barcelona;1;Barcelona;11;Baix Llobregat;08289;Torrelles de Llobregat;1;;4560;940;2186;2688;1872;30;20;2638;2658
17;Girona;3;Girona;10;Baix Empordà;17197;Torrent;1;;126;48;78;91;35;0;3;88;91
25;Lleida;4;Lleida;33;Segrià;25232;Torres de Segre;1;;1340;404;699;782;558;12;4;766;770
25;Lleida;4;Lleida;33;Segrià;25233;Torre-serona;1;;275;91;172;187;88;1;2;184;186
17;Girona;3;Girona;2;Alt Empordà;17198;Torroella de Fluvià;1;;447;151;230;264;183;4;1;259;260
17;Girona;3;Girona;10;Baix Empordà;17199;Torroella de Montgrí;1;;7059;1774;3332;3995;3064;67;30;3898;3928
43;Tarragona;6;Camp de Tarragona;29;Priorat;43154;Torroja del Priorat;1;;121;48;86;99;22;1;1;97;98
17;Girona;3;Girona;19;Garrotxa;17200;Tortellà;1;;635;198;362;416;219;7;6;403;409
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43155;Tortosa;1;;6646;1624;2859;3376;3270;72;38;3266;3304
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43155;Tortosa;2;;4205;1030;1876;2209;1996;46;27;2136;2163
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43155;Tortosa;3;;3484;882;1461;1670;1814;50;14;1606;1620
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43155;Tortosa;4;;8243;1901;3200;3786;4457;62;31;3693;3724
17;Girona;3;Girona;31;Ripollès;17201;Toses;1;;146;35;63;98;48;1;2;95;97
17;Girona;3;Girona;34;Selva;17202;Tossa de Mar;1;;3923;872;1721;2079;1844;48;17;2014;2031
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25234;Tremp;1;;1405;312;555;753;652;23;7;723;730
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25234;Tremp;2;;2327;502;940;1295;1032;22;20;1253;1273
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25234;Tremp;3;;455;73;136;208;247;5;1;202;203
17;Girona;3;Girona;10;Baix Empordà;17204;Ullà;1;;624;200;331;370;254;6;4;360;364
8;Barcelona;1;Barcelona;40;Vallès Occidental;08290;Ullastrell;1;;1567;417;878;991;576;10;6;975;981
17;Girona;3;Girona;10;Baix Empordà;17205;Ullastret;1;;194;76;121;142;52;1;0;141;141
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43156;Ulldecona;1;;2901;615;1054;1521;1380;28;18;1475;1493
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43156;Ulldecona;2;;1092;190;333;473;619;8;3;462;465
43;Tarragona;6;Camp de Tarragona;29;Priorat;43157;Ulldemolins;1;;349;164;241;270;79;4;3;263;266
17;Girona;3;Girona;10;Baix Empordà;17203;Ultramort;1;;162;60;94;105;57;2;2;101;103
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17206;Urús;1;;175;43;98;122;53;5;1;116;117
8;Barcelona;1;Barcelona;40;Vallès Occidental;08291;Vacarisses;1;;5240;746;2109;2539;2701;26;20;2493;2513
17;Girona;3;Girona;2;Alt Empordà;17014;Vajol, la;1;;62;20;36;40;22;0;0;40;40
8;Barcelona;8;Penedès;6;Anoia;08292;Vallbona d'Anoia;1;;1062;286;557;648;414;12;5;631;636
25;Lleida;4;Lleida;38;Urgell;25238;Vallbona de les Monges;1;;212;80;122;141;71;7;1;133;134
8;Barcelona;2;Catalunya Central;14;Berguedà;08293;Vallcebre;1;;237;73;128;165;72;3;1;161;162
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43158;Vallclara;1;;74;28;45;56;18;6;0;50;50
17;Girona;3;Girona;19;Garrotxa;17207;Vall d'en Bas, la;1;;2444;801;1479;1668;776;22;32;1614;1646
17;Girona;3;Girona;19;Garrotxa;17208;Vall de Bianya, la;1;;1013;279;510;586;427;9;14;563;577
25;Lleida;5;Alt Pirineu i territori d'Aran;5;Alta Ribagorça;25043;Vall de Boí, la;1;;819;210;352;498;321;15;3;480;483
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25901;Vall de Cardós;1;;303;63;143;213;90;9;0;204;204
25;Lleida;4;Lleida;23;Noguera;25240;Vallfogona de Balaguer;1;;1361;439;763;850;511;16;12;822;834
17;Girona;3;Girona;31;Ripollès;17170;Vallfogona de Ripollès;1;;179;73;113;133;46;0;0;133;133
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43159;Vallfogona de Riucorb;1;;76;32;47;59;17;2;1;56;57
8;Barcelona;1;Barcelona;41;Vallès Oriental;08294;Vallgorguina;1;;2194;587;1098;1258;936;22;7;1229;1236
8;Barcelona;1;Barcelona;11;Baix Llobregat;08295;Vallirana;1;;11512;2452;4656;5734;5778;73;38;5623;5661
17;Girona;3;Girona;10;Baix Empordà;17209;Vall-llobrega;1;;639;144;386;427;212;7;4;416;420
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43160;Vallmoll;1;;1331;353;675;759;572;9;14;736;750
8;Barcelona;1;Barcelona;41;Vallès Oriental;08296;Vallromanes;1;;1873;462;991;1244;629;17;6;1221;1227
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43161;Valls;1;;503;107;204;230;273;0;0;230;230
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43161;Valls;2;;512;85;157;178;334;7;3;168;171
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43161;Valls;3;;1249;250;521;582;667;7;9;566;575
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43161;Valls;4;;3397;699;1431;1664;1733;26;8;1630;1638
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43161;Valls;5;;3985;964;1701;1915;2070;21;7;1887;1894
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43161;Valls;6;;7450;1814;3588;4023;3427;56;23;3944;3967
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25906;Valls d'Aguilar, les;1;;211;47;87;122;89;1;1;120;121
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25239;Valls de Valira, les;1;;579;107;189;238;341;4;0;234;234
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43162;Vandellòs i l'Hospitalet de l'Infant;1;;4476;1072;1973;2485;1991;33;23;2429;2452
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25909;Vansa i Fórnols, la;1;;131;47;66;90;41;4;1;85;86
8;Barcelona;2;Catalunya Central;6;Anoia;08297;Veciana;1;;135;52;76;90;45;2;4;84;88
43;Tarragona;8;Penedès;12;Baix Penedès;43163;Vendrell, el;1;;3227;505;1272;1519;1708;31;10;1478;1488
43;Tarragona;8;Penedès;12;Baix Penedès;43163;Vendrell, el;2;;7475;1240;2429;2824;4651;45;30;2749;2779
43;Tarragona;8;Penedès;12;Baix Penedès;43163;Vendrell, el;3;;15863;3265;6205;7285;8578;145;61;7079;7140
17;Girona;3;Girona;2;Alt Empordà;17210;Ventalló;1;;602;157;338;387;215;9;5;373;378
25;Lleida;4;Lleida;38;Urgell;25242;Verdú;1;;703;176;351;404;299;8;3;393;396
17;Girona;3;Girona;10;Baix Empordà;17211;Verges;1;;846;305;517;595;251;7;5;583;588
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43164;Vespella de Gaià;1;;319;111;153;180;139;3;0;177;177
8;Barcelona;2;Catalunya Central;24;Osona;08298;Vic;1;;1447;361;738;863;584;12;3;848;851
8;Barcelona;2;Catalunya Central;24;Osona;08298;Vic;2;;7778;2070;4091;4699;3079;57;39;4603;4642
8;Barcelona;2;Catalunya Central;24;Osona;08298;Vic;3;;11979;3095;5844;6730;5249;76;57;6597;6654
8;Barcelona;2;Catalunya Central;24;Osona;08298;Vic;4;;5412;1202;2551;2934;2478;51;27;2856;2883
8;Barcelona;2;Catalunya Central;24;Osona;08298;Vic;5;;582;208;388;420;162;3;1;416;417
17;Girona;2;Catalunya Central;24;Osona;17212;Vidrà;1;;148;50;90;113;35;3;6;104;110
17;Girona;3;Girona;34;Selva;17213;Vidreres;1;;5679;1086;2138;2593;3086;40;27;2526;2553
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25243;Vielha e Mijaran;1;;3754;618;1259;1721;2033;38;19;1664;1683
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43165;Vilabella;1;;557;197;364;399;158;6;4;389;393
17;Girona;3;Girona;2;Alt Empordà;17214;Vilabertran;1;;710;200;380;434;276;12;2;420;422
17;Girona;3;Girona;20;Gironès;17215;Vilablareix;1;;2426;753;1424;1663;763;33;28;1602;1630
8;Barcelona;2;Catalunya Central;14;Berguedà;08299;Vilada;1;;375;138;219;245;130;2;7;236;243
17;Girona;3;Girona;2;Alt Empordà;17217;Viladamat;1;;365;153;249;277;88;3;3;271;274
17;Girona;3;Girona;20;Gironès;17216;Viladasens;1;;163;51;106;118;45;5;0;113;113
8;Barcelona;1;Barcelona;11;Baix Llobregat;08301;Viladecans;1;;18105;4222;7965;9216;8889;159;77;8980;9057
8;Barcelona;1;Barcelona;11;Baix Llobregat;08301;Viladecans;2;;31199;6730;13452;15088;16111;248;140;14700;14840
8;Barcelona;1;Barcelona;40;Vallès Occidental;08300;Viladecavalls;1;;5991;1470;3189;3560;2431;61;36;3463;3499
17;Girona;3;Girona;28;Pla de l'Estany;17218;Vilademuls;1;;578;205;369;423;155;9;7;407;414
17;Girona;2;Catalunya Central;24;Osona;17220;Viladrau;1;;832;280;542;592;240;14;4;574;578
17;Girona;3;Girona;2;Alt Empordà;17221;Vilafant;1;;4188;1108;2078;2393;1795;39;18;2336;2354
8;Barcelona;8;Penedès;3;Alt Penedès;08305;Vilafranca del Penedès;1;;3633;1018;1786;1982;1651;25;9;1948;1957
8;Barcelona;8;Penedès;3;Alt Penedès;08305;Vilafranca del Penedès;2;;7934;1999;3560;4007;3927;62;28;3917;3945
8;Barcelona;8;Penedès;3;Alt Penedès;08305;Vilafranca del Penedès;3;;5120;1197;2503;2925;2195;42;28;2855;2883
8;Barcelona;8;Penedès;3;Alt Penedès;08305;Vilafranca del Penedès;4;;11009;2985;5709;6634;4375;90;50;6494;6544
25;Lleida;4;Lleida;38;Urgell;25244;Vilagrassa;1;;385;124;241;252;133;10;5;237;242
17;Girona;3;Girona;2;Alt Empordà;17223;Vilajuïga;1;;819;193;407;477;342;3;7;467;474
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43175;Vilalba dels Arcs;1;;531;149;265;318;213;4;5;309;314
8;Barcelona;1;Barcelona;41;Vallès Oriental;08306;Vilalba Sasserra;1;;544;150;260;292;252;8;2;282;284
25;Lleida;5;Alt Pirineu i territori d'Aran;5;Alta Ribagorça;25245;Vilaller;1;;433;128;201;245;188;2;5;238;243
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43166;Vilallonga del Camp;1;;1628;392;769;850;778;14;9;827;836
17;Girona;3;Girona;31;Ripollès;17224;Vilallonga de Ter;1;;292;97;154;176;116;25;1;150;151
17;Girona;3;Girona;2;Alt Empordà;17225;Vilamacolum;1;;207;75;126;136;71;0;4;132;136
17;Girona;3;Girona;2;Alt Empordà;17226;Vilamalla;1;;878;260;412;456;422;3;8;445;453
17;Girona;3;Girona;2;Alt Empordà;17227;Vilamaniscle;1;;148;51;81;95;53;0;0;95;95
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25247;Vilamòs;1;;147;30;45;72;75;1;3;68;71
17;Girona;3;Girona;2;Alt Empordà;17228;Vilanant;1;;287;99;176;191;96;5;1;185;186
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43167;Vilanova d'Escornalbou;1;;417;137;253;282;135;5;6;271;277
25;Lleida;4;Lleida;27;Pla d'Urgell;25248;Vilanova de Bellpuig;1;;874;284;537;625;249;9;15;601;616
25;Lleida;4;Lleida;23;Noguera;25249;Vilanova de l'Aguda;1;;172;54;93;106;66;6;0;100;100
25;Lleida;4;Lleida;33;Segrià;25254;Vilanova de la Barca;1;;709;196;357;419;290;13;3;403;406
8;Barcelona;8;Penedès;6;Anoia;08302;Vilanova del Camí;1;;9419;1996;3810;4307;5112;102;45;4160;4205
8;Barcelona;1;Barcelona;41;Vallès Oriental;08902;Vilanova del Vallès;1;;4043;969;1947;2278;1765;40;26;2212;2238
25;Lleida;4;Lleida;23;Noguera;25250;Vilanova de Meià;1;;324;105;171;209;115;6;2;201;203
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43168;Vilanova de Prades;1;;82;27;41;53;29;3;1;49;50
8;Barcelona;2;Catalunya Central;24;Osona;08303;Vilanova de Sau;1;;263;107;158;191;72;2;0;189;189
25;Lleida;4;Lleida;33;Segrià;25251;Vilanova de Segrià;1;;714;195;394;437;277;3;14;420;434
8;Barcelona;8;Penedès;17;Garraf;08307;Vilanova i la Geltrú;1;;13785;3673;6659;7674;6111;101;65;7508;7573
8;Barcelona;8;Penedès;17;Garraf;08307;Vilanova i la Geltrú;2;;10726;2428;5055;5826;4900;66;40;5720;5760
8;Barcelona;8;Penedès;17;Garraf;08307;Vilanova i la Geltrú;3;;5477;1089;2388;2726;2751;43;30;2653;2683
8;Barcelona;8;Penedès;17;Garraf;08307;Vilanova i la Geltrú;4;;19570;4625;8837;10089;9481;154;87;9848;9935
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43169;Vilaplana;1;;434;169;309;355;79;1;3;351;354
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43170;Vila-rodona;1;;899;250;512;574;325;14;7;553;560
17;Girona;3;Girona;2;Alt Empordà;17230;Vila-sacra;1;;501;155;271;300;201;3;3;294;297
25;Lleida;4;Lleida;27;Pla d'Urgell;25252;Vila-sana;1;;570;173;269;304;266;1;10;293;303
