﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25165;Peramola;347;273;97;161;183;90;5;4;174;178
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43104;Perelló, el;2826;1774;494;818;1058;716;31;12;1015;1027
8;Barcelona;8;Penedès;6;Anoia;08161;Piera;16134;12118;2297;4513;5209;6909;59;46;5104;5150
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43105;Piles, les;210;160;40;96;116;44;4;7;105;112
8;Barcelona;1;Barcelona;21;Maresme;08163;Pineda de Mar;27984;19992;4199;8447;9561;10431;115;58;9388;9446
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43106;Pinell de Brai, el;1008;784;241;392;446;338;7;0;439;439
25;Lleida;2;Catalunya Central;35;Solsonès;25166;Pinell de Solsonès;193;167;46;80;91;76;1;2;88;90
25;Lleida;2;Catalunya Central;35;Solsonès;25167;Pinós;286;231;64;131;152;79;3;6;143;149
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43107;Pira;503;380;124;215;230;150;14;4;212;216
8;Barcelona;8;Penedès;3;Alt Penedès;08164;Pla del Penedès, el;1275;933;270;535;598;335;8;10;580;590
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43108;Pla de Santa Maria, el;2348;1803;480;877;967;836;17;1;949;950
17;Girona;3;Girona;19;Garrotxa;17133;Planes d'Hostoles, les;1712;1272;484;755;870;402;9;9;852;861
17;Girona;3;Girona;31;Ripollès;17134;Planoles;304;227;66;118;147;80;7;4;136;140
25;Lleida;4;Lleida;32;Segarra;25911;Plans de Sió, els;491;419;127;220;270;149;5;12;253;265
25;Lleida;4;Lleida;27;Pla d'Urgell;25168;Poal, el;670;497;197;299;326;171;9;9;308;317
25;Lleida;4;Lleida;18;Garrigues;25169;Pobla de Cérvoles, la;189;175;54;90;112;63;6;8;98;106
8;Barcelona;8;Penedès;6;Anoia;08165;Pobla de Claramunt, la;2185;1654;380;732;914;740;10;8;896;904
8;Barcelona;2;Catalunya Central;14;Berguedà;08166;Pobla de Lillet, la;1093;933;273;486;547;386;5;4;538;542
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43109;Pobla de Mafumet, la;3971;2757;556;1025;1186;1571;18;26;1142;1168
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43110;Pobla de Massaluca, la;317;251;70;130;148;103;1;2;145;147
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43111;Pobla de Montornès, la;2884;2217;491;859;974;1243;18;8;948;956
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25171;Pobla de Segur, la;3043;2157;528;981;1324;833;28;14;1282;1296
43;Tarragona;6;Camp de Tarragona;29;Priorat;43112;Poboleda;321;258;100;154;176;82;2;2;172;174
8;Barcelona;1;Barcelona;40;Vallès Occidental;08167;Polinyà;8504;6121;1292;2623;2976;3145;51;37;2888;2925
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43113;Pont d'Armentera, el;488;390;139;213;235;155;5;1;229;230
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25030;Pont de Bar, el;152;133;37;65;75;58;1;1;73;74
17;Girona;3;Girona;2;Alt Empordà;17135;Pont de Molins;516;398;103;216;243;155;6;3;234;237
25;Lleida;5;Alt Pirineu i territori d'Aran;5;Alta Ribagorça;25173;Pont de Suert, el;2257;1667;378;659;930;737;18;11;901;912
8;Barcelona;2;Catalunya Central;7;Bages;08182;Pont de Vilomara i Rocafort, el;3907;2994;640;1216;1379;1615;13;15;1351;1366
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43141;Pontils;122;113;36;66;72;41;4;1;67;68
8;Barcelona;8;Penedès;3;Alt Penedès;08168;Pontons;528;382;114;171;209;173;4;2;203;205
17;Girona;3;Girona;2;Alt Empordà;17136;Pontós;260;190;74;116;140;50;2;0;138;138
25;Lleida;4;Lleida;23;Noguera;25172;Ponts;2644;1749;467;846;1033;716;16;8;1009;1017
17;Girona;3;Girona;28;Pla de l'Estany;17137;Porqueres;4677;3547;1056;2228;2419;1128;41;23;2355;2378
43;Tarragona;6;Camp de Tarragona;29;Priorat;43114;Porrera;424;372;120;217;269;103;2;1;266;267
17;Girona;3;Girona;2;Alt Empordà;17138;Portbou;1063;833;289;449;530;303;15;8;507;515
17;Girona;3;Girona;2;Alt Empordà;17140;Port de la Selva, el;958;667;271;397;469;198;17;3;449;452
25;Lleida;4;Lleida;33;Segrià;25174;Portella, la;743;384;147;226;261;123;1;3;257;260
43;Tarragona;6;Camp de Tarragona;29;Priorat;43115;Pradell de la Teixeta;158;134;55;90;97;37;5;1;91;92
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43116;Prades;588;467;170;280;319;148;4;2;313;315
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43117;Prat de Comte;177;147;40;73;99;48;1;1;97;98
8;Barcelona;1;Barcelona;11;Baix Llobregat;08169;Prat de Llobregat, el;65385;48657;9654;20476;23401;25256;282;227;22892;23119
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43118;Pratdip;726;426;146;252;283;143;2;3;278;281
8;Barcelona;2;Catalunya Central;24;Osona;08171;Prats de Lluçanès;2604;2070;564;1090;1251;819;27;13;1211;1224
8;Barcelona;2;Catalunya Central;6;Anoia;08170;Prats de Rei, els;537;443;138;244;269;174;10;3;256;259
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25175;Prats i Sansor;222;197;57;102;138;59;5;3;130;133
25;Lleida;4;Lleida;38;Urgell;25176;Preixana;387;323;118;178;212;111;4;4;204;208
25;Lleida;4;Lleida;23;Noguera;25177;Preixens;418;350;113;185;212;138;3;1;208;209
8;Barcelona;1;Barcelona;21;Maresme;08230;Premià de Dalt;10441;7707;1970;3768;4615;3092;51;37;4527;4564
8;Barcelona;1;Barcelona;21;Maresme;08172;Premià de Mar;28531;20516;4382;9109;11130;9386;99;90;10941;11031
17;Girona;3;Girona;19;Garrotxa;17139;Preses, les;1855;1431;436;819;935;496;25;6;904;910
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25179;Prullans;226;184;58;104;124;60;4;1;119;120
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17141;Puigcerdà;9486;6180;941;2050;2847;3333;61;28;2758;2786
8;Barcelona;8;Penedès;3;Alt Penedès;08174;Puigdàlber;524;403;125;235;278;125;3;3;272;275
25;Lleida;4;Lleida;18;Garrigues;25180;Puiggròs;278;218;76;118;140;78;6;2;132;134
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43119;Puigpelat;1163;877;209;410;456;421;12;5;439;444
8;Barcelona;2;Catalunya Central;14;Berguedà;08175;Puig-reig;4295;3356;849;1615;1883;1473;33;28;1822;1850
25;Lleida;4;Lleida;38;Urgell;25181;Puigverd d'Agramunt;229;154;47;77;97;57;3;3;91;94
25;Lleida;4;Lleida;33;Segrià;25182;Puigverd de Lleida;1349;1059;281;520;618;441;11;9;598;607
8;Barcelona;2;Catalunya Central;6;Anoia;08176;Pujalt;210;156;52;96;102;54;5;2;95;97
8;Barcelona;2;Catalunya Central;14;Berguedà;08177;Quar, la;49;35;10;15;20;15;0;0;20;20
17;Girona;3;Girona;20;Gironès;17142;Quart;3798;2734;801;1542;1816;918;23;30;1763;1793
17;Girona;3;Girona;31;Ripollès;17043;Queralbs;188;160;58;102;126;34;4;0;122;122
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43120;Querol;518;426;104;171;215;211;12;0;203;203
17;Girona;3;Girona;2;Alt Empordà;17143;Rabós;184;148;54;87;93;55;0;1;92;93
8;Barcelona;2;Catalunya Central;7;Bages;08178;Rajadell;534;441;148;271;313;128;3;5;305;310
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43121;Rasquera;783;602;186;332;347;255;5;3;339;342
17;Girona;3;Girona;10;Baix Empordà;17144;Regencós;276;220;90;136;150;70;2;3;145;148
8;Barcelona;1;Barcelona;40;Vallès Occidental;08179;Rellinars;809;666;168;343;377;289;8;4;365;369
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43122;Renau;162;114;33;67;78;36;3;1;74;75
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43123;Reus;106168;71730;12914;27938;33499;38231;581;260;32658;32918
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25183;Rialp;641;522;100;274;339;183;16;4;319;323
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43124;Riba, la;585;461;148;220;264;197;5;3;256;259
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43125;Riba-roja d'Ebre;1110;876;229;394;532;344;22;8;502;510
25;Lleida;4;Lleida;32;Segarra;25905;Ribera d'Ondara;433;369;105;213;231;138;16;3;212;215
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25185;Ribera d'Urgellet;932;674;172;322;377;297;13;4;360;364
17;Girona;3;Girona;31;Ripollès;17145;Ribes de Freser;1760;1442;368;678;846;596;12;10;824;834
17;Girona;3;Girona;34;Selva;17146;Riells i Viabrea;4153;3230;879;1408;1637;1593;18;22;1597;1619
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43126;Riera de Gaià, la;1742;1222;342;634;729;493;15;2;712;714
25;Lleida;2;Catalunya Central;35;Solsonès;25186;Riner;263;214;73;134;155;59;3;1;151;152
17;Girona;3;Girona;31;Ripollès;17147;Ripoll;10803;7904;1843;3394;4075;3829;82;27;3966;3993
8;Barcelona;1;Barcelona;40;Vallès Occidental;08180;Ripollet;39179;27367;5266;11211;12991;14376;177;100;12714;12814
17;Girona;3;Girona;34;Selva;17148;Riudarenes;2204;1595;421;749;871;724;12;18;841;859
17;Girona;3;Girona;19;Garrotxa;17149;Riudaura;481;379;112;246;285;94;3;1;281;282
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43127;Riudecanyes;1146;823;263;453;516;307;12;0;504;504
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25913;Riu de Cerdanya;93;88;29;57;72;16;0;0;72;72
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43128;Riudecols;1189;915;247;452;501;414;17;5;479;484
17;Girona;3;Girona;34;Selva;17150;Riudellots de la Selva;2071;1450;523;906;1026;424;30;10;986;996
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43129;Riudoms;6569;4676;1052;2108;2555;2121;68;16;2471;2487
17;Girona;3;Girona;2;Alt Empordà;17151;Riumors;246;176;41;91;111;65;3;2;106;108
8;Barcelona;1;Barcelona;41;Vallès Oriental;08181;Roca del Vallès, la;10754;8173;1897;4090;4750;3423;69;39;4642;4681
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43130;Rocafort de Queralt;211;177;77;110;123;54;3;0;120;120
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43131;Roda de Berà;6785;5099;1027;1821;2210;2889;51;9;2150;2159
8;Barcelona;2;Catalunya Central;24;Osona;08183;Roda de Ter;6490;4586;1240;2302;2617;1969;33;31;2553;2584
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43132;Rodonyà;494;386;118;235;245;141;4;7;234;241
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43133;Roquetes;8079;5650;1203;2097;2580;3070;70;23;2487;2510
17;Girona;3;Girona;2;Alt Empordà;17152;Roses;19807;11199;2202;4700;5353;5846;113;59;5181;5240
25;Lleida;4;Lleida;33;Segrià;25189;Rosselló;3237;2228;525;983;1146;1082;35;7;1104;1111
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43134;Rourell, el;372;293;101;161;179;114;5;4;170;174
8;Barcelona;1;Barcelona;40;Vallès Occidental;08184;Rubí;78591;55303;9754;22229;25533;29770;345;212;24976;25188
8;Barcelona;8;Penedès;6;Anoia;08185;Rubió;239;197;65;100;120;77;2;1;117;118
17;Girona;3;Girona;10;Baix Empordà;17153;Rupià;273;200;65;138;153;47;3;1;149;150
8;Barcelona;2;Catalunya Central;24;Osona;08901;Rupit i Pruit;271;245;119;164;189;56;6;7;176;183
8;Barcelona;1;Barcelona;40;Vallès Occidental;08187;Sabadell;216520;153953;35477;70458;81100;72853;993;639;79468;80107
8;Barcelona;2;Catalunya Central;14;Berguedà;08188;Sagàs;145;117;47;78;89;28;1;2;86;88
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25190;Salàs de Pallars;327;265;89;140;173;92;4;0;169;169
8;Barcelona;2;Catalunya Central;14;Berguedà;08190;Saldes;278;260;107;159;178;82;6;2;170;172
17;Girona;3;Girona;19;Garrotxa;17154;Sales de Llierca;159;107;35;54;68;39;2;1;65;66
8;Barcelona;2;Catalunya Central;7;Bages;08191;Sallent;6735;5245;1329;2473;2898;2347;26;43;2829;2872
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43135;Salomó;549;333;104;195;224;109;3;3;218;221
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43905;Salou;28526;15413;2747;5939;7077;8336;107;63;6907;6970
17;Girona;3;Girona;20;Gironès;17155;Salt;32138;15067;3445;6198;6985;8082;102;57;6826;6883
25;Lleida;4;Lleida;32;Segarra;25191;Sanaüja;379;335;71;168;198;137;11;3;184;187
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43138;Santa Bàrbara;3715;2644;531;899;1173;1471;48;11;1114;1125
8;Barcelona;2;Catalunya Central;24;Osona;08243;Santa Cecília de Voltregà;182;152;39;100;109;43;3;2;104;106
8;Barcelona;1;Barcelona;11;Baix Llobregat;08244;Santa Coloma de Cervelló;8268;6207;1672;3157;3789;2418;56;37;3696;3733
17;Girona;3;Girona;34;Selva;17180;Santa Coloma de Farners;13363;8588;1948;3773;4510;4078;75;43;4392;4435
8;Barcelona;1;Barcelona;13;Barcelonès;08245;Santa Coloma de Gramenet;120443;76747;14730;29841;34091;42656;492;259;33340;33599
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43139;Santa Coloma de Queralt;2672;2013;394;962;1161;852;26;9;1126;1135
17;Girona;3;Girona;10;Baix Empordà;17181;Santa Cristina d'Aro;5287;3578;773;1598;1899;1679;31;18;1850;1868
8;Barcelona;1;Barcelona;13;Barcelonès;08194;Sant Adrià de Besòs;37447;25594;4246;8821;10359;15235;130;77;10152;10229
8;Barcelona;2;Catalunya Central;24;Osona;08246;Santa Eugènia de Berga;2278;1693;533;991;1093;600;11;4;1078;1082
8;Barcelona;2;Catalunya Central;24;Osona;08247;Santa Eulàlia de Riuprimer;1383;1013;305;641;720;293;21;7;692;699
8;Barcelona;1;Barcelona;41;Vallès Oriental;08248;Santa Eulàlia de Ronçana;7426;5805;1267;2671;3055;2750;34;31;2990;3021
8;Barcelona;8;Penedès;3;Alt Penedès;08249;Santa Fe del Penedès;367;282;108;204;230;52;5;7;218;225
8;Barcelona;2;Catalunya Central;24;Osona;08195;Sant Agustí de Lluçanès;89;80;24;49;57;23;6;1;50;51
17;Girona;3;Girona;2;Alt Empordà;17182;Santa Llogaia d'Àlguema;368;285;88;142;151;134;5;1;145;146
8;Barcelona;8;Penedès;6;Anoia;08250;Santa Margarida de Montbui;10225;7194;1514;2641;3141;4053;58;37;3046;3083
8;Barcelona;8;Penedès;3;Alt Penedès;08251;Santa Margarida i els Monjos;7676;5181;1252;2245;2618;2563;36;26;2556;2582
8;Barcelona;2;Catalunya Central;42;Moianès;08258;Santa Maria d'Oló;1024;839;250;534;588;251;8;7;573;580
8;Barcelona;2;Catalunya Central;24;Osona;08253;Santa Maria de Besora;161;132;53;86;92;40;2;3;87;90
8;Barcelona;1;Barcelona;41;Vallès Oriental;08256;Santa Maria de Martorelles;890;692;172;365;425;267;5;9;411;420
8;Barcelona;2;Catalunya Central;14;Berguedà;08255;Santa Maria de Merlès;184;124;44;77;89;35;0;2;87;89
8;Barcelona;8;Penedès;6;Anoia;08257;Santa Maria de Miralles;119;106;45;67;76;30;1;2;73;75
8;Barcelona;1;Barcelona;41;Vallès Oriental;08259;Santa Maria de Palautordera;9630;7108;1991;3830;4371;2737;49;39;4283;4322
8;Barcelona;1;Barcelona;11;Baix Llobregat;08196;Sant Andreu de la Barca;27569;19510;4137;8553;9698;9812;132;86;9480;9566
8;Barcelona;1;Barcelona;21;Maresme;08197;Sant Andreu de Llavaneres;11133;8082;1731;3825;4602;3480;50;41;4511;4552
17;Girona;3;Girona;20;Gironès;17157;Sant Andreu Salou;160;119;35;86;97;22;1;2;94;96
17;Girona;3;Girona;19;Garrotxa;17183;Sant Aniol de Finestres;345;255;95;152;172;83;4;4;164;168
8;Barcelona;1;Barcelona;41;Vallès Oriental;08198;Sant Antoni de Vilamajor;6208;4753;988;2241;2768;1985;44;22;2702;2724
43;Tarragona;8;Penedès;12;Baix Penedès;43140;Santa Oliva;3353;2486;622;1061;1153;1333;19;11;1123;1134
17;Girona;3;Girona;19;Garrotxa;17184;Santa Pau;1614;1254;419;719;830;424;19;11;800;811
8;Barcelona;1;Barcelona;40;Vallès Occidental;08260;Santa Perpètua de Mogoda;25999;18704;4028;8331;9461;9243;159;59;9243;9302
8;Barcelona;1;Barcelona;21;Maresme;08261;Santa Susanna;3548;2447;572;1139;1388;1059;13;22;1353;1375
8;Barcelona;2;Catalunya Central;24;Osona;08199;Sant Bartomeu del Grau;884;655;198;379;418;237;10;4;404;408
8;Barcelona;1;Barcelona;11;Baix Llobregat;08200;Sant Boi de Llobregat;84500;62107;13453;26848;30158;31949;380;333;29445;29778
8;Barcelona;2;Catalunya Central;24;Osona;08201;Sant Boi de Lluçanès;580;465;143;239;303;162;13;6;284;290
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43136;Sant Carles de la Ràpita;14953;10594;2464;4400;4994;5600;88;40;4866;4906
8;Barcelona;1;Barcelona;21;Maresme;08203;Sant Cebrià de Vallalta;3438;2523;614;1120;1285;1238;9;12;1264;1276
8;Barcelona;1;Barcelona;41;Vallès Oriental;08202;Sant Celoni;18136;13058;3343;6178;7012;6046;87;49;6876;6925
8;Barcelona;1;Barcelona;11;Baix Llobregat;08204;Sant Climent de Llobregat;4160;3173;728;1642;1858;1315;33;13;1812;1825
17;Girona;3;Girona;2;Alt Empordà;17158;Sant Climent Sescebes;707;533;141;206;246;287;4;0;242;242
8;Barcelona;1;Barcelona;40;Vallès Occidental;08205;Sant Cugat del Vallès;92977;63270;15136;36121;42489;20781;418;349;41722;42071
8;Barcelona;8;Penedès;3;Alt Penedès;08206;Sant Cugat Sesgarrigues;1009;741;201;463;530;211;7;4;519;523
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25196;Sant Esteve de la Sarga;122;105;23;42;67;38;1;1;65;66
8;Barcelona;1;Barcelona;41;Vallès Oriental;08207;Sant Esteve de Palautordera;2864;2126;438;1268;1467;659;20;20;1427;1447
8;Barcelona;1;Barcelona;11;Baix Llobregat;08208;Sant Esteve Sesrovires;7696;5870;1388;2792;3336;2534;35;31;3270;3301
17;Girona;3;Girona;34;Selva;17159;Sant Feliu de Buixalleu;797;637;151;338;385;252;5;6;374;380
8;Barcelona;1;Barcelona;41;Vallès Oriental;08210;Sant Feliu de Codines;6363;4726;855;2017;2402;2324;37;19;2346;2365
17;Girona;3;Girona;10;Baix Empordà;17160;Sant Feliu de Guíxols;22097;14851;3542;6426;7326;7525;108;71;7147;7218
8;Barcelona;1;Barcelona;11;Baix Llobregat;08211;Sant Feliu de Llobregat;45467;34114;9081;17174;19682;14432;277;150;19255;19405
17;Girona;3;Girona;19;Garrotxa;17161;Sant Feliu de Pallerols;1437;1038;330;663;741;297;13;3;725;728
8;Barcelona;2;Catalunya Central;7;Bages;08212;Sant Feliu Sasserra;605;481;190;300;343;138;9;3;331;334
17;Girona;3;Girona;19;Garrotxa;17162;Sant Ferriol;236;160;47;74;91;69;0;1;90;91
8;Barcelona;1;Barcelona;41;Vallès Oriental;08209;Sant Fost de Campsentelles;8853;7033;1353;2895;3565;3468;39;34;3492;3526
8;Barcelona;2;Catalunya Central;7;Bages;08213;Sant Fruitós de Bages;8837;6686;1608;3191;3751;2935;43;37;3671;3708
17;Girona;3;Girona;20;Gironès;17163;Sant Gregori;3928;2941;861;1760;2030;911;45;9;1976;1985
25;Lleida;4;Lleida;32;Segarra;25192;Sant Guim de Freixenet;1037;741;161;366;436;305;10;1;425;426
25;Lleida;4;Lleida;32;Segarra;25197;Sant Guim de la Plana;181;140;67;97;106;34;2;2;102;104
17;Girona;3;Girona;34;Selva;17164;Sant Hilari Sacalm;5703;3890;954;1759;2096;1794;56;14;2026;2040
8;Barcelona;2;Catalunya Central;24;Osona;08215;Sant Hipòlit de Voltregà;3540;2618;756;1389;1545;1073;31;17;1497;1514
8;Barcelona;1;Barcelona;21;Maresme;08193;Sant Iscle de Vallalta;1342;1022;242;493;570;452;14;5;551;556
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43902;Sant Jaume d'Enveja;3527;2769;761;1140;1294;1475;161;16;1117;1133
8;Barcelona;2;Catalunya Central;14;Berguedà;08216;Sant Jaume de Frontanyà;30;23;7;9;12;11;0;0;12;12
17;Girona;3;Girona;19;Garrotxa;17165;Sant Jaume de Llierca;871;627;194;338;377;250;5;4;368;372
43;Tarragona;8;Penedès;12;Baix Penedès;43137;Sant Jaume dels Domenys;2624;1930;464;840;1003;927;23;5;975;980
17;Girona;3;Girona;31;Ripollès;17167;Sant Joan de les Abadesses;3224;2603;756;1372;1627;976;33;24;1570;1594
17;Girona;3;Girona;20;Gironès;17168;Sant Joan de Mollet;498;372;132;244;267;105;6;7;254;261
8;Barcelona;1;Barcelona;11;Baix Llobregat;08217;Sant Joan Despí;34267;25442;6180;12717;15070;10372;199;108;14763;14871
8;Barcelona;2;Catalunya Central;7;Bages;08218;Sant Joan de Vilatorrada;10998;8032;2058;3728;4206;3826;38;42;4126;4168
17;Girona;3;Girona;19;Garrotxa;17185;Sant Joan les Fonts;3044;2280;553;1053;1221;1059;9;13;1199;1212
17;Girona;3;Girona;20;Gironès;17166;Sant Jordi Desvalls;760;547;227;368;413;134;10;0;403;403
8;Barcelona;2;Catalunya Central;14;Berguedà;08903;Sant Julià de Cerdanyola;229;205;89;150;174;31;0;0;174;174
17;Girona;3;Girona;34;Selva;17903;Sant Julià del Llor i Bonmatí;1313;918;268;508;550;368;6;5;539;544
17;Girona;3;Girona;20;Gironès;17169;Sant Julià de Ramis;3576;2536;730;1423;1623;913;30;18;1575;1593
8;Barcelona;2;Catalunya Central;24;Osona;08220;Sant Julià de Vilatorta;3140;2424;854;1634;1824;600;17;28;1779;1807
8;Barcelona;1;Barcelona;11;Baix Llobregat;08221;Sant Just Desvern;18670;13386;3731;7446;8850;4536;92;55;8703;8758
8;Barcelona;8;Penedès;3;Alt Penedès;08222;Sant Llorenç d'Hortons;2428;1855;502;1059;1225;630;18;16;1191;1207
17;Girona;3;Girona;2;Alt Empordà;17171;Sant Llorenç de la Muga;265;182;58;115;130;52;3;2;125;127
25;Lleida;2;Catalunya Central;35;Solsonès;25193;Sant Llorenç de Morunys;960;794;252;429;487;307;12;1;474;475
8;Barcelona;1;Barcelona;40;Vallès Occidental;08223;Sant Llorenç Savall;2417;1957;478;952;1080;877;15;10;1055;1065
8;Barcelona;2;Catalunya Central;24;Osona;08225;Sant Martí d'Albars;114;97;44;60;69;28;0;1;68;69
8;Barcelona;2;Catalunya Central;24;Osona;08224;Sant Martí de Centelles;1184;884;228;448;524;360;11;4;509;513
17;Girona;3;Girona;20;Gironès;17172;Sant Martí de Llémena;641;477;162;272;298;179;13;4;281;285
25;Lleida;4;Lleida;38;Urgell;25902;Sant Martí de Riucorb;639;534;188;289;327;207;10;0;317;317
8;Barcelona;8;Penedès;6;Anoia;08226;Sant Martí de Tous;1228;928;300;608;695;233;15;9;671;680
8;Barcelona;8;Penedès;3;Alt Penedès;08227;Sant Martí Sarroca;3261;2424;631;1151;1376;1048;24;18;1334;1352
8;Barcelona;2;Catalunya Central;6;Anoia;08228;Sant Martí Sesgueioles;342;287;94;176;200;87;8;3;189;192
17;Girona;3;Girona;20;Gironès;17173;Sant Martí Vell;251;188;62;119;133;55;0;2;131;133
8;Barcelona;2;Catalunya Central;7;Bages;08229;Sant Mateu de Bages;608;513;179;328;372;141;6;1;365;366
17;Girona;3;Girona;28;Pla de l'Estany;17174;Sant Miquel de Campmajor;229;170;54;91;109;61;1;3;105;108
17;Girona;3;Girona;2;Alt Empordà;17175;Sant Miquel de Fluvià;761;554;163;240;266;288;6;5;255;260
17;Girona;3;Girona;2;Alt Empordà;17176;Sant Mori;166;118;53;79;92;26;0;1;91;92
17;Girona;3;Girona;31;Ripollès;17177;Sant Pau de Segúries;688;584;187;296;339;245;16;5;318;323
8;Barcelona;2;Catalunya Central;7;Bages;08192;Santpedor;7604;5715;1426;2925;3502;2213;39;26;3437;3463
8;Barcelona;8;Penedès;17;Garraf;08231;Sant Pere de Ribes;31111;21551;4480;9253;10597;10954;130;85;10382;10467
8;Barcelona;8;Penedès;3;Alt Penedès;08232;Sant Pere de Riudebitlles;2380;1798;484;943;1041;757;17;7;1017;1024
8;Barcelona;2;Catalunya Central;24;Osona;08233;Sant Pere de Torelló;2470;1876;464;956;1110;766;11;15;1084;1099
8;Barcelona;1;Barcelona;41;Vallès Oriental;08234;Sant Pere de Vilamajor;4544;3513;687;1542;1947;1566;103;24;1820;1844
17;Girona;3;Girona;2;Alt Empordà;17178;Sant Pere Pescador;2090;1073;311;542;604;469;7;1;596;597
8;Barcelona;2;Catalunya Central;6;Anoia;08189;Sant Pere Sallavinera;151;123;47;88;104;19;3;2;99;101
8;Barcelona;1;Barcelona;21;Maresme;08235;Sant Pol de Mar;5428;3976;1142;2145;2602;1374;30;15;2557;2572
8;Barcelona;8;Penedès;3;Alt Penedès;08236;Sant Quintí de Mediona;2317;1609;437;695;892;717;18;10;864;874
8;Barcelona;2;Catalunya Central;24;Osona;08237;Sant Quirze de Besora;2154;1633;521;912;1039;594;18;9;1012;1021
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;20195;14968;3717;8256;9571;5397;108;71;9392;9463
8;Barcelona;2;Catalunya Central;42;Moianès;08239;Sant Quirze Safaja;631;476;119;267;312;164;3;3;306;309
25;Lleida;4;Lleida;32;Segarra;25194;Sant Ramon;487;403;119;202;244;159;9;2;233;235
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;12841;9481;2246;4720;5518;3963;75;31;5412;5443
8;Barcelona;2;Catalunya Central;24;Osona;08241;Sant Sadurní d'Osormort;76;66;20;45;51;15;0;0;51;51
8;Barcelona;2;Catalunya Central;7;Bages;08098;Sant Salvador de Guardiola;3221;2495;645;1242;1407;1088;24;17;1366;1383
8;Barcelona;2;Catalunya Central;7;Bages;08262;Sant Vicenç de Castellet;9767;6968;1512;2834;3323;3645;59;49;3215;3264
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;28268;21241;4512;9148;10429;10812;170;77;10182;10259
8;Barcelona;1;Barcelona;21;Maresme;08264;Sant Vicenç de Montalt;6452;4693;1038;2310;2824;1869;35;22;2767;2789
8;Barcelona;2;Catalunya Central;24;Osona;08265;Sant Vicenç de Torelló;2058;1621;555;1017;1132;489;16;15;1101;1116
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43142;Sarral;1538;1077;254;512;599;478;11;5;583;588
