﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids
17;Girona;3;Girona;2;Alt Empordà;17011;Armentera, l';951;654;244;432;481;173;1;11;469;480
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43018;Arnes;444;376;173;254;306;70;15;7;284;291
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25031;Arres;60;55;8;11;29;26;0;2;27;29
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25032;Arsèguel;81;65;15;33;44;21;1;1;42;43
8;Barcelona;2;Catalunya Central;7;Bages;08010;Artés;5762;4250;926;2110;2478;1772;35;18;2425;2443
25;Lleida;4;Lleida;33;Segrià;25033;Artesa de Lleida;1535;1129;342;629;751;378;8;8;735;743
25;Lleida;4;Lleida;23;Noguera;25034;Artesa de Segre;3400;2272;484;1115;1332;940;22;11;1299;1310
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43019;Ascó;1644;1297;326;558;702;595;14;7;681;688
25;Lleida;4;Lleida;33;Segrià;25036;Aspa;220;172;68;108;122;50;1;2;119;121
25;Lleida;4;Lleida;23;Noguera;25037;Avellanes i Santa Linya, les;433;368;93;171;201;167;4;5;192;197
8;Barcelona;2;Catalunya Central;14;Berguedà;08011;Avià;2220;1745;472;978;1118;627;18;9;1091;1100
8;Barcelona;2;Catalunya Central;7;Bages;08012;Avinyó;2289;1728;506;945;1078;650;12;13;1053;1066
8;Barcelona;8;Penedès;3;Alt Penedès;08013;Avinyonet del Penedès;1697;1297;379;714;815;482;12;7;796;803
17;Girona;3;Girona;2;Alt Empordà;17012;Avinyonet de Puigventós;1641;1211;291;622;687;524;13;2;672;674
8;Barcelona;1;Barcelona;13;Barcelonès;08015;Badalona;223166;155351;31160;62158;71086;84265;951;522;69613;70135
8;Barcelona;1;Barcelona;40;Vallès Occidental;08904;Badia del Vallès;13415;10396;2116;3684;4253;6143;51;31;4171;4202
8;Barcelona;2;Catalunya Central;14;Berguedà;08016;Bagà;2140;1789;572;900;1125;664;13;11;1101;1112
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25039;Baix Pallars;331;279;65;129;195;84;2;2;191;193
25;Lleida;4;Lleida;23;Noguera;25040;Balaguer;17472;10686;2313;4532;5349;5337;117;57;5175;5232
8;Barcelona;2;Catalunya Central;24;Osona;08017;Balenyà;3840;2824;578;1269;1533;1291;13;26;1494;1520
8;Barcelona;2;Catalunya Central;7;Bages;08018;Balsareny;3192;2564;615;1117;1385;1179;17;10;1358;1368
43;Tarragona;8;Penedès;12;Baix Penedès;43020;Banyeres del Penedès;3207;2347;568;1041;1199;1148;19;8;1172;1180
17;Girona;3;Girona;28;Pla de l'Estany;17015;Banyoles;20053;12937;3389;6977;7984;4953;119;64;7801;7865
25;Lleida;4;Lleida;27;Pla d'Urgell;25041;Barbens;878;523;154;242;283;240;4;10;269;279
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;471;334;114;178;208;126;6;3;199;202
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;33334;24879;4993;10799;12693;12186;203;91;12399;12490
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1664182;1099283;247916;519605;628002;471281;6804;4185;617013;621198
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;229;202;81;128;140;62;1;1;138;139
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1001;739;200;433;474;265;11;6;457;463
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25044;Bassella;217;180;65;101;130;50;3;1;126;127
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43022;Batea;1901;1430;395;672;895;535;15;10;870;880
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25045;Bausen;60;59;6;10;25;34;1;1;23;24
8;Barcelona;1;Barcelona;11;Baix Llobregat;08020;Begues;7300;5374;1108;2614;3400;1974;24;34;3342;3376
17;Girona;3;Girona;10;Baix Empordà;17013;Begur;3891;2832;796;1408;1612;1220;26;17;1569;1586
25;Lleida;4;Lleida;38;Urgell;25046;Belianes;520;408;134;228;271;137;10;4;257;261
25;Lleida;4;Lleida;18;Garrigues;25170;Bellaguarda;287;257;76;149;186;71;0;1;185;186
17;Girona;3;Girona;10;Baix Empordà;17018;Bellcaire d'Empordà;678;501;188;313;345;156;7;2;336;338
25;Lleida;4;Lleida;23;Noguera;25047;Bellcaire d'Urgell;1199;946;357;573;665;281;6;10;649;659
25;Lleida;4;Lleida;27;Pla d'Urgell;25048;Bell-lloc d'Urgell;2335;1639;387;853;1006;633;30;12;964;976
25;Lleida;4;Lleida;23;Noguera;25049;Bellmunt d'Urgell;185;150;58;94;107;43;8;0;99;99
43;Tarragona;6;Camp de Tarragona;29;Priorat;43023;Bellmunt del Priorat;273;209;82;123;151;58;4;5;142;147
8;Barcelona;8;Penedès;6;Anoia;08021;Bellprat;64;64;29;35;41;23;2;0;39;39
25;Lleida;4;Lleida;38;Urgell;25050;Bellpuig;5218;3269;843;1499;1846;1423;21;17;1808;1825
43;Tarragona;8;Penedès;12;Baix Penedès;43024;Bellvei;2237;1616;368;663;754;862;12;9;733;742
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25051;Bellver de Cerdanya;2005;1619;376;689;995;624;29;10;956;966
25;Lleida;4;Lleida;27;Pla d'Urgell;25052;Bellvís;2260;1555;416;876;976;579;20;10;946;956
25;Lleida;4;Lleida;33;Segrià;25053;Benavent de Segrià;1518;1111;258;566;679;432;5;4;670;674
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43025;Benifallet;723;577;196;320;376;201;6;2;368;370
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43026;Benissanet;1140;764;247;438;502;262;8;7;487;494
8;Barcelona;2;Catalunya Central;14;Berguedà;08022;Berga;16760;12176;2975;5657;6464;5712;93;64;6307;6371
17;Girona;3;Girona;19;Garrotxa;17019;Besalú;2487;1801;553;1059;1174;627;24;18;1132;1150
17;Girona;3;Girona;20;Gironès;17020;Bescanó;4991;3768;885;2060;2375;1393;23;24;2328;2352
17;Girona;3;Girona;19;Garrotxa;17021;Beuda;186;121;40;72;79;42;3;1;75;76
8;Barcelona;1;Barcelona;41;Vallès Oriental;08023;Bigues i Riells;9358;7257;1571;3039;3656;3601;63;26;3567;3593
25;Lleida;4;Lleida;32;Segarra;25055;Biosca;177;161;56;78;94;67;2;1;91;92
17;Girona;3;Girona;10;Baix Empordà;17022;Bisbal d'Empordà, la;11159;7132;1672;3535;3948;3184;63;44;3841;3885
43;Tarragona;6;Camp de Tarragona;29;Priorat;43027;Bisbal de Falset, la;211;169;56;116;128;41;0;0;128;128
43;Tarragona;8;Penedès;12;Baix Penedès;43028;Bisbal del Penedès, la;3631;2906;448;1000;1177;1729;26;5;1146;1151
17;Girona;3;Girona;2;Alt Empordà;17234;Biure;241;183;74;104;116;67;1;2;113;115
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43029;Blancafort;382;311;110;183;219;92;6;4;209;213
17;Girona;3;Girona;34;Selva;17023;Blanes;39914;27772;5634;11473;13313;14459;257;129;12927;13056
17;Girona;3;Girona;2;Alt Empordà;17029;Boadella i les Escaules;272;214;98;127;137;77;0;2;135;137
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17024;Bolvir;375;335;78;158;237;98;13;2;222;224
43;Tarragona;8;Penedès;12;Baix Penedès;43030;Bonastre;685;505;155;269;298;207;3;4;291;295
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25057;Bòrdes, es;255;222;41;70;109;113;6;2;101;103
17;Girona;3;Girona;20;Gironès;17025;Bordils;1761;1197;432;752;841;356;12;4;825;829
25;Lleida;4;Lleida;18;Garrigues;25058;Borges Blanques, les;6173;4375;977;1984;2432;1943;35;27;2370;2397
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43031;Borges del Camp, les;2056;1464;439;793;904;560;16;1;887;888
17;Girona;3;Girona;2;Alt Empordà;17026;Borrassà;733;547;174;350;380;167;2;8;370;378
8;Barcelona;2;Catalunya Central;14;Berguedà;08024;Borredà;464;363;121;203;232;131;2;4;226;230
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25059;Bossòst;1115;822;202;364;464;358;22;5;437;442
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43032;Bot;554;454;159;270;324;130;4;1;319;320
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43033;Botarell;1077;793;212;408;487;306;5;3;479;482
25;Lleida;4;Lleida;18;Garrigues;25056;Bovera;248;207;64;107;120;87;4;7;109;116
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43034;Bràfim;695;477;147;264;303;174;5;4;294;298
17;Girona;3;Girona;34;Selva;17027;Breda;3762;2918;765;1500;1735;1183;35;14;1686;1700
8;Barcelona;8;Penedès;6;Anoia;08025;Bruc, el;2110;1615;300;746;884;731;13;13;858;871
8;Barcelona;2;Catalunya Central;24;Osona;08026;Brull, el;258;201;72;136;152;49;0;2;150;152
17;Girona;3;Girona;34;Selva;17028;Brunyola i Sant Martí Sapresa;389;293;97;163;185;108;5;1;179;180
43;Tarragona;6;Camp de Tarragona;29;Priorat;43035;Cabacés;302;238;66;131;164;74;9;4;151;155
25;Lleida;4;Lleida;23;Noguera;25060;Cabanabona;71;65;11;29;37;28;1;2;34;36
17;Girona;3;Girona;2;Alt Empordà;17031;Cabanelles;267;166;38;67;77;89;0;2;75;77
17;Girona;3;Girona;2;Alt Empordà;17030;Cabanes;968;640;187;338;363;277;4;3;356;359
8;Barcelona;8;Penedès;3;Alt Penedès;08027;Cabanyes, les;979;745;249;461;497;248;8;2;487;489
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25061;Cabó;93;79;20;35;47;32;1;1;45;46
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43036;Cabra del Camp;1175;901;186;335;380;521;5;4;371;375
8;Barcelona;8;Penedès;6;Anoia;08028;Cabrera d'Anoia;1482;1153;283;471;522;631;6;6;510;516
8;Barcelona;1;Barcelona;21;Maresme;08029;Cabrera de Mar;4747;3673;922;1959;2447;1226;40;25;2382;2407
8;Barcelona;1;Barcelona;21;Maresme;08030;Cabrils;7432;5295;1057;2668;3360;1935;23;29;3308;3337
17;Girona;3;Girona;2;Alt Empordà;17032;Cadaqués;2695;1793;380;777;931;862;14;15;902;917
8;Barcelona;2;Catalunya Central;6;Anoia;08031;Calaf;3656;2313;547;1186;1360;953;32;16;1312;1328
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;27601;18877;3911;7188;8377;10500;180;72;8125;8197
8;Barcelona;2;Catalunya Central;42;Moianès;08034;Calders;1045;837;249;513;557;280;7;4;546;550
8;Barcelona;1;Barcelona;21;Maresme;08032;Caldes d'Estrac;3021;2169;403;982;1276;893;19;9;1248;1257
17;Girona;3;Girona;34;Selva;17033;Caldes de Malavella;7872;5831;1219;2350;2826;3005;31;34;2761;2795
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;17812;13372;2998;6349;7433;5939;96;65;7272;7337
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;19277;13072;2624;5910;6973;6099;99;72;6802;6874
8;Barcelona;2;Catalunya Central;24;Osona;08037;Calldetenes;2513;1948;545;1112;1295;653;15;12;1268;1280
8;Barcelona;2;Catalunya Central;7;Bages;08038;Callús;2129;1535;451;813;927;608;12;13;902;915
17;Girona;3;Girona;10;Baix Empordà;17034;Calonge i Sant Antoni;11331;7395;1769;3186;3797;3598;45;33;3719;3752
8;Barcelona;2;Catalunya Central;6;Anoia;08036;Calonge de Segarra;188;159;60;106;120;39;3;0;117;117
25;Lleida;4;Lleida;23;Noguera;25062;Camarasa;810;691;233;385;430;261;6;3;421;424
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43903;Camarles;3194;2327;573;894;1037;1290;48;5;984;989
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;34734;22514;5088;9674;11263;11251;181;82;11000;11082
17;Girona;3;Girona;28;Pla de l'Estany;17035;Camós;677;547;201;354;403;144;8;2;393;395
17;Girona;3;Girona;31;Ripollès;17036;Campdevànol;3232;2634;620;1210;1487;1147;41;13;1433;1446
17;Girona;3;Girona;31;Ripollès;17037;Campelles;140;114;39;55;74;40;1;1;72;73
8;Barcelona;1;Barcelona;41;Vallès Oriental;08039;Campins;541;413;142;256;290;123;5;5;280;285
17;Girona;3;Girona;20;Gironès;17038;Campllong;537;380;127;245;281;99;12;1;268;269
17;Girona;3;Girona;31;Ripollès;17039;Camprodon;2298;1780;458;897;1113;667;74;13;1026;1039
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25063;Canejan;89;76;21;22;32;44;0;0;32;32
17;Girona;3;Girona;20;Gironès;17040;Canet d'Adri;729;567;200;333;371;196;3;3;365;368
8;Barcelona;1;Barcelona;21;Maresme;08040;Canet de Mar;14865;11167;2831;5129;5901;5266;75;40;5786;5826
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43907;Canonja, la;5956;4425;980;1747;2082;2343;45;16;2021;2037
8;Barcelona;1;Barcelona;41;Vallès Oriental;08041;Canovelles;16829;10725;2397;4331;4837;5888;70;34;4733;4767
8;Barcelona;1;Barcelona;41;Vallès Oriental;08042;Cànoves i Samalús;3156;2465;566;1157;1293;1172;10;11;1272;1283
17;Girona;3;Girona;2;Alt Empordà;17041;Cantallops;309;213;61;115;130;83;9;1;120;121
8;Barcelona;8;Penedès;17;Garraf;08043;Canyelles;4699;3553;818;1474;1706;1847;20;21;1665;1686
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43039;Capafonts;111;103;44;60;70;33;0;0;70;70
43;Tarragona;6;Camp de Tarragona;29;Priorat;43040;Capçanes;392;326;138;222;250;76;2;4;244;248
8;Barcelona;8;Penedès;6;Anoia;08044;Capellades;5342;4117;919;1824;2116;2001;35;19;2062;2081
17;Girona;3;Girona;2;Alt Empordà;17042;Capmany;611;422;133;238;265;157;1;5;259;264
8;Barcelona;2;Catalunya Central;14;Berguedà;08045;Capolat;84;63;22;30;41;22;0;0;41;41
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;18424;13749;2901;6826;8052;5697;124;59;7869;7928
8;Barcelona;2;Catalunya Central;7;Bages;08047;Cardona;4639;3668;890;1582;1912;1756;40;18;1854;1872
8;Barcelona;8;Penedès;6;Anoia;08048;Carme;785;574;188;339;376;198;5;5;366;371
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43041;Caseres;237;204;42;87;110;94;4;1;105;106
17;Girona;3;Girona;20;Gironès;17044;Cassà de la Selva;10410;7041;1568;3560;4145;2896;80;22;4043;4065
8;Barcelona;2;Catalunya Central;14;Berguedà;08049;Casserres;1588;1308;386;684;773;535;11;6;756;762
25;Lleida;2;Catalunya Central;35;Solsonès;25064;Castellar de la Ribera;131;94;34;62;74;20;1;1;72;73
8;Barcelona;2;Catalunya Central;14;Berguedà;08050;Castellar del Riu;176;130;55;86;98;32;2;0;96;96
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;24488;18928;4636;9156;10446;8482;172;67;10207;10274
8;Barcelona;2;Catalunya Central;14;Berguedà;08052;Castellar de n'Hug;156;142;44;80;101;41;4;1;96;97
8;Barcelona;2;Catalunya Central;7;Bages;08053;Castellbell i el Vilar;3719;2949;595;1199;1364;1585;22;16;1326;1342
8;Barcelona;1;Barcelona;40;Vallès Occidental;08054;Castellbisbal;12539;9346;1928;4279;5010;4336;82;37;4891;4928
8;Barcelona;2;Catalunya Central;42;Moianès;08055;Castellcir;742;542;162;296;340;202;5;8;327;335
25;Lleida;4;Lleida;18;Garrigues;25067;Castelldans;930;683;176;361;398;285;9;9;380;389
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;67460;42966;8778;18914;22403;20563;274;228;21901;22129
8;Barcelona;2;Catalunya Central;14;Berguedà;08057;Castell de l'Areny;67;62;17;40;45;17;1;1;43;44
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25904;Castell de Mur;173;150;39;80;106;44;0;1;105;106
8;Barcelona;8;Penedès;3;Alt Penedès;08058;Castellet i la Gornal;2382;1860;458;809;924;936;16;15;893;908
17;Girona;3;Girona;19;Garrotxa;17046;Castellfollit de la Roca;947;713;240;379;423;290;7;8;408;416
8;Barcelona;2;Catalunya Central;7;Bages;08059;Castellfollit del Boix;447;353;115;202;222;131;5;5;212;217
8;Barcelona;2;Catalunya Central;6;Anoia;08060;Castellfollit de Riubregós;162;138;52;94;106;32;4;0;102;102
8;Barcelona;2;Catalunya Central;7;Bages;08061;Castellgalí;2119;1671;386;726;824;847;10;10;804;814
8;Barcelona;2;Catalunya Central;7;Bages;08062;Castellnou de Bages;1437;1044;278;575;674;370;10;6;658;664
25;Lleida;4;Lleida;27;Pla d'Urgell;25068;Castellnou de Seana;665;524;157;251;297;227;5;3;289;292
17;Girona;3;Girona;2;Alt Empordà;17047;Castelló d'Empúries;11100;5051;961;2093;2433;2618;52;12;2369;2381
25;Lleida;4;Lleida;23;Noguera;25069;Castelló de Farfanya;539;414;134;220;228;186;1;2;225;227
8;Barcelona;8;Penedès;6;Anoia;08063;Castellolí;626;490;141;317;364;126;6;2;356;358
17;Girona;3;Girona;10;Baix Empordà;17048;Castell-Platja d'Aro;11030;6600;1632;2821;3380;3220;47;40;3293;3333
25;Lleida;4;Lleida;38;Urgell;25070;Castellserà;996;784;216;449;488;296;11;12;465;477
8;Barcelona;2;Catalunya Central;42;Moianès;08064;Castellterçol;2548;1997;496;1024;1200;797;26;10;1164;1174
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43042;Castellvell del Camp;2828;2228;605;1223;1411;817;18;15;1378;1393
8;Barcelona;8;Penedès;3;Alt Penedès;08065;Castellví de la Marca;1575;1222;336;657;776;446;16;9;751;760
8;Barcelona;1;Barcelona;11;Baix Llobregat;08066;Castellví de Rosanes;1933;1496;417;785;930;566;13;12;905;917
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43043;Catllar, el;4557;3466;946;1730;1976;1490;26;9;1941;1950
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25071;Cava;45;41;23;29;32;9;1;0;31;31
17;Girona;3;Girona;34;Selva;17189;Cellera de Ter, la;1950;1499;538;983;1084;415;15;7;1062;1069
17;Girona;3;Girona;20;Gironès;17049;Celrà;5561;3283;764;1746;2059;1224;34;15;2010;2025
8;Barcelona;2;Catalunya Central;24;Osona;08067;Centelles;7513;5846;1463;2814;3418;2428;61;32;3325;3357
8;Barcelona;2;Catalunya Central;14;Berguedà;08268;Cercs;1150;979;291;497;583;396;12;3;568;571
8;Barcelona;1;Barcelona;40;Vallès Occidental;08266;Cerdanyola del Vallès;57855;43468;9997;20207;23985;19483;296;227;23462;23689
8;Barcelona;1;Barcelona;11;Baix Llobregat;08068;Cervelló;9077;6922;1614;3261;3826;3096;50;29;3747;3776
25;Lleida;4;Lleida;32;Segarra;25072;Cervera;9350;5960;1357;2711;3172;2788;58;56;3058;3114
25;Lleida;4;Lleida;18;Garrigues;25073;Cervià de les Garrigues;662;556;176;307;340;216;9;3;328;331
17;Girona;3;Girona;20;Gironès;17050;Cervià de Ter;966;677;258;454;503;174;5;5;493;498
17;Girona;3;Girona;2;Alt Empordà;17051;Cistella;282;207;69;136;149;58;1;3;145;148
25;Lleida;4;Lleida;38;Urgell;25074;Ciutadilla;208;174;78;115;125;49;2;2;121;123
25;Lleida;2;Catalunya Central;35;Solsonès;25075;Clariana de Cardener;161;130;52;78;88;42;3;3;82;85
25;Lleida;4;Lleida;18;Garrigues;25076;Cogul, el;151;132;44;78;90;42;0;0;90;90
17;Girona;3;Girona;2;Alt Empordà;17054;Colera;445;344;128;188;220;124;4;1;215;216
8;Barcelona;1;Barcelona;11;Baix Llobregat;08069;Collbató;4544;3489;783;1741;2002;1487;22;37;1943;1980
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43045;Colldejou;168;142;62;90;101;41;1;2;98;100
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25077;Coll de Nargó;540;433;125;218;274;159;12;3;259;262
8;Barcelona;2;Catalunya Central;42;Moianès;08070;Collsuspina;359;289;122;206;220;69;4;4;212;216
17;Girona;3;Girona;10;Baix Empordà;17055;Colomers;174;150;64;115;121;29;2;0;119;119
25;Lleida;2;Catalunya Central;35;Solsonès;25163;Coma i la Pedra, la;255;241;49;110;138;103;1;2;135;137
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25161;Conca de Dalt;410;338;88;161;213;125;4;2;207;209
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43046;Conesa;100;89;35;53;61;28;1;2;58;60
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43047;Constantí;6665;4254;1009;1683;1785;2469;37;19;1729;1748
8;Barcelona;8;Penedès;6;Anoia;08071;Copons;321;252;70;155;179;73;2;3;174;177
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43048;Corbera d'Ebre;1003;753;250;397;454;299;14;13;427;440
8;Barcelona;1;Barcelona;11;Baix Llobregat;08072;Corbera de Llobregat;14882;10870;2309;4779;5619;5251;92;51;5476;5527
25;Lleida;4;Lleida;33;Segrià;25078;Corbins;1462;996;235;526;646;350;6;12;628;640
17;Girona;3;Girona;10;Baix Empordà;17057;Corçà;1268;979;381;624;692;287;26;2;664;666
8;Barcelona;1;Barcelona;11;Baix Llobregat;08073;Cornellà de Llobregat;89936;62769;13651;27268;31386;31383;366;218;30802;31020
17;Girona;3;Girona;28;Pla de l'Estany;17056;Cornellà del Terri;2399;1782;539;1048;1150;632;23;4;1123;1127
43;Tarragona;6;Camp de Tarragona;29;Priorat;43049;Cornudella de Montsant;944;737;251;441;504;233;8;2;494;496
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43050;Creixell;3758;2779;615;1043;1243;1536;16;10;1217;1227
17;Girona;3;Girona;28;Pla de l'Estany;17058;Crespià;254;185;75;113;124;61;1;1;122;123
17;Girona;3;Girona;10;Baix Empordà;17901;Cruïlles, Monells i Sant Sadurní;1270;1024;351;606;664;360;12;13;639;652
8;Barcelona;8;Penedès;17;Garraf;08074;Cubelles;15770;11414;2779;4832;5499;5915;66;42;5391;5433
25;Lleida;4;Lleida;23;Noguera;25079;Cubells;338;275;92;156;185;90;8;2;175;177
43;Tarragona;8;Penedès;12;Baix Penedès;43051;Cunit;13533;9595;2073;3631;4253;5342;125;31;4097;4128
17;Girona;3;Girona;2;Alt Empordà;17060;Darnius;537;405;115;213;245;160;0;1;244;245
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17061;Das;234;171;49;88;121;50;5;2;114;116
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43901;Deltebre;11578;8813;1849;3208;3681;5132;413;23;3245;3268
8;Barcelona;1;Barcelona;21;Maresme;08075;Dosrius;5652;4230;949;1810;2145;2085;29;26;2090;2116
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43053;Duesaigües;244;179;53;112;125;54;1;0;124;124
17;Girona;3;Girona;2;Alt Empordà;17062;Escala, l';10244;6063;1561;2624;3123;2940;47;26;3050;3076
8;Barcelona;1;Barcelona;11;Baix Llobregat;08076;Esparreguera;22302;16696;3584;7270;8227;8469;106;65;8056;8121
17;Girona;2;Catalunya Central;24;Osona;17063;Espinelves;221;182;78;132;153;29;2;0;151;151
25;Lleida;4;Lleida;18;Garrigues;25081;Espluga Calba, l';329;270;69;148;173;97;6;6;161;167
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43054;Espluga de Francolí, l';3736;2799;573;1202;1522;1277;23;9;1490;1499
8;Barcelona;1;Barcelona;11;Baix Llobregat;08077;Esplugues de Llobregat;47150;34396;8248;16141;19159;15237;197;137;18825;18962
17;Girona;3;Girona;2;Alt Empordà;17064;Espolla;412;323;124;215;234;89;6;1;227;228
17;Girona;3;Girona;28;Pla de l'Estany;17065;Esponellà;463;327;122;225;231;96;4;2;225;227
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25082;Espot;366;301;70;138;197;104;11;7;179;186
8;Barcelona;2;Catalunya Central;14;Berguedà;08078;Espunyola, l';242;220;50;118;140;80;3;5;132;137
8;Barcelona;2;Catalunya Central;24;Osona;08254;Esquirol, l';2186;1762;629;1083;1288;474;11;14;1263;1277
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25088;Estamariu;125;97;32;50;61;36;0;1;60;61
8;Barcelona;2;Catalunya Central;42;Moianès;08079;Estany, l';408;338;141;232;249;89;5;5;239;244
25;Lleida;4;Lleida;32;Segarra;25085;Estaràs;156;143;51;87;100;43;0;0;100;100
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25086;Esterri d'Àneu;804;554;125;374;391;163;14;6;371;377
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25087;Esterri de Cardós;64;53;18;25;39;14;0;1;38;39
43;Tarragona;6;Camp de Tarragona;29;Priorat;43055;Falset;2735;1953;649;1106;1361;592;31;9;1321;1330
17;Girona;3;Girona;2;Alt Empordà;17005;Far d'Empordà, el;602;464;111;247;277;187;6;4;267;271
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25089;Farrera;108;91;29;29;58;33;0;0;58;58
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43056;Fatarella, la;926;791;219;444;507;284;17;8;482;490
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43057;Febró, la;40;39;11;22;28;11;0;1;27;28
8;Barcelona;1;Barcelona;41;Vallès Oriental;08134;Figaró-Montmany;1142;862;254;456;519;343;9;2;508;510
8;Barcelona;2;Catalunya Central;14;Berguedà;08080;Fígols;43;38;13;21;27;11;0;2;25;27
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25908;Fígols i Alinyà;244;218;64;106;128;90;4;1;123;124
43;Tarragona;6;Camp de Tarragona;29;Priorat;43058;Figuera, la;114;99;46;65;77;22;0;1;76;77
17;Girona;3;Girona;2;Alt Empordà;17066;Figueres;47235;27329;5216;10272;12054;15275;186;88;11780;11868
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43059;Figuerola del Camp;329;263;88;150;160;103;0;3;157;160
17;Girona;3;Girona;20;Gironès;17067;Flaçà;1130;693;213;458;482;211;4;10;468;478
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43060;Flix;3410;2650;777;1332;1654;996;34;15;1605;1620
25;Lleida;4;Lleida;18;Garrigues;25092;Floresta, la;140;126;52;84;96;30;1;2;93;95
8;Barcelona;3;Girona;34;Selva;08082;Fogars de la Selva;1469;1210;300;533;587;623;6;8;573;581
8;Barcelona;1;Barcelona;41;Vallès Oriental;08081;Fogars de Montclús;475;354;124;217;244;110;1;3;240;243
17;Girona;3;Girona;10;Baix Empordà;17068;Foixà;303;252;105;155;178;74;6;1;171;172
8;Barcelona;2;Catalunya Central;24;Osona;08083;Folgueroles;2265;1712;460;1135;1316;396;15;6;1295;1301
25;Lleida;4;Lleida;27;Pla d'Urgell;25093;Fondarella;776;610;194;352;381;229;17;3;361;364
