﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Sigles Candidatura;Nom Candidatura;Vots
17;Girona;3;Girona;2;Alt Empordà;17003;Albanyà;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
17;Girona;3;Girona;2;Alt Empordà;17003;Albanyà;PP;Partit Popular;0
17;Girona;3;Girona;2;Alt Empordà;17003;Albanyà;VOX;Vox;0
17;Girona;3;Girona;2;Alt Empordà;17003;Albanyà;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);0
17;Girona;3;Girona;2;Alt Empordà;17003;Albanyà;ALIANZA C V;Alianza por el Comercio y la Vivienda;0
17;Girona;3;Girona;2;Alt Empordà;17003;Albanyà;PCTC;Partit Comunista dels Treballadors de Catalunya;0
17;Girona;3;Girona;2;Alt Empordà;17003;Albanyà;UEP;Unión Europea de Pensionistas;0
17;Girona;3;Girona;2;Alt Empordà;17003;Albanyà;PUM+J;Per Un Món Més Just;0
17;Girona;3;Girona;2;Alt Empordà;17003;Albanyà;PNC;Partit Nacionalista de Catalunya;0
17;Girona;3;Girona;2;Alt Empordà;17003;Albanyà;FNC;Front Nacional de Catalunya;0
17;Girona;3;Girona;2;Alt Empordà;17003;Albanyà;IZQP;Izquierda en Positivo;0
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;ERC;Esquerra Republicana de Catalunya;233
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;JxCat;Junts per Catalunya;181
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);96
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;VOX;Vox;54
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;45
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;Cs;Ciutadans-Partido de la Ciudadanía;31
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;ECP-PEC;En Comú Podem-Podem en Comú;26
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;PP;Partit Popular;20
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;PDeCAT;Partit Demòcrata Europeu Català;17
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;EB;Escons en Blanc;3
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;3
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;SCAT;Suport Civil Català;1
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;MPIC;Moviment Primàries per la Independència de Catalunya;1
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;FNC;Front Nacional de Catalunya;0
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;IZQP;Izquierda en Positivo;0
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;4;Lleida;33;Segrià;25007;Albatàrrec;PUM+J;Per Un Món Més Just;0
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;ERC;Esquerra Republicana de Catalunya;227
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;JxCat;Junts per Catalunya;191
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;62
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);54
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;PP;Partit Popular;24
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;PDeCAT;Partit Demòcrata Europeu Català;17
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;ECP-PEC;En Comú Podem-Podem en Comú;13
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;VOX;Vox;9
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;Cs;Ciutadans-Partido de la Ciudadanía;9
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;PUM+J;Per Un Món Més Just;2
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;EB;Escons en Blanc;1
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;MPIC;Moviment Primàries per la Independència de Catalunya;0
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;IZQP;Izquierda en Positivo;0
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;FNC;Front Nacional de Catalunya;0
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;SCAT;Suport Civil Català;0
25;Lleida;4;Lleida;23;Noguera;25008;Albesa;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';JxCat;Junts per Catalunya;152
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';ERC;Esquerra Republicana de Catalunya;123
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);38
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;28
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';PP;Partit Popular;14
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';ECP-PEC;En Comú Podem-Podem en Comú;12
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';Cs;Ciutadans-Partido de la Ciudadanía;12
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';VOX;Vox;12
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';PDeCAT;Partit Demòcrata Europeu Català;6
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';PUM+J;Per Un Món Més Just;1
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';SCAT;Suport Civil Català;1
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';EB;Escons en Blanc;1
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';MPIC;Moviment Primàries per la Independència de Catalunya;1
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';FNC;Front Nacional de Catalunya;0
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';IZQP;Izquierda en Positivo;0
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';PNC;Partit Nacionalista de Catalunya;0
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;4;Lleida;18;Garrigues;25009;Albi, l';RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);218
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;ERC;Esquerra Republicana de Catalunya;159
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;VOX;Vox;103
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;JxCat;Junts per Catalunya;99
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;PDeCAT;Partit Demòcrata Europeu Català;68
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;Cs;Ciutadans-Partido de la Ciudadanía;64
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;ECP-PEC;En Comú Podem-Podem en Comú;44
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;PP;Partit Popular;33
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;31
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;2
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;M.C.R.;Moviment Corrent Roig;2
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;PUM+J;Per Un Món Més Just;1
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;PCTC;Partit Comunista dels Treballadors de Catalunya;1
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;MPIC;Moviment Primàries per la Independència de Catalunya;0
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;PNC;Partit Nacionalista de Catalunya;0
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;SOM TERRES DE L'EBRE;Som Terres de l'Ebre;0
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA;Unidos por la Democracia + Jubilados;0
43;Tarragona;8;Penedès;12;Baix Penedès;43002;Albinyana;FNC;Front Nacional de Catalunya;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';ERC;Esquerra Republicana de Catalunya;48
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);37
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';JxCat;Junts per Catalunya;34
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;15
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';ECP-PEC;En Comú Podem-Podem en Comú;13
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';Cs;Ciutadans-Partido de la Ciudadanía;11
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';VOX;Vox;10
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';PP;Partit Popular;7
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';PDeCAT;Partit Demòcrata Europeu Català;7
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;1
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';PCTC;Partit Comunista dels Treballadors de Catalunya;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';MPIC;Moviment Primàries per la Independència de Catalunya;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';PUM+J;Per Un Món Més Just;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';PNC;Partit Nacionalista de Catalunya;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';SOM TERRES DE L'EBRE;Som Terres de l'Ebre;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';FNC;Front Nacional de Catalunya;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA;Unidos por la Democracia + Jubilados;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43003;Albiol, l';M.C.R.;Moviment Corrent Roig;0
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;JxCat;Junts per Catalunya;137
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;ERC;Esquerra Republicana de Catalunya;91
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;61
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);35
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;ECP-PEC;En Comú Podem-Podem en Comú;16
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;PDeCAT;Partit Demòcrata Europeu Català;11
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;Cs;Ciutadans-Partido de la Ciudadanía;8
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;PP;Partit Popular;6
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;VOX;Vox;3
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;1
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;PNC;Partit Nacionalista de Catalunya;0
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;IZQP;Izquierda en Positivo;0
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;PCTC;Partit Comunista dels Treballadors de Catalunya;0
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;ALIANZA C V;Alianza por el Comercio y la Vivienda;0
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;FNC;Front Nacional de Catalunya;0
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;UEP;Unión Europea de Pensionistas;0
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;MPIC;Moviment Primàries per la Independència de Catalunya;0
17;Girona;3;Girona;10;Baix Empordà;17004;Albons;PUM+J;Per Un Món Més Just;0
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;ERC;Esquerra Republicana de Catalunya;1158
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;JxCat;Junts per Catalunya;543
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);328
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;264
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;VOX;Vox;168
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;ECP-PEC;En Comú Podem-Podem en Comú;114
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;SOM TERRES DE L'EBRE;Som Terres de l'Ebre;72
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;PP;Partit Popular;72
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;Cs;Ciutadans-Partido de la Ciudadanía;69
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;PDeCAT;Partit Demòcrata Europeu Català;50
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;MPIC;Moviment Primàries per la Independència de Catalunya;4
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;3
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;PCTC;Partit Comunista dels Treballadors de Catalunya;3
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;FNC;Front Nacional de Catalunya;3
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;PUM+J;Per Un Món Més Just;2
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA;Unidos por la Democracia + Jubilados;2
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;PNC;Partit Nacionalista de Catalunya;1
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43004;Alcanar;M.C.R.;Moviment Corrent Roig;1
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;JxCat;Junts per Catalunya;48
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;ERC;Esquerra Republicana de Catalunya;45
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);11
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;10
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;ECP-PEC;En Comú Podem-Podem en Comú;7
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;PDeCAT;Partit Demòcrata Europeu Català;4
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;MPIC;Moviment Primàries per la Independència de Catalunya;2
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;PP;Partit Popular;1
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;VOX;Vox;1
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;Cs;Ciutadans-Partido de la Ciudadanía;0
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;PUM+J;Per Un Món Més Just;0
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;SCAT;Suport Civil Català;0
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;IZQP;Izquierda en Positivo;0
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;FNC;Front Nacional de Catalunya;0
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;EB;Escons en Blanc;0
25;Lleida;4;Lleida;33;Segrià;25010;Alcanó;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;ERC;Esquerra Republicana de Catalunya;773
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;JxCat;Junts per Catalunya;638
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);321
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;VOX;Vox;163
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;154
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;PDeCAT;Partit Demòcrata Europeu Català;118
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;Cs;Ciutadans-Partido de la Ciudadanía;73
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;PP;Partit Popular;73
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;ECP-PEC;En Comú Podem-Podem en Comú;61
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;EB;Escons en Blanc;11
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;MPIC;Moviment Primàries per la Independència de Catalunya;9
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;FNC;Front Nacional de Catalunya;8
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;PCTC;Partit Comunista dels Treballadors de Catalunya;6
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;SCAT;Suport Civil Català;6
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;PUM+J;Per Un Món Més Just;4
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;4
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;PNC;Partit Nacionalista de Catalunya;1
25;Lleida;4;Lleida;33;Segrià;25011;Alcarràs;IZQP;Izquierda en Positivo;0
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;ERC;Esquerra Republicana de Catalunya;308
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;JxCat;Junts per Catalunya;281
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);198
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;VOX;Vox;73
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;67
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;Cs;Ciutadans-Partido de la Ciudadanía;55
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;ECP-PEC;En Comú Podem-Podem en Comú;51
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;PDeCAT;Partit Demòcrata Europeu Català;32
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;PP;Partit Popular;24
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;MPIC;Moviment Primàries per la Independència de Catalunya;22
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;EB;Escons en Blanc;8
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;PUM+J;Per Un Món Més Just;8
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;PCTC;Partit Comunista dels Treballadors de Catalunya;4
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;4
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;FNC;Front Nacional de Catalunya;3
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;PNC;Partit Nacionalista de Catalunya;3
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;SCAT;Suport Civil Català;0
25;Lleida;4;Lleida;33;Segrià;25012;Alcoletge;IZQP;Izquierda en Positivo;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;ERC;Esquerra Republicana de Catalunya;494
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;JxCat;Junts per Catalunya;466
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);263
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;212
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;VOX;Vox;118
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;ECP-PEC;En Comú Podem-Podem en Comú;70
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;PP;Partit Popular;56
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;Cs;Ciutadans-Partido de la Ciudadanía;47
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;PDeCAT;Partit Demòcrata Europeu Català;37
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;3
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;SOM TERRES DE L'EBRE;Som Terres de l'Ebre;2
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;PNC;Partit Nacionalista de Catalunya;2
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;PUM+J;Per Un Món Més Just;2
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;MPIC;Moviment Primàries per la Independència de Catalunya;2
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA;Unidos por la Democracia + Jubilados;1
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;PCTC;Partit Comunista dels Treballadors de Catalunya;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;FNC;Front Nacional de Catalunya;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43005;Alcover;M.C.R.;Moviment Corrent Roig;0
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';ERC;Esquerra Republicana de Catalunya;447
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';JxCat;Junts per Catalunya;257
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);170
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';VOX;Vox;64
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';ECP-PEC;En Comú Podem-Podem en Comú;44
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;38
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';SOM TERRES DE L'EBRE;Som Terres de l'Ebre;32
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';PP;Partit Popular;28
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';PDeCAT;Partit Demòcrata Europeu Català;27
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';Cs;Ciutadans-Partido de la Ciudadanía;20
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;2
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';MPIC;Moviment Primàries per la Independència de Catalunya;1
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA;Unidos por la Democracia + Jubilados;1
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';FNC;Front Nacional de Catalunya;1
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';PNC;Partit Nacionalista de Catalunya;0
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';PUM+J;Per Un Món Més Just;0
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';M.C.R.;Moviment Corrent Roig;0
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43904;Aldea, l';PCTC;Partit Comunista dels Treballadors de Catalunya;0
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;ERC;Esquerra Republicana de Catalunya;154
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;JxCat;Junts per Catalunya;72
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);45
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;ECP-PEC;En Comú Podem-Podem en Comú;19
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;18
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;VOX;Vox;15
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;PDeCAT;Partit Demòcrata Europeu Català;8
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;SOM TERRES DE L'EBRE;Som Terres de l'Ebre;7
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;PUM+J;Per Un Món Més Just;3
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;Cs;Ciutadans-Partido de la Ciudadanía;2
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;PP;Partit Popular;2
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;PCTC;Partit Comunista dels Treballadors de Catalunya;1
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43006;Aldover;PNC;Partit Nacionalista de Catalunya;0
